old_symbol	updated_symbol
H2-K1	H2-K1
H2-K1	H2-K2
H2-K2	H2-K2
H2-Ke6	Hsd17b8
H2-L	H2-L
H2-M1	H2-M1
H2-M10.1	H2-M10.1
H2-M10.2	H2-M10.2
H2-M10.3	H2-M10.3
H2-M10.4	H2-M10.4
H2-M10.5	H2-M10.5
H2-M10.6	H2-M10.6
H2-M11	H2-M11
H2-M2	H2-M2
H2-M3	H2-M3
H2-M5	H2-M5
H2-M9	H2-M9
H2-Oa	H2-Oa
H2-Ob	H2-Ob
H2-Q1	H2-Q1
H2-Q10	H2-Q10
H2-Q2	H2-Q2
H2-Q4	H2-Q4
H2-Q5	H2-Q5
H2-Q6	H2-Q6
H2-Q7	H2-Q7
H2-Q8	H2-Q8
H2-Q9	H2-Q9
H2-T10	H2-T10
H2-T22	H2-T22
H2-T23	H2-T23
H2-T24	H2-T24
H2-T3	H2-T3
H2-T9	H2-T9
H3f3a	H3f3a
H3f3b	H3f3b
H60b	H60b
H60c	H60c
H6pd	H6pd
Haao	Haao
Habp2	Habp2
Habp4	Habp4
Hacd1	Hacd1
Hacd2	Hacd2
Hacd3	Hacd3
Hacd4	Hacd4
Hace1	Hace1
Hacl1	Hacl1
Hacl1	Krtap11-1
Hadh	Hadh
Hadha	Hadha
Hadhb	Hadhb
Hagh	Hagh
Haghl	Haghl
Haglr	Haglr
Hal	Hal
Halr1	Halr1
Hamp	Hamp
Hamp2	Hamp2
Hand1	Hand1
Hand2	Hand2
Hao1	Hao1
Hao2	Hao2
Hap1	Hap1
Hapln1	Hapln1
Hapln2	Hapln2
Hapln3	Hapln3
Hapln4	Hapln4
Harbi1	Atg13
Harbi1	Harbi1
Hars	Hars
Hars2	Dtd1
Hars2	Hars2
Has1	Has1
Has2	Has2
Has2os	Has2os
Has3	Has3
Hat1	Hat1
Haus1	Haus1
Haus2	Haus2
Haus3	Haus3
Haus4	Haus4
Haus5	Haus5
Haus6	Haus6
Haus7	Haus7
Haus8	Haus8
Havcr1	Havcr1
Havcr2	Havcr2
Hax1	Hax1
Hba-a1	Hba-a1
Hba-a2	Hba-a2
Hba-x	Hba-x
Hbb-b1	Hbb-b1
Hbb-b2	Hbb-b2
Hbb-bh1	Hbb-bh1
Hbb-bh2	Hbb-bh2
Hbb-bs	Hbb-bs
Hbb-bt	Hbb-bt
Hbb-y	Hbb-y
Hbegf	Hbegf
Hbp1	Hbp1
Hbq1a	Hbq1a
Hbq1b	Hbq1b
Hbs1l	Hbs1l
Hc	Hc
Hcar1	Hcar1
Hcar2	Hcar2
Hccs	Hccs
Hcfc1	Hcfc1
Hcfc1r1	Hcfc1r1
Hcfc2	Hcfc2
Hck	Hck
Hcls1	Hcls1
Hcn1	Hcn1
Hcn2	Hcn2
Hcn3	Hcn3
Hcn4	Hcn4
Hcrt	Hcrt
Hcrtr1	Hcrtr1
Hcrtr2	Hcrtr2
Hcst	Hcst
Hdac1	Hdac1
Hdac10	Hdac10
Hdac11	Hdac11
Hdac2	Hdac2
Hdac3	Hdac3
Hdac4	Hdac4
Hdac5	Hdac5
Hdac6	Hdac6
Hdac7	Hdac7
Hdac8	Hdac8
Hdac9	Hdac9
Hdc	Hdc
Hddc2	Hddc2
Hddc3	Hddc3
Hdgf	Hdgf
Hdgfl1	Hdgfl1
Hdgfrp2	Hdgfl2
Hdgfrp3	Hdgfl3
Hdhd1a	Pudp
Hdhd2	Hdhd2
Hdhd3	Hdhd3
Hdlbp	Hdlbp
Hdx	Hdx
Heatr1	Heatr1
Heatr3	Heatr3
Heatr5a	Heatr5a
Heatr5b	Heatr5b
Heatr6	Heatr6
Heatr9	Heatr9
Hebp1	Hebp1
Hebp2	Hebp2
Heca	Heca
Hectd1	Hectd1
Hectd2	Hectd2
Hectd3	Hectd3
Hecw1	Hecw1
Hecw2	Hecw2
Heg1	Heg1
Helb	Helb
Hells	Hells
Helq	Helq
Helt	Helt
Helz	Helz
Helz2	Helz2
Hemgn	Hemgn
Hemk1	Hemk1
Henmt1	Henmt1
Hepacam	Hepacam
Hepacam2	Hepacam2
Heph	Heph
Hephl1	Hephl1
Herc1	Herc1
Herc2	Herc2
Herc3	Herc3
Herc4	Herc4
Herc6	Herc6
Herpud1	Herpud1
Herpud2	Herpud2
Hes1	Hes1
Hes2	Hes2
Hes3	Hes3
Hes5	Hes5
Hes6	Hes6
Hes7	Hes7
Hesx1	Hesx1
Hexa	Hexa
Hexb	Hexb
Hexdc	Hexdc
Hexim1	Hexim1
Hexim2	Hexim2
Hey1	Hey1
Hey2	Hey2
Heyl	Heyl
Hfe	Hfe
Hfe2	Hjv
Hfm1	Hfm1
Hgd	Hgd
Hgf	Hgf
Hgfac	Hgfac
Hgh1	Hgh1
Hgs	Hgs
Hgsnat	Hgsnat
Hhat	Hhat
Hhatl	Hhatl
Hhex	Hhex
Hhip	Hhip
Hhipl1	Hhipl1
Hhipl2	Hhipl2
Hhla1	Hhla1
Hiat1	Mfsd14a
Hiatl1	Mfsd14b
Hibadh	Hibadh
Hibch	Hibch
Hic1	Hic1
Hic2	Hic2
Hid1	Hid1
Hif1a	Hif1a
Hif1an	Hif1an
Hif3a	Hif3a
Higd1a	Higd1a
Higd1b	Higd1b
Higd1c	Higd1c
Higd2a	Higd2a
Hilpda	Hilpda
Hils1	H1f9
Hinfp	Hinfp
Hint1	Hint1
Hint2	Hint2
Hint3	Hint3
Hip1	Hip1
Hip1r	Hip1r
Hipk1	Hipk1
Hipk2	Hipk2
Hipk3	Hipk3
Hipk4	Hipk4
Hira	Hira
Hirip3	Hirip3
Hist1h1a	H1f1
Hist1h1b	H1f5
Hist1h1c	H1f2
Hist1h1d	H1f3
Hist1h1e	H1f4
Hist1h1t	H1f6
Hist1h2aa	H2ac1
Hist1h2ab	H2ac4
Hist1h2ac	H2ac6
Hist1h2ad	H2ac7
Hist1h2ae	H2ac8
Hist1h2af	H2ac10
Hist1h2ag	H2ac11
Hist1h2ah	H2ac12
Hist1h2ai	H2ac13
Hist1h2ak	H2ac15
Hist1h2an	H2ac22
Hist1h2ao	H2ac23
Hist1h2ap	H2ac24
Hist1h2ba	H2bc1
Hist1h2bb	H2bc3
Hist1h2bc	H2bc4
Hist1h2be	H2bc6
Hist1h2bf	H2bc7
Hist1h2bg	H2bc8
Hist1h2bh	H2bc9
Hist1h2bj	H2bc11
Hist1h2bk	H2bc12
Hist1h2bl	H2bc13
Hist1h2bm	H2bc14
Hist1h2bn	H2bc15
Hist1h2bp	H2bc22
Hist1h2bq	H2bc23
Hist1h2br	H2bc24
Hist1h3a	H3c1
Hist1h3b	H3c2
Hist1h3c	H3c3
Hist1h3d	H3c4
Hist1h3e	H3c6
Hist1h3f	H3c7
Hist1h3g	H3c8
Hist1h3h	H3c10
Hist1h3i	H3c11
Hist1h4a	H4c1
Hist1h4b	H4c2
Hist1h4c	H4c3
Hist1h4d	H4c4
Hist1h4f	H4c6
Hist1h4h	H4c8
Hist1h4i	H4c9
Hist1h4j	H4c11
Hist1h4k	H4c12
Hist1h4m	H4c17
Hist1h4n	H4c18
Hist2h2aa1	H2ac18
Hist2h2aa2	H2ac19
Hist2h2ab	H2ac21
Hist2h2ac	H2ac20
Hist2h2bb	H2bc18
Hist2h2be	H2bc21
Hist2h3b	H3c13
Hist2h3c1	H3c14
Hist2h3c2	H3c15
Hist2h4	H4c14
Hist3h2a	H2ac25
Hist3h2ba	H2bc27
Hist3h2bb-ps	H2bc26-ps
Hist4h4	H4c16
Hivep1	Hivep1
Hivep2	Hivep2
Hivep3	Hivep3
Hjurp	Hjurp
Hk1	Hk1
Hk1os	Hk1os
Hk2	Hk2
Hk3	Hk3
Hkdc1	Hkdc1
Hlcs	Hlcs
Hlf	Hlf
Hltf	Hltf
Hlx	Hlx
Hmbox1	Hmbox1
Hmbs	Hmbs
Hmces	Hmces
Hmcn1	Hmcn1
Hmg20a	Hmg20a
Hmg20b	Hmg20b
Hmga1	Hmga1
Hmga1-rs1	Hmga1b
Hmga2	Hmga2
Hmga2-ps1	Hmga2-ps1
Hmgb1	Hmgb1
Hmgb1-rs17	Hmgb1-rs17
Hmgb2	Hmgb2
Hmgb3	Hmgb3
Hmgb4	Hmgb4
Hmgb4os	Hmgb4os
Hmgcl	Hmgcl
Hmgcll1	Hmgcll1
Hmgcr	Hmgcr
Hmgcs1	Hmgcs1
Hmgcs2	Hmgcs2
Hmgn1	Hmgn1
Hmgn2	Hmgn2
Hmgn3	Hmgn3
Hmgn5	Hmgn5
Hmgxb3	Hmgxb3
Hmgxb4	Hmgxb4
Hmha1	Arhgap45
Hmmr	Hmmr
Hmox1	Hmox1
Hmox2	Hmox2
Hmx1	Hmx1
Hmx2	Hmx2
Hmx3	Hmx3
Hn1	Jpt1
Hn1l	Jpt2
Hnf1a	Hnf1a
Hnf1b	Hnf1b
Hnf4a	Hnf4a
Hnf4aos	Hnf4aos
Hnf4g	Hnf4g
Hnmt	Hnmt
Hnrnpa0	Hnrnpa0
Hnrnpa1	Hnrnpa1
Hnrnpa2b1	Hnrnpa2b1
Hnrnpa3	Hnrnpa3
Hnrnpab	Hnrnpab
Hnrnpc	Hnrnpc
Hnrnpd	Hnrnpd
Hnrnpdl	Hnrnpdl
Hnrnpf	Hnrnpf
Hnrnph1	Hnrnph1
Hnrnph2	Hnrnph2
Hnrnph3	Hnrnph3
Hnrnpk	Hnrnpk
Hnrnpl	Hnrnpl
Hnrnpll	Hnrnpll
Hnrnpm	Hnrnpm
Hnrnpr	Hnrnpr
Hnrnpu	Hnrnpu
Hnrnpul1	Hnrnpul1
Hnrnpul2	Hnrnpul2
Hoga1	Hoga1
Homer1	Homer1
Homer2	Homer2
Homer3	Homer3
Homez	Homez
Hook1	Hook1
Hook2	Hook2
Hook3	Hook3
Hopx	Hopx
Hormad1	Hormad1
Hormad2	Hormad2
Hotair	Hotair
Hotairm1	Hotairm1
Hottip	Hottip
Hoxa1	Hoxa1
Hoxa10	Hoxa10
Hoxa11	Hoxa11
Hoxa11os	Hoxa11os
Hoxa13	Hoxa13
Hoxa2	Hoxa2
Hoxa3	Hoxa3
Hoxa4	Hoxa4
Hoxa5	Hoxa5
Hoxa6	Hoxa6
Hoxa7	Hoxa7
Hoxa9	Hoxa9
Hoxaas2	Hoxaas2
Hoxaas3	Hoxaas3
Hoxb1	Hoxb1
Hoxb13	Hoxb13
Hoxb2	Hoxb2
Hoxb3	Hoxb3
Hoxb4	Hoxb4
Hoxb5	Hoxb5
Hoxb5os	Hoxb5os
Hoxb6	Hoxb6
Hoxb7	Hoxb7
Hoxb8	Hoxb8
Hoxb9	Hoxb9
Hoxc10	Hoxc10
Hoxc11	Hoxc11
Hoxc12	Hoxc12
Hoxc13	Hoxc13
Hoxc4	Hoxc4
Hoxc5	Hoxc5
Hoxc6	Hoxc6
Hoxc8	Hoxc8
Hoxc9	Hoxc9
Hoxd1	Hoxd1
Hoxd10	Hoxd10
Hoxd11	Hoxd11
Hoxd12	Hoxd12
Hoxd13	Hoxd13
Hoxd3	Hoxd3
Hoxd3os1	Hoxd3os1
Hoxd4	Hoxd4
Hoxd8	Hoxd8
Hoxd9	Hoxd9
Hp	Hp
Hp1bp3	Hp1bp3
Hpca	Hpca
Hpcal1	Hpcal1
Hpcal4	Hpcal4
Hpd	Hpd
Hpdl	Hpdl
Hpgd	Hpgd
Hpgds	Hpgds
Hpn	Hpn
Hprt	Hprt
Hps1	Hps1
Hps3	Hps3
Hps4	Hps4
Hps5	Hps5
Hps6	Hps6
Hpse	Hpse
Hpse2	Hpse2
Hpx	Hpx
Hpx	Trf
Hr	Hr
Hras	Hras
Hrasls	Plaat1
Hrasls5	Plaat5
Hrc	Hrc
Hrct1	Hrct1
Hrg	Hrg
Hrh1	Hrh1
Hrh2	Hrh2
Hrh3	Hrh3
Hrh4	Hrh4
Hrk	Hrk
Hrnr	Hrnr
Hrsp12	Rida
Hs1bp3	Hs1bp3
Hs2st1	Hs2st1
Hs3st1	Hs3st1
Hs3st2	Hs3st2
Hs3st3a1	Hs3st3a1
Hs3st3b1	Hs3st3b1
Hs3st4	Hs3st4
Hs3st5	Hs3st5
Hs3st6	Hs3st6
Hs6st1	Hs6st1
Hs6st2	Hs6st2
Hs6st3	Hs6st3
Hsbp1	Hsbp1
Hsbp1l1	Hsbp1l1
Hscb	Hscb
Hsd11b1	Hsd11b1
Hsd11b2	Hsd11b2
Hsd17b1	Hsd17b1
Hsd17b10	Hsd17b10
Hsd17b11	Hsd17b11
Hsd17b12	Hsd17b12
Hsd17b13	Hsd17b13
Hsd17b14	Hsd17b14
Hsd17b2	Hsd17b2
Hsd17b3	Hsd17b3
Hsd17b4	Hsd17b4
Hsd17b6	Hsd17b6
Hsd17b7	Hsd17b7
Hsd3b1	Hsd3b1
Hsd3b2	Hsd3b2
Hsd3b3	Hsd3b3
Hsd3b4	Hsd3b4
Hsd3b5	Hsd3b5
Hsd3b6	Hsd3b6
Hsd3b7	Hsd3b7
Hsdl1	Hsdl1
Hsdl2	Hsdl2
Hsf1	Hsf1
Hsf2	Hsf2
Hsf2bp	Hsf2bp
Hsf3	Hsf3
Hsf4	Hsf4
Hsf5	Hsf5
Hsfy2	Hsfy2
Hsh2d	Hsh2d
Hsp90aa1	Hsp90aa1
Hsp90ab1	Hsp90ab1
Hsp90b1	Hsp90b1
Hspa12a	Hspa12a
Hspa12b	Hspa12b
Hspa13	Hspa13
Hspa14	Hspa14
Hspa1a	Hspa1a
Hspa1b	Hspa1b
Hspa1l	Hspa1l
Hspa2	Hspa2
Hspa4	Hspa4
Hspa4l	Hspa4l
Hspa5	Hspa5
Hspa8	Hspa8
Hspa9	Hspa9
Hspb1	Hspb1
Hspb11	Ift25
Hspb2	Hspb2
Hspb3	Hspb3
Hspb6	Hspb6
Hspb7	Hspb7
Hspb8	Hspb8
Hspb9	Hspb9
Hspbap1	Hspbap1
Hspbp1	Hspbp1
Hspd1	Hspd1
Hspe1	Hspe1
Hspg2	Hspg2
Hsph1	Hsph1
Htatip2	Htatip2
Htatsf1	Htatsf1
Htr1a	Htr1a
Htr1b	Htr1b
Htr1d	Htr1d
Htr1f	Htr1f
Htr2a	Htr2a
Htr2b	Htr2b
Htr2c	Htr2c
Htr3a	Htr3a
Htr3b	Htr3b
Htr4	Htr4
Htr5a	Htr5a
Htr5b	Htr5b
Htr6	Htr6
Htr7	Htr7
Htra1	Htra1
Htra2	Htra2
Htra3	Htra3
Htra4	Htra4
Htt	Htt
Htt	Slc6a4
Hunk	Hunk
Hus1	Hus1
Hus1b	Hus1b
Huwe1	Huwe1
Hvcn1	Hvcn1
Hyal1	Hyal1
Hyal2	Hyal2
Hyal3	Hyal3
Hyal4	Hyal4
Hyal5	Hyal5
Hyal6	Hyal6
Hydin	Hydin
Hyi	Hyi
Hykk	Hykk
Hyls1	Hyls1
Hymai	Hymai
Hyou1	Hyou1
Hypk	Hypk
Hypm	H2ap
I730028E13Rik	I730028E13Rik
I730030J21Rik	I730030J21Rik
I830077J02Rik	I830077J02Rik
Iah1	Iah1
Iapp	Iapp
Iars	Iars
Iars2	Iars2
Iba57	Iba57
Ibsp	Ibsp
Ibtk	Ibtk
Ica1	Ica1
Ica1l	Ica1l
Icam1	Icam1
Icam2	Icam2
Icam4	Icam4
Icam5	Icam5
Ice1	Ice1
Ice2	Ice2
Ick	Cilk1
Icmt	Icmt
Icos	Icos
Icosl	Icosl
Ict1	Mrpl58
Id1	Id1
Id2	Id2
Id3	Id3
Id4	Id4
Ide	Ide
Idh1	Idh1
Idh2	Idh2
Idh3a	Idh3a
Idh3b	Idh3b
Idh3g	Idh3g
Idi1	Idi1
Idi2	Idi2
Idnk	Idnk
Ido1	Ido1
Ido2	Ido2
Ids	Ids
Idua	Idua
Ier2	Ier2
Ier3	Ier3
Ier3ip1	Ier3ip1
Ier5	Ier5
Ier5l	Ier5l
Iffo1	Iffo1
Iffo2	Iffo2
Ifi202b	Ifi202b
Ifi203	Ifi203
Ifi204	Ifi204
Ifi205	Ifi205
Ifi27	Ifi27
Ifi27	Ifi27l2a
Ifi27l2a	Ifi27l2a
Ifi27l2b	Ifi27l2b
Ifi30	Ifi30
Ifi35	Ifi35
Ifi44	Ifi44
Ifi44l	Ifi44l
Ifi47	Ifi47
Ifih1	Ifih1
Ifit1	Ifit1
Ifit1bl1	Ifit1bl1
Ifit1bl2	Ifit1bl2
Ifit2	Ifit2
Ifit3	Ifit3
Ifit3b	Ifit3b
Ifitm1	Ifitm1
Ifitm10	Ifitm10
Ifitm2	Ifitm2
Ifitm3	Ifitm3
Ifitm5	Ifitm5
Ifitm6	Ifitm6
Ifitm7	Ifitm7
Ifltd1	Lmntd1
Ifna1	Ifna1
Ifna11	Ifna11
Ifna12	Ifna12
Ifna13	Ifna13
Ifna14	Ifna14
Ifna15	Ifna15
Ifna16	Ifna16
Ifna2	Ifna2
Ifna4	Ifna4
Ifna5	Ifna5
Ifna6	Ifna6
Ifna7	Ifna7
Ifna9	Ifna9
Ifnab	Ifnab
Ifnar1	Ifnar1
Ifnar2	Ifnar2
Ifnb1	Ifnb1
Ifne	Ifne
Ifng	Ifng
Ifngr1	Ifngr1
Ifngr2	Ifngr2
Ifnk	Ifnk
Ifnl2	Ifnl2
Ifnl3	Ifnl3
Ifnlr1	Ifnlr1
Ifnz	Ifnz
Ifrd1	Ifrd1
Ifrd2	Ifrd2
Ift122	Ift122
Ift140	Ift140
Ift172	Ift172
Ift20	Ift20
Ift22	Ift22
Ift27	Ift27
Ift43	Ift43
Ift46	Ift46
Ift52	Ift52
Ift57	Ift57
Ift74	Ift74
Ift80	Ift80
Ift81	Ift81
Ift88	Ift88
Igbp1	Igbp1
Igbp1b	Igbp1b
Igdcc3	Igdcc3
Igdcc4	Igdcc4
Igf1	Igf1
Igf1r	Igf1r
Igf2	Igf2
Igf2bp1	Igf2bp1
Igf2bp2	Igf2bp2
Igf2bp3	Igf2bp3
Igf2os	Igf2os
Igf2r	Igf2r
Igfals	Igfals
Igfbp1	Igfbp1
Igfbp2	Igfbp2
Igfbp3	Igfbp3
Igfbp4	Igfbp4
Igfbp5	Igfbp5
Igfbp6	Igfbp6
Igfbp7	Igfbp7
Igfbpl1	Igfbpl1
Igfl3	Igfl3
Igflr1	Igflr1
Igfn1	Igfn1
Ighmbp2	Ighmbp2
Igip	Igip
Igll1	Igll1
Iglon5	Iglon5
Igsf1	Igsf1
Igsf10	Igsf10
Igsf11	Igsf11
Igsf21	Igsf21
Igsf23	Igsf23
Igsf3	Igsf3
Igsf5	Igsf5
Igsf6	Igsf6
Igsf8	Igsf8
Igsf9	Igsf9
Igsf9b	Igsf9b
Igtp	Igtp
Ihh	Ihh
Iigp1	Iigp1
Ik	Ik
Ikbip	Ikbip
Ikbkap	Elp1
Ikbkb	Ikbkb
Ikbke	Ikbke
Ikbkg	Ikbkg
Ikzf1	Ikzf1
Ikzf2	Ikzf2
Ikzf3	Ikzf3
Ikzf4	Ikzf4
Ikzf5	Ikzf5
Il10	Il10
Il10ra	Il10ra
Il10rb	Il10rb
Il11	Il11
Il11ra1	Il11ra1
Il11ra2	Il11ra2
Il12a	Il12a
Il12b	Il12b
Il12rb1	Il12rb1
Il12rb2	Il12rb2
Il13	Il13
Il13ra1	Il13ra1
Il13ra2	Il13ra2
Il15	Il15
Il15ra	Il15ra
Il16	Il16
Il17a	Il17a
Il17b	Il17b
Il17c	Il17c
Il17d	Il17d
Il17f	Il17f
Il17ra	Il17ra
Il17rb	Il17rb
Il17rc	Il17rc
Il17rd	Il17rd
Il17re	Il17re
Il18	Il18
Il18bp	Il18bp
Il18r1	Il18r1
Il18rap	Il18rap
Il19	Il19
Il1a	Il1a
Il1b	Il1b
Il1bos	Il1bos
Il1f10	Il1f10
Il1f5	Il36rn
Il1f6	Il36a
Il1f8	Il36b
Il1f9	Il36g
Il1r1	Il1r1
Il1r2	Il1r2
Il1rap	Il1rap
Il1rapl1	Il1rapl1
Il1rapl2	Il1rapl2
Il1rl1	Il1rl1
Il1rl2	Il1rl2
Il1rn	Il1rn
Il2	Il2
Il20	Il20
Il20ra	Il20ra
Il20rb	Il20rb
Il21	Il21
Il21r	Il21r
Il22	Il22
Il22ra1	Il22ra1
Il22ra2	Il22ra2
Il23a	Il23a
Il23r	Il23r
Il24	Il24
Il25	Il25
Il25	Mydgf
Il27	Il27
Il27ra	Il27ra
Il2ra	Il2ra
Il2rb	Il2rb
Il2rg	Il2rg
Il3	Il3
Il31	Il31
Il31ra	Il31ra
Il33	Il33
Il34	Il34
Il3ra	Il3ra
Il4	Il4
Il4i1	Il4i1
Il4ra	Il4ra
Il5	Il5
Il5ra	Il5ra
Il6	Il6
Il6ra	Il6ra
Il6st	Il6st
Il7	Il7
Il7r	Il7r
Il9	Il9
Il9r	Il9r
Ildr1	Ildr1
Ildr2	Ildr2
Ilf2	Ilf2
Ilf3	Ilf3
Ilk	Ilk
Ilkap	Ilkap
Iltifb	Il22b
Ilvbl	Ilvbl
Immp1l	Immp1l
Immp2l	Immp2l
Immt	Immt
Imp3	Imp3
Imp4	Imp4
Impa1	Impa1
Impa2	Impa2
Impact	Impact
Impad1	Bpnt2
Impdh1	Impdh1
Impdh2	Impdh2
Impg1	Impg1
Impg2	Impg2
Ina	Ina
Inadl	Patj
Inafm1	Inafm1
Inafm2	Inafm2
Inca1	Inca1
Incenp	Incenp
Inf2	Inf2
Ing1	Ing1
Ing2	Ing2
Ing3	Ing3
Ing4	Ing4
Ing5	Ing5
Inha	Inha
Inhba	Inhba
Inhbb	Inhbb
Inhbc	Inhbc
Inhbe	Inhbe
Inip	Inip
Inmt	Inmt
Ino80	Ino80
Ino80b	Ino80b
Ino80c	Ino80c
Ino80d	Ino80d
Ino80dos	Ino80dos
Ino80e	Ino80e
Inpp1	Inpp1
Inpp4a	Inpp4a
Inpp4b	Inpp4b
Inpp5a	Inpp5a
Inpp5b	Inpp5b
Inpp5d	Inpp5d
Inpp5e	Inpp5e
Inpp5f	Inpp5f
Inpp5j	Inpp5j
Inpp5k	Inpp5k
Inppl1	Inppl1
Ins1	Ins1
Ins2	Ins2
Insc	Insc
Insig1	Insig1
Insig2	Insig2
Insl3	Insl3
Insl5	Insl5
Insl6	Insl6
Insm1	Insm1
Insm2	Insm2
Insr	Insr
Insrr	Insrr
Ints1	Ints1
Ints10	Ints10
Ints12	Ints12
Ints2	Ints2
Ints3	Ints3
Ints4	Ints4
Ints5	Ints5
Ints6	Ints6
Ints7	Ints7
Ints8	Ints8
Ints9	Ints9
Intu	Intu
Invs	Invs
Ip6k1	Ip6k1
Ip6k2	Ip6k2
Ip6k3	Ip6k3
Ipcef1	Ipcef1
Ipmk	Ipmk
Ipo11	Ipo11
Ipo13	Ipo13
Ipo4	Ipo4
Ipo5	Ipo5
Ipo7	Ipo7
Ipo8	Ipo8
Ipo9	Ipo9
Ipp	Ipp
Ippk	Ippk
Ipw	Ipw
Iqca	Iqca
Iqcb1	Iqcb1
Iqcc	Iqcc
Iqcd	Iqcd
Iqce	Iqce
Iqcf1	Iqcf1
Iqcf3	Iqcf3
Iqcf4	Iqcf4
Iqcf5	Iqcf5
Iqcf6	Iqcf6
Iqcg	Iqcg
Iqch	Iqch
Iqcj	Iqcj
Iqck	Iqck
Iqgap1	Iqgap1
Iqgap2	Iqgap2
Iqgap3	Iqgap3
Iqsec1	Iqsec1
Iqsec2	Iqsec2
Iqsec3	Iqsec3
Iqub	Iqub
Irak1	Irak1
Irak1bp1	Irak1bp1
Irak2	Irak2
Irak3	Irak3
Irak4	Irak4
Ireb2	Ireb2
Irf1	Irf1
Irf2	Irf2
Irf2bp1	Irf2bp1
Irf2bp2	Irf2bp2
Irf2bpl	Irf2bpl
Irf3	Irf3
Irf4	Irf4
Irf5	Irf5
Irf6	Irf6
Irf7	Irf7
Irf8	Irf8
Irf9	Irf9
Irg1	Acod1
Irgc1	Irgc1
Irgm1	Irgm1
Irgm2	Irgm2
Irgq	Irgq
Irs1	Irs1
Irs2	Irs2
Irs3	Irs3
Irs4	Irs4
Irx1	Irx1
Irx2	Irx2
Irx3	Irx3
Irx4	Irx4
Irx5	Irx5
Irx6	Irx6
Isca1	Isca1
Isca2	Isca2
Iscu	Iscu
Isg15	Isg15
Isg20	Isg20
Isg20l2	Isg20l2
Isl1	Isl1
Isl2	Isl2
Islr	Islr
Islr2	Islr2
Ism1	Ism1
Ism2	Ism2
Isoc1	Isoc1
Isoc2a	Isoc2a
Isoc2b	Isoc2b
Ispd	Crppa
Israa	Israa
Ist1	Ist1
Isx	Isx
Isy1	Isy1
Isyna1	Isyna1
Itch	Itch
Itfg1	Itfg1
Itfg2	Itfg2
Itfg3	Fam234a
Itga1	Itga1
Itga10	Itga10
Itga11	Itga11
Itga2	Itga2
Itga2b	Itga2b
Itga3	Itga3
Itga4	Itga4
Itga5	Itga5
Itga6	Itga6
Itga7	Itga7
Itga8	Itga8
Itga9	Itga9
Itgad	Itgad
Itgae	Itgae
Itgal	Itgal
Itgam	Itgam
Itgav	Itgav
Itgax	Itgax
Itgb1	Itgb1
Itgb1bp1	Itgb1bp1
Itgb1bp2	Itgb1bp2
Itgb2	Itgb2
Itgb2l	Itgb2l
Itgb3	Itgb3
Itgb3bp	Itgb3bp
Itgb4	Itgb4
Itgb5	Itgb5
Itgb6	Itgb6
Itgb7	Itgb7
Itgb8	Itgb8
Itgbl1	Itgbl1
Itih1	Itih1
Itih2	Itih2
Itih3	Itih3
Itih4	Itih4
Itih5	Itih5
Itk	Itk
Itln1	Itln1
Itm2a	Itm2a
Itm2b	Itm2b
Itm2c	Itm2c
Itpa	Itpa
Itpk1	Itpk1
Itpka	Itpka
Itpkb	Itpkb
Itpkc	Itpkc
Itpr1	Itpr1
Itpr2	Itpr2
Itpr3	Itpr3
Itprip	Itprip
Itpripl1	Itpripl1
Itpripl2	Itpripl2
Itsn1	Itsn1
Itsn2	Itsn2
Ivd	Ivd
Ivl	Ivl
Ivns1abp	Ivns1abp
Iws1	Iws1
Iyd	Iyd
Izumo1	Izumo1
Izumo1r	Izumo1r
Izumo2	Izumo2
Izumo3	Izumo3
Izumo4	Izumo4
Jade1	Jade1
Jade2	Jade2
Jade3	Jade3
Jag1	Jag1
Jag2	Jag2
Jagn1	Jagn1
Jak1	Jak1
Jak2	Jak2
Jak3	Jak3
Jakmip1	Jakmip1
Jakmip2	Jakmip2
Jakmip3	Jakmip3
Jam2	Jam2
Jam3	Jam3
Jarid2	Jarid2
Jazf1	Jazf1
Jchain	Jchain
Jdp2	Jdp2
Jkamp	Jkamp
Jmjd1c	Jmjd1c
Jmjd4	Jmjd4
Jmjd6	Jmjd6
Jmjd7	Jmjd7
Jmjd8	Jmjd8
Jmy	Jmy
Josd1	Josd1
Josd2	Josd2
Jph1	Jph1
Jph2	Jph2
Jph3	Jph3
Jph4	Jph4
Jpx	Jpx
Jrk	Jrk
Jrkl	Jrkl
Jsrp1	Jsrp1
Jtb	Jtb
Jun	Jun
Junb	Junb
Jund	Jund
Jup	Jup
Kalrn	Kalrn
Kank1	Kank1
Kank2	Kank2
Kank3	Kank3
Kank4	Kank4
Kank4os	Kank4os
Kansl1	Kansl1
Kansl1l	Kansl1l
Kansl2	Kansl2
Kansl3	Kansl3
Kantr	Kantr
Kap	Kap
Kars	Kars
Kat2a	Kat2a
Kat2b	Kat2b
Kat5	Kat5
Kat6a	Kat6a
Kat6b	Kat6b
Kat7	Kat7
Kat8	Kat8
Katna1	Katna1
Katnal1	Katnal1
Katnal2	Katnal2
Katnb1	Katnb1
Katnbl1	Katnbl1
Kazald1	Kazald1
Kazn	Kazn
Kbtbd11	Kbtbd11
Kbtbd12	Kbtbd12
Kbtbd13	Kbtbd13
Kbtbd2	Kbtbd2
Kbtbd3	Kbtbd3
