"ID","Sets","N_Sets","Size"
"000011110000","MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h",4,1
"000011110010","MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h",5,1
"000011111000","MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h",5,1
"000100000110","aTC1_24h, PCCL3_24h, QGP1_6h",3,1
"000100000111","aTC1_24h, PCCL3_24h, QGP1_6h, QGP1_24h",4,1
"000100011001","aTC1_24h, GLUTag_24h, PCCL3_6h, QGP1_24h",4,1
"000100011100","aTC1_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h",4,1
"000100011110","aTC1_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",5,1
"000100100010","aTC1_24h, GLUTag_6h, QGP1_6h",3,1
"000100100100","aTC1_24h, GLUTag_6h, PCCL3_24h",3,1
"000100101110","aTC1_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h",5,1
"000100111110","aTC1_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",6,1
"000101000011","aTC1_24h, MGN3_24h, QGP1_6h, QGP1_24h",4,1
"000101001001","aTC1_24h, MGN3_24h, PCCL3_6h, QGP1_24h",4,1
"000101001010","aTC1_24h, MGN3_24h, PCCL3_6h, QGP1_6h",4,1
"000101001101","aTC1_24h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",5,1
"000101010001","aTC1_24h, MGN3_24h, GLUTag_24h, QGP1_24h",4,1
"000101010100","aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_24h",4,1
"000101100011","aTC1_24h, MGN3_24h, GLUTag_6h, QGP1_6h, QGP1_24h",5,1
"000101110000","aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h",4,1
"000110000000","aTC1_24h, MGN3_6h",2,1
"000111000001","aTC1_24h, MGN3_6h, MGN3_24h, QGP1_24h",4,1
"000111110011","aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h, QGP1_24h",7,1
"001000001001","aTC1_6h, PCCL3_6h, QGP1_24h",3,1
"001000011100","aTC1_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h",4,1
"001000011110","aTC1_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",5,1
"001000011111","aTC1_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",6,1
"001000101011","aTC1_6h, GLUTag_6h, PCCL3_6h, QGP1_6h, QGP1_24h",5,1
"001000101111","aTC1_6h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",6,1
"001000110010","aTC1_6h, GLUTag_6h, GLUTag_24h, QGP1_6h",4,1
"001001000010","aTC1_6h, MGN3_24h, QGP1_6h",3,1
"001001000100","aTC1_6h, MGN3_24h, PCCL3_24h",3,1
"001001000101","aTC1_6h, MGN3_24h, PCCL3_24h, QGP1_24h",4,1
"001001000110","aTC1_6h, MGN3_24h, PCCL3_24h, QGP1_6h",4,1
"001001001010","aTC1_6h, MGN3_24h, PCCL3_6h, QGP1_6h",4,1
"001001001110","aTC1_6h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",5,1
"001001010001","aTC1_6h, MGN3_24h, GLUTag_24h, QGP1_24h",4,1
"001001011111","aTC1_6h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",7,1
"001001100011","aTC1_6h, MGN3_24h, GLUTag_6h, QGP1_6h, QGP1_24h",5,1
"001001110000","aTC1_6h, MGN3_24h, GLUTag_6h, GLUTag_24h",4,1
"001001111110","aTC1_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",7,1
"001001111111","aTC1_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"001010000101","aTC1_6h, MGN3_6h, PCCL3_24h, QGP1_24h",4,1
"001010000110","aTC1_6h, MGN3_6h, PCCL3_24h, QGP1_6h",4,1
"001010010000","aTC1_6h, MGN3_6h, GLUTag_24h",3,1
"001010100100","aTC1_6h, MGN3_6h, GLUTag_6h, PCCL3_24h",4,1
"001011001000","aTC1_6h, MGN3_6h, MGN3_24h, PCCL3_6h",4,1
"001011001011","aTC1_6h, MGN3_6h, MGN3_24h, PCCL3_6h, QGP1_6h, QGP1_24h",6,1
"001011001100","aTC1_6h, MGN3_6h, MGN3_24h, PCCL3_6h, PCCL3_24h",5,1
"001011001111","aTC1_6h, MGN3_6h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",7,1
"001011010000","aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_24h",4,1
"001011100011","aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, QGP1_6h, QGP1_24h",6,1
"001011100101","aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_24h, QGP1_24h",6,1
"001011101000","aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h",5,1
"001011111010","aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, QGP1_6h",7,1
"001100000101","aTC1_6h, aTC1_24h, PCCL3_24h, QGP1_24h",4,1
"001100000111","aTC1_6h, aTC1_24h, PCCL3_24h, QGP1_6h, QGP1_24h",5,1
"001100001101","aTC1_6h, aTC1_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",5,1
"001100001110","aTC1_6h, aTC1_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",5,1
"001100011111","aTC1_6h, aTC1_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",7,1
"001100100010","aTC1_6h, aTC1_24h, GLUTag_6h, QGP1_6h",4,1
"001100101001","aTC1_6h, aTC1_24h, GLUTag_6h, PCCL3_6h, QGP1_24h",5,1
"001100101011","aTC1_6h, aTC1_24h, GLUTag_6h, PCCL3_6h, QGP1_6h, QGP1_24h",6,1
"001100101110","aTC1_6h, aTC1_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h",6,1
"001100110011","aTC1_6h, aTC1_24h, GLUTag_6h, GLUTag_24h, QGP1_6h, QGP1_24h",6,1
"001100111000","aTC1_6h, aTC1_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h",5,1
"001100111110","aTC1_6h, aTC1_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",7,1
"001101001001","aTC1_6h, aTC1_24h, MGN3_24h, PCCL3_6h, QGP1_24h",5,1
"001101001011","aTC1_6h, aTC1_24h, MGN3_24h, PCCL3_6h, QGP1_6h, QGP1_24h",6,1
"001101001100","aTC1_6h, aTC1_24h, MGN3_24h, PCCL3_6h, PCCL3_24h",5,1
"001101001110","aTC1_6h, aTC1_24h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",6,1
"001101010000","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h",4,1
"001101010001","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, QGP1_24h",5,1
"001101010010","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, QGP1_6h",5,1
"001101011100","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h",6,1
"001101011110","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",7,1
"001101100011","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, QGP1_6h, QGP1_24h",6,1
"001101101100","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h",6,1
"001101101110","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h",7,1
"001101110010","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h",6,1
"001101110011","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h, QGP1_24h",7,1
"001101110100","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_24h",6,1
"001101111100","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h",7,1
"001101111101","aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",8,1
"001110000010","aTC1_6h, aTC1_24h, MGN3_6h, QGP1_6h",4,1
"001110011100","aTC1_6h, aTC1_24h, MGN3_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h",6,1
"001110100000","aTC1_6h, aTC1_24h, MGN3_6h, GLUTag_6h",4,1
"001111000001","aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, QGP1_24h",5,1
"001111001011","aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, PCCL3_6h, QGP1_6h, QGP1_24h",7,1
"001111001100","aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, PCCL3_6h, PCCL3_24h",6,1
"001111001111","aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"001111010000","aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_24h",5,1
"001111011000","aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_24h, PCCL3_6h",6,1
"001111101011","aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, QGP1_6h, QGP1_24h",8,1
"001111101110","aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h",8,1
"010000010101","MIN6_24h, GLUTag_24h, PCCL3_24h, QGP1_24h",4,1
"010000010111","MIN6_24h, GLUTag_24h, PCCL3_24h, QGP1_6h, QGP1_24h",5,1
"010000011010","MIN6_24h, GLUTag_24h, PCCL3_6h, QGP1_6h",4,1
"010000011011","MIN6_24h, GLUTag_24h, PCCL3_6h, QGP1_6h, QGP1_24h",5,1
"010000100010","MIN6_24h, GLUTag_6h, QGP1_6h",3,1
"010000100101","MIN6_24h, GLUTag_6h, PCCL3_24h, QGP1_24h",4,1
"010000101011","MIN6_24h, GLUTag_6h, PCCL3_6h, QGP1_6h, QGP1_24h",5,1
"010000110001","MIN6_24h, GLUTag_6h, GLUTag_24h, QGP1_24h",4,1
"010000111000","MIN6_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h",4,1
"010000111100","MIN6_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h",5,1
"010001000111","MIN6_24h, MGN3_24h, PCCL3_24h, QGP1_6h, QGP1_24h",5,1
"010001001001","MIN6_24h, MGN3_24h, PCCL3_6h, QGP1_24h",4,1
"010001001010","MIN6_24h, MGN3_24h, PCCL3_6h, QGP1_6h",4,1
"010001001101","MIN6_24h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",5,1
"010001010001","MIN6_24h, MGN3_24h, GLUTag_24h, QGP1_24h",4,1
"010001010010","MIN6_24h, MGN3_24h, GLUTag_24h, QGP1_6h",4,1
"010001010100","MIN6_24h, MGN3_24h, GLUTag_24h, PCCL3_24h",4,1
"010001010111","MIN6_24h, MGN3_24h, GLUTag_24h, PCCL3_24h, QGP1_6h, QGP1_24h",6,1
"010001011010","MIN6_24h, MGN3_24h, GLUTag_24h, PCCL3_6h, QGP1_6h",5,1
"010001011100","MIN6_24h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h",5,1
"010001011101","MIN6_24h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",6,1
"010001011111","MIN6_24h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",7,1
"010001100001","MIN6_24h, MGN3_24h, GLUTag_6h, QGP1_24h",4,1
"010001101010","MIN6_24h, MGN3_24h, GLUTag_6h, PCCL3_6h, QGP1_6h",5,1
"010001101100","MIN6_24h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h",5,1
"010001101101","MIN6_24h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_24h",6,1
"010001101111","MIN6_24h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",7,1
"010001110011","MIN6_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h, QGP1_24h",6,1
"010001111100","MIN6_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h",6,1
"010010000100","MIN6_24h, MGN3_6h, PCCL3_24h",3,1
"010010100000","MIN6_24h, MGN3_6h, GLUTag_6h",3,1
"010011001100","MIN6_24h, MGN3_6h, MGN3_24h, PCCL3_6h, PCCL3_24h",5,1
"010011001101","MIN6_24h, MGN3_6h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",6,1
"010011010001","MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_24h, QGP1_24h",5,1
"010011011001","MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_24h, PCCL3_6h, QGP1_24h",6,1
"010011100000","MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_6h",4,1
"010011110000","MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h",5,1
"010011111111","MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",9,1
"010100000101","MIN6_24h, aTC1_24h, PCCL3_24h, QGP1_24h",4,1
"010100000110","MIN6_24h, aTC1_24h, PCCL3_24h, QGP1_6h",4,1
"010100001010","MIN6_24h, aTC1_24h, PCCL3_6h, QGP1_6h",4,1
"010100001011","MIN6_24h, aTC1_24h, PCCL3_6h, QGP1_6h, QGP1_24h",5,1
"010100001111","MIN6_24h, aTC1_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",6,1
"010100010010","MIN6_24h, aTC1_24h, GLUTag_24h, QGP1_6h",4,1
"010100010011","MIN6_24h, aTC1_24h, GLUTag_24h, QGP1_6h, QGP1_24h",5,1
"010100010101","MIN6_24h, aTC1_24h, GLUTag_24h, PCCL3_24h, QGP1_24h",5,1
"010100011000","MIN6_24h, aTC1_24h, GLUTag_24h, PCCL3_6h",4,1
"010100100011","MIN6_24h, aTC1_24h, GLUTag_6h, QGP1_6h, QGP1_24h",5,1
"010100100100","MIN6_24h, aTC1_24h, GLUTag_6h, PCCL3_24h",4,1
"010100110010","MIN6_24h, aTC1_24h, GLUTag_6h, GLUTag_24h, QGP1_6h",5,1
"010101001111","MIN6_24h, aTC1_24h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",7,1
"010101010011","MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_24h, QGP1_6h, QGP1_24h",6,1
"010101011100","MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h",6,1
"010101011101","MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",7,1
"010101101010","MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_6h, PCCL3_6h, QGP1_6h",6,1
"010101110000","MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h",5,1
"010101110010","MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h",6,1
"010101110011","MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h, QGP1_24h",7,1
"010110000011","MIN6_24h, aTC1_24h, MGN3_6h, QGP1_6h, QGP1_24h",5,1
"010111000000","MIN6_24h, aTC1_24h, MGN3_6h, MGN3_24h",4,1
"010111000011","MIN6_24h, aTC1_24h, MGN3_6h, MGN3_24h, QGP1_6h, QGP1_24h",6,1
"011000000100","MIN6_24h, aTC1_6h, PCCL3_24h",3,1
"011000000111","MIN6_24h, aTC1_6h, PCCL3_24h, QGP1_6h, QGP1_24h",5,1
"011000001001","MIN6_24h, aTC1_6h, PCCL3_6h, QGP1_24h",4,1
"011000001110","MIN6_24h, aTC1_6h, PCCL3_6h, PCCL3_24h, QGP1_6h",5,1
"011000001111","MIN6_24h, aTC1_6h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",6,1
"011000010000","MIN6_24h, aTC1_6h, GLUTag_24h",3,1
"011000011010","MIN6_24h, aTC1_6h, GLUTag_24h, PCCL3_6h, QGP1_6h",5,1
"011000011110","MIN6_24h, aTC1_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",6,1
"011000100001","MIN6_24h, aTC1_6h, GLUTag_6h, QGP1_24h",4,1
"011000101010","MIN6_24h, aTC1_6h, GLUTag_6h, PCCL3_6h, QGP1_6h",5,1
"011000101110","MIN6_24h, aTC1_6h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h",6,1
"011000110000","MIN6_24h, aTC1_6h, GLUTag_6h, GLUTag_24h",4,1
"011000110011","MIN6_24h, aTC1_6h, GLUTag_6h, GLUTag_24h, QGP1_6h, QGP1_24h",6,1
"011000111000","MIN6_24h, aTC1_6h, GLUTag_6h, GLUTag_24h, PCCL3_6h",5,1
"011000111110","MIN6_24h, aTC1_6h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",7,1
"011001000010","MIN6_24h, aTC1_6h, MGN3_24h, QGP1_6h",4,1
"011001001100","MIN6_24h, aTC1_6h, MGN3_24h, PCCL3_6h, PCCL3_24h",5,1
"011001010000","MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_24h",4,1
"011001010001","MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_24h, QGP1_24h",5,1
"011001010011","MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_24h, QGP1_6h, QGP1_24h",6,1
"011001010101","MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_24h, PCCL3_24h, QGP1_24h",6,1
"011001011000","MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_24h, PCCL3_6h",5,1
"011001100000","MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_6h",4,1
"011001101111","MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"011001111100","MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h",7,1
"011010001000","MIN6_24h, aTC1_6h, MGN3_6h, PCCL3_6h",4,1
"011010010000","MIN6_24h, aTC1_6h, MGN3_6h, GLUTag_24h",4,1
"011010100100","MIN6_24h, aTC1_6h, MGN3_6h, GLUTag_6h, PCCL3_24h",5,1
"011011000001","MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, QGP1_24h",5,1
"011011000011","MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, QGP1_6h, QGP1_24h",6,1
"011011001111","MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"011011100000","MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h",5,1
"011011110000","MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h",6,1
"011011111000","MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h",7,1
"011011111110","MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",9,1
"011011111111","MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",10,1
"011100000111","MIN6_24h, aTC1_6h, aTC1_24h, PCCL3_24h, QGP1_6h, QGP1_24h",6,1
"011100001101","MIN6_24h, aTC1_6h, aTC1_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",6,1
"011100010001","MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_24h, QGP1_24h",5,1
"011100011100","MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h",6,1
"011100011111","MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"011100100011","MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_6h, QGP1_6h, QGP1_24h",6,1
"011100110111","MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_6h, GLUTag_24h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"011100111110","MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",8,1
"011101001101","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",7,1
"011101001111","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"011101010011","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, QGP1_6h, QGP1_24h",7,1
"011101010101","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_24h, QGP1_24h",7,1
"011101100001","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, QGP1_24h",6,1
"011101100110","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, PCCL3_24h, QGP1_6h",7,1
"011101110000","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h",6,1
"011101110010","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h",7,1
"011101111010","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, QGP1_6h",8,1
"011101111101","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",9,1
"011110000100","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, PCCL3_24h",5,1
"011110100000","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, GLUTag_6h",5,1
"011110101000","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, GLUTag_6h, PCCL3_6h",6,1
"011111000010","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, QGP1_6h",6,1
"011111000011","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, QGP1_6h, QGP1_24h",7,1
"011111010010","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_24h, QGP1_6h",7,1
"011111010101","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_24h, PCCL3_24h, QGP1_24h",8,1
"011111011100","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h",8,1
"011111101101","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_24h",9,1
"011111110001","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_24h",8,1
"011111111000","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h",8,1
"011111111011","MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, QGP1_6h, QGP1_24h",10,1
"100000000101","MIN6_6h, PCCL3_24h, QGP1_24h",3,1
"100000010010","MIN6_6h, GLUTag_24h, QGP1_6h",3,1
"100000010011","MIN6_6h, GLUTag_24h, QGP1_6h, QGP1_24h",4,1
"100000011011","MIN6_6h, GLUTag_24h, PCCL3_6h, QGP1_6h, QGP1_24h",5,1
"100000011101","MIN6_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",5,1
"100000100110","MIN6_6h, GLUTag_6h, PCCL3_24h, QGP1_6h",4,1
"100000101111","MIN6_6h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",6,1
"100000110010","MIN6_6h, GLUTag_6h, GLUTag_24h, QGP1_6h",4,1
"100000110011","MIN6_6h, GLUTag_6h, GLUTag_24h, QGP1_6h, QGP1_24h",5,1
"100000110100","MIN6_6h, GLUTag_6h, GLUTag_24h, PCCL3_24h",4,1
"100000111000","MIN6_6h, GLUTag_6h, GLUTag_24h, PCCL3_6h",4,1
"100000111001","MIN6_6h, GLUTag_6h, GLUTag_24h, PCCL3_6h, QGP1_24h",5,1
"100001001110","MIN6_6h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",5,1
"100001010011","MIN6_6h, MGN3_24h, GLUTag_24h, QGP1_6h, QGP1_24h",5,1
"100001011001","MIN6_6h, MGN3_24h, GLUTag_24h, PCCL3_6h, QGP1_24h",5,1
"100001100010","MIN6_6h, MGN3_24h, GLUTag_6h, QGP1_6h",4,1
"100001110010","MIN6_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h",5,1
"100001110011","MIN6_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h, QGP1_24h",6,1
"100010000110","MIN6_6h, MGN3_6h, PCCL3_24h, QGP1_6h",4,1
"100010001100","MIN6_6h, MGN3_6h, PCCL3_6h, PCCL3_24h",4,1
"100010100011","MIN6_6h, MGN3_6h, GLUTag_6h, QGP1_6h, QGP1_24h",5,1
"100010101001","MIN6_6h, MGN3_6h, GLUTag_6h, PCCL3_6h, QGP1_24h",5,1
"100010101100","MIN6_6h, MGN3_6h, GLUTag_6h, PCCL3_6h, PCCL3_24h",5,1
"100011000100","MIN6_6h, MGN3_6h, MGN3_24h, PCCL3_24h",4,1
"100011001000","MIN6_6h, MGN3_6h, MGN3_24h, PCCL3_6h",4,1
"100011001100","MIN6_6h, MGN3_6h, MGN3_24h, PCCL3_6h, PCCL3_24h",5,1
"100011001110","MIN6_6h, MGN3_6h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",6,1
"100011001111","MIN6_6h, MGN3_6h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",7,1
"100011010000","MIN6_6h, MGN3_6h, MGN3_24h, GLUTag_24h",4,1
"100011100000","MIN6_6h, MGN3_6h, MGN3_24h, GLUTag_6h",4,1
"100011101101","MIN6_6h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_24h",7,1
"100011110000","MIN6_6h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h",5,1
"100100000010","MIN6_6h, aTC1_24h, QGP1_6h",3,1
"100100000100","MIN6_6h, aTC1_24h, PCCL3_24h",3,1
"100100001000","MIN6_6h, aTC1_24h, PCCL3_6h",3,1
