gene_symbol	dmso_24h_n_1	dmso_24h_n_2	dmso_24h_n_3	thapsigargin_6h_n_1	thapsigargin_6h_n_2	thapsigargin_6h_n_3	thapsigargin_24h_n_1	thapsigargin_24h_n_2	thapsigargin_24h_n_3
Slco5a1	5.2163829011119	4.20656505500947	5.93322445440088	6.19287657506199	5.3706684727158	7.85096196122985	5.86163322959343	4.52382087779869	4.28701245884776
Prdm14	0.0748763516791058	0.0975774003758028	0.0263883654509723	0.0912883359338348	2.07878974649111	1.3436454708363	0.132870372467602	0	0.153226002313586
Ncoa2	55.2392090972436	50.4238465409043	53.7418588683697	72.0641317780263	62.1967641619541	57.5534343256049	59.2755175574677	59.0660221680056	51.6282422932076
Tram1	622.66182659186	581.391631640253	549.074259804617	610.691505417489	591.962468857949	545.501505403192	869.210905981276	846.421702373366	850.386454696062
Lactb2	65.1296886482153	58.1593237371068	66.0680485433939	89.5661938127046	87.4102996646179	81.5034042029269	100.821968214865	99.0729724284274	90.2223040718742
Xkr9	0.134409401110364	0.0656848907514166	0	0.0819351523282913	0.335844349697909	0	0.071554075972688	0	0
Gm5523	0.155947293095519	0.101613734608216	0.164879594251497	0.253505386962714	3.46364775110133	1.09939184637589	0.166039940148671	0.067670664260446	0.0531880888887723
Eya1	124.908218632473	111.951090428744	123.999700559622	106.4153769657	106.639895009325	89.3498836293027	79.8808789619046	76.2418664167392	73.8850493420704
Msc	0	0	0	0	3.64167157989264	1.88422269641487	0.0802639198156069	0	0
Trpa1	0.637617011178724	0.385788950183901	0.33706912125306	0.684830263337872	1.21386106970335	0.467018224037869	0.630390905772048	0.158104578004701	0.528137884743544
Kcnb2	12.1049349685813	9.17423306481125	10.2979092597255	15.0257093163982	13.8894949702527	14.2501695582578	21.6752647428963	21.5663437085671	16.0028623027212
Terf1	36.0115854554304	28.6151534780636	36.1735506638585	50.6541319505126	50.1003360717338	35.1677154898609	36.4585053765601	36.330016538872	35.8833160269642
Sbspon	0	0.0460367902428051	0	0	1.88307486904854	0.0452806288453748	0.0501503458236525	0	0
