Geneid	KRS7_19_GLUTag_1_DMSO	KRS7_22_GLUTag_2_DMSO	KRS7_25_GLUTag_3_DMSO	KRS7_20_GLUTag_1_Tg6h	KRS7_23_GLUTag_2_Tg6h	KRS7_26_GLUTag_3_Tg6h	KRS7_21_GLUTag_1_Tg24h	KRS7_24_GLUTag_2_Tg24h	KRS7_27_GLUTag_3_Tg24h
Slco5a1	0.670048066841722	0.454698151280156	0.927454137248505	1.11701642411658	0.570225819179679	1.10452228639886	0.614604486755768	0.609020890436596	0.578967051679715
Prdm14	0	0	0	0	0	0	0	0	0
Ncoa2	51.6358353726337	45.1301372010834	51.249066856295	75.0573854403333	61.6941053781266	76.0938255072413	54.9435777572849	65.3726288624509	60.7669333427051
Tram1	170.400467160735	188.103376571937	188.897586438708	262.501940242201	226.989429708361	269.009675442396	272.911772776826	317.561228789369	333.097940938679
Lactb2	3.52417972696429	3.40861311771882	3.84700168734828	8.37476363677088	5.04045245066505	6.86175316412941	3.88381927769932	4.82114534525069	3.78176233047253
Xkr9	0.184291658452222	0.0948740829671842	0	0.175558244682888	0.267703345471684	0.0726455567418161	0	0.131612324370363	0.175164564701741
Gm5523	0.0497469233860491	0.102439660619013	0.0265766683161567	0	0.0321167675899423	0	0.0257403275141314	0.0710537663191051	0
Eya1	7.99789034224396	9.56518795032214	7.12750671864742	14.8385127183805	10.5974999466504	11.7295928084402	10.1198909253756	9.87702219608782	9.79934148181236
Msc	0.0548498164872961	0.141184524678301	0	0	0.0442640139472298	0.0432422768276196	0.0283806946113364	0.0783422527075734	0.0312800187799874
Trpa1	0.732331395393726	0.377007131790887	0.391238839874576	0.658869829089114	0.288930530619864	0.320751371221362	0.589441922714907	0.581106889461348	0.278424994747804
Kcnb2	1.78632562357594	2.11314081432371	2.4771762648579	1.81029072335821	2.02433470507825	3.56568607674414	2.8122028826766	3.12141484286644	3.49686368675865
Terf1	7.93681006041929	8.96155013200683	9.36022983315255	14.6445140470911	13.8447826507447	12.5271113341847	8.58105627655494	10.3674759728764	8.69333239576343
Sbspon	0	0	0	0.0678502664817722	0	0	0	0	0
4930444P10Rik	0.536480000799138	0.276182050416828	0.716519237222246	0.638820877995598	0.432941434604124	0.211473968307725	0.693971103408172	0.446983207066728	0.407928548043461
Rpl7	105.071509604615	121.544352598886	99.3469099314008	69.3132728226631	97.4583027937848	69.6094138607327	116.049080587434	92.9058394841309	117.072713522207
Rdh10	7.66859934293329	8.88897509973444	8.64303779258623	12.2538694579478	11.6744742958516	15.0558413012569	12.1085832555833	14.0623629460115	13.4114102276115
Stau2	28.5418567545958	31.1379583935663	30.1012269636108	48.9547992180951	39.1448264595561	43.837535635612	43.1953205339628	45.0965863979828	45.4574955207844
Ube2w	50.0654899141495	55.6193603729699	54.6566238468275	47.4510112968975	57.1732348854083	58.8052185063043	58.1927551373956	60.1606444932225	62.096259705773
