genes	logFC_TgvDMSO_6h_QGP1	logCPM_TgvDMSO_6h_QGP1	F_TgvDMSO_6h_QGP1	PValue_TgvDMSO_6h_QGP1	FDR_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	logCPM_TgvDMSO_24h_QGP1	F_TgvDMSO_24h_QGP1	PValue_TgvDMSO_24h_QGP1	FDR_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	logCPM_Tg_24hv6h_QGP1	F_Tg_24hv6h_QGP1	PValue_Tg_24hv6h_QGP1	FDR_Tg_24hv6h_QGP1
YWHAB	0.192897673961448	8.22780755241148	1.97970339088495	0.187958984356036	0.378810359494863	-0.106810988633031	8.22780755241148	0.607509719587081	0.452717719723624	0.619758220082865	-0.299708662594479	8.22780755241148	4.77447771728538	0.0522148702774136	0.223782466111373
PCNX2	0.24279376765384	5.394507390363	1.97948868152908	0.18798127891124	0.378810359494863	0.701908793217158	5.394507390363	16.678397759772	0.00193647912580895	0.0144291800422051	0.459115025563318	5.394507390363	7.163181700053	0.0221156869714054	0.14234496372366
HDAC4	0.234886455164778	5.22338756172525	1.97840408580939	0.188092614711602	0.378981557215551	0.162378420988798	5.22338756172525	0.951617076745565	0.350968686672891	0.527849262221813	-0.0725080341759802	5.22338756172525	0.189474339764499	0.672053672808579	0.83895751334446
KIF1C	-0.229955196803398	6.33210683351475	1.97804647235731	0.188129085662713	0.379001885378003	0.0431870154491308	6.33210683351475	0.0703667991903372	0.795873084256674	0.882076472604583	0.273142212252528	6.33210683351475	2.79347709810896	0.123767429229942	0.354898780103263
JCAD	0.328425888716386	2.43822032048643	1.97786352881864	0.188157288354758	0.379005553071292	0.747052500942901	2.43822032048643	11.0443590289468	0.00709874732575239	0.0366704797129661	0.418626612226515	2.43822032048643	3.48934350113708	0.0895411893386164	0.297224234329744
HECTD4	-0.259567923536776	6.81842561936872	1.9756076081452	0.188379799887261	0.379400561500125	-0.192176275391629	6.81842561936872	1.08693391515575	0.320264538378535	0.497611979055379	0.067391648145147	6.81842561936872	0.133238496542879	0.722250266815446	0.865630628242062
SPC25	-0.755493631612679	1.57585955661549	1.97569394895397	0.188429594743656	0.379447653222227	-2.07926408829683	1.57585955661549	12.607956120435	0.00479856349664523	0.0276963291252734	-1.32377045668415	1.57585955661549	4.35069374383175	0.0619800439874125	0.244953318273224
SIRT5	-0.280276179642088	3.41105425091235	1.97465640813808	0.188480688477705	0.379497346975573	-0.112456795795947	3.41105425091235	0.329197281133277	0.578061399793257	0.723592415287899	0.167819383846141	3.41105425091235	0.706452542333879	0.419115939598638	0.662451269476733
AMMECR1	-0.328387755292702	6.12484328520617	1.97349178650697	0.188597680434177	0.379647923870894	-0.910768638072471	6.12484328520617	14.9683256255428	0.00277798524185738	0.018771653802692	-0.582380882779769	6.12484328520617	6.13127094583243	0.0314516635020519	0.172653648402934
PPM1H	0.245604588071882	6.37089006569325	1.9733883987331	0.188608327486188	0.379647923870894	0.415539111628446	6.37089006569325	5.66639009574983	0.0371886391443593	0.113701712497384	0.169934523556564	6.37089006569325	0.948842056776698	0.351642793324423	0.608025495176007
SFTPD	-0.783012729178025	-0.562692899488315	1.97510043385975	0.18866616661659	0.37966951720142	-1.06486756932272	-0.562692899488315	3.67336368813761	0.0827570534811945	0.196868327589144	-0.281854840144692	-0.562692899488315	0.193301813201008	0.669053029837609	0.836661608435485
EME2	-0.472754200620059	1.43237634315121	1.97280615898625	0.188701584156768	0.37966951720142	-0.324857149046585	1.43237634315121	1.01157605326943	0.336880133222608	0.51511518521746	0.147897051573474	1.43237634315121	0.183065771269884	0.677294324645039	0.841793829942981
CERK	-0.224401430942277	6.80044807821188	1.97228604316656	0.188721969527266	0.37966951720142	-0.241126133499063	6.80044807821188	2.28318329927654	0.159902476622016	0.311691091695511	-0.0167247025567855	6.80044807821188	0.0109519476563936	0.918599237504692	0.967444815940476
ACP6	-0.450742672500737	4.40927806680955	1.97226936444952	0.188724768365261	0.37966951720142	0.487178949578036	4.40927806680955	2.39984842343355	0.150564650716056	0.299918437629904	0.937921622078774	4.40927806680955	8.58016210293612	0.0141645490217744	0.113743941445954
CYB5R4	0.363052910168852	5.48729154924208	1.97083435664197	0.188871808149938	0.379912124878467	-0.0559422561726635	5.48729154924208	0.0469831870036333	0.832498973385611	0.90692957091512	-0.418995166341516	5.48729154924208	2.62954993260774	0.134124001127688	0.369690214927162
FBXO2	-0.509822592625936	1.090794256362	1.97030723010566	0.188983945469229	0.380084468796155	-0.363638229580792	1.090794256362	1.0872803045658	0.320237819993746	0.497611979055379	0.146184363045144	1.090794256362	0.151403965631336	0.704888282235661	0.856792035078899
C7orf13	-0.374417747438967	2.61034788273766	1.96914268611135	0.189055355809121	0.380174865839001	0.645757028788046	2.61034788273766	6.66696249818768	0.0261186670050286	0.0883043880757185	1.02017477622701	2.61034788273766	15.3149154669898	0.00257829920695649	0.0458916008954659
VWA5A	-0.244636353481149	7.98334613791462	1.96793918194515	0.189170983156524	0.380354141921152	0.605103555598207	7.98334613791462	12.0161163589649	0.0055335181689627	0.0305748161597377	0.849739909079356	7.98334613791462	23.4876319385167	0.000565301774686862	0.0189423692332957
KIAA1549	-0.211303379111888	7.09999757184764	1.9666702840974	0.18930232366134	0.380564956859615	-0.291191081049175	7.09999757184764	3.74095767950279	0.0801237054596497	0.193000863955957	-0.0798877019372869	7.09999757184764	0.281099031568155	0.606870417459944	0.798143602696034
LOC100132077	-0.544752167039085	1.32370886453164	1.96670039489541	0.18934228938054	0.380592042708946	-0.354082989451969	1.32370886453164	0.924337440848732	0.357714129232727	0.534135867431386	0.190669177587116	1.32370886453164	0.231524990918145	0.640154199671537	0.819575370508983
SRSF2	-0.239981230935695	7.11427755097106	1.96517780850871	0.189456956667254	0.380702256672336	-1.27971368952188	7.11427755097106	54.0344184036108	1.74324020017534e-05	0.000600613129824525	-1.03973245858618	7.11427755097106	35.9222373992049	0.000103410032557879	0.00821962426304143
ZNF285	-0.362942254546843	3.09738667069796	1.96512517869878	0.189466531905513	0.380702256672336	0.0387461305768502	3.09738667069796	0.0239634772914796	0.879876085396659	0.936041161345409	0.401688385123693	3.09738667069796	2.42882500399089	0.14835732185101	0.388356648271067
LINC02085	-0.68660633641992	0.325567891693273	1.96703827474135	0.189491160465654	0.380702256672336	-0.764987220530584	0.325567891693273	2.61847057282085	0.135097598988905	0.277021425503084	-0.0783808841106643	0.325567891693273	0.0216305183032259	0.885846482334328	0.952478898676368
TMEM2	0.184228638886633	7.09740312488621	1.96473253314932	0.18950312108199	0.380702256672336	-0.440810914286246	7.09740312488621	11.1995364374484	0.00681376902735773	0.0356729613145121	-0.625039553172879	7.09740312488621	22.4208818869261	0.000673281032538851	0.020800764114953
TTC13	-0.479895116698227	5.1920814851178	1.96333370097202	0.18964852243734	0.3809032975808	-0.349461165474834	5.1920814851178	1.05950513241445	0.326162736790713	0.503454805709185	0.130433951223393	5.1920814851178	0.145247158190568	0.71062045140814	0.859636857199199
NDUFAF4	0.251783839437997	4.26600344355188	1.96289894593032	0.189694627700759	0.3809032975808	0.142335228907737	4.26600344355188	0.633174747287534	0.443586803240552	0.611724723984687	-0.10944861053026	4.26600344355188	0.373732586299123	0.55381568458388	0.763836033480416
SEPT5	0.64383381188086	0.428882328203576	1.96450616786232	0.189707159775154	0.3809032975808	-0.384795851391628	0.428882328203576	0.598803304165297	0.455994291043109	0.623174846377978	-1.02862966327249	0.428882328203576	4.54279867639896	0.0574356033854934	0.235412233448216
ZNF662	-0.368561896002032	1.92645074042969	1.96291607497334	0.189709250604944	0.3809032975808	0.173377827913146	1.92645074042969	0.492268448733813	0.497988214967857	0.659607108263714	0.541939723915178	1.92645074042969	4.34965269776739	0.0619685364071079	0.244953318273224
BBS1	-0.3119172081902	3.97146199354579	1.96240931979767	0.189745884623241	0.380923613540732	0.104653397077622	3.97146199354579	0.229354639177103	0.641695216759987	0.772918041751822	0.416570605267822	3.97146199354579	3.52435434712473	0.0881452598576042	0.294624198025673
RBMS2	0.26808468044496	4.84207793640107	1.96124385522035	0.189865950247355	0.381106754281524	-0.248982932383177	4.84207793640107	1.68846201268429	0.221257554875901	0.387254633692397	-0.517067612828138	4.84207793640107	7.25859415473342	0.0214343071019629	0.140157148760491
LINC01572	-0.437999007704939	1.84966633708837	1.9611928881776	0.189890167558621	0.381106754281524	-1.06189857117222	1.84966633708837	11.2239178893351	0.00677710682430209	0.035519852841271	-0.623899563467282	1.84966633708837	3.48117116926238	0.089879286592799	0.297428109054418
TRMT112	0.48317171334657	5.15922762662852	1.96011169499511	0.189983355497304	0.381240520334442	0.5580960719546	5.15922762662852	2.62818860227931	0.134214758954681	0.275565131791188	0.0749243586080302	5.15922762662852	0.047771488628439	0.831123699699843	0.925661026813563
POLR3E	0.21308608670061	5.6404556561497	1.95847427608862	0.190153566837259	0.381528790668166	0.219507016952109	5.6404556561497	2.09141770491421	0.176939452455218	0.334066523061068	0.00642093025149909	5.6404556561497	0.00178965100712785	0.967039669987623	0.987458338249002
ADCY7	-0.316373132022792	4.02268927536598	1.95504325061928	0.190513022993763	0.382196632918363	0.383583698319581	4.02268927536598	3.01264357760173	0.111447445797728	0.242308459465187	0.699956830342373	4.02268927536598	9.66145701900598	0.0103370898064573	0.0948292670239883
ETV4	-0.292669323329898	5.73671273483031	1.95054127971152	0.190982237244497	0.383046019920902	-0.174175785473859	5.73671273483031	0.697353604376742	0.422032129454378	0.592486423506459	0.118493537856039	5.73671273483031	0.319498163838833	0.583632793482556	0.783082909420977
RNF145	-0.249172164084979	5.68714978357109	1.95047064710456	0.190989742495714	0.383046019920902	0.136211360032859	5.68714978357109	0.590476578275976	0.458953507164542	0.625612115373926	0.385383524117838	5.68714978357109	4.66734919852497	0.0544824246396789	0.228523945218577
MAPRE1	0.204242988769697	7.32401220895318	1.94837857676344	0.191208940786928	0.383299964432713	-0.278453018683722	7.32401220895318	3.61764074619502	0.0845730831512358	0.199930378895944	-0.482696007453419	7.32401220895318	10.830169668554	0.00750782615469842	0.0800928742288702
MBIP	-0.245231211546418	4.92377742962273	1.9482739738229	0.191220628317	0.383299964432713	-0.762195384360435	4.92377742962273	18.6284568317716	0.00132017014501716	0.0112288717011939	-0.516964172814017	4.92377742962273	8.49954759069831	0.0145127886779174	0.115763865711806
ITPKA	-0.996778410268061	0.0906859089769905	1.94521509089518	0.191223007119044	0.383299964432713	1.25512529713143	0.0906859089769905	5.96946885277121	0.0330789933230305	0.104396489033097	2.25190370739949	0.0906859089769905	12.9292339556369	0.00434744269240429	0.0608726722408188
LINC01144	-0.637426905503542	-0.580701743218489	1.94955986375243	0.191223085416208	0.383299964432713	-0.227338045720893	-0.580701743218489	0.305392930312852	0.591998423795993	0.733877857422501	0.410088859782649	-0.580701743218489	0.751112079373677	0.405340503975614	0.65229113387146
HMGCLL1	-0.467777275058246	1.30460160660744	1.94836426746867	0.191299475819569	0.383349767592738	-1.93039858608474	1.30460160660744	26.8727089126124	0.000339878444133596	0.00432862919186458	-1.46262131102649	1.30460160660744	13.5932715052334	0.00380608185359535	0.0564274219904549
SALL4	-0.721847239346555	-0.396073583172526	1.94892143236833	0.191301300561906	0.383349767592738	-0.00487300818415923	-0.396073583172526	0.000114844924293308	0.991648947708658	0.995619567159047	0.716974231162396	-0.396073583172526	1.90003433132158	0.196519192514924	0.452374265839809
RBM15B	-0.198959357558998	5.93693558063515	1.94633398299117	0.191423639450525	0.383541423200312	-0.0616038333413013	5.93693558063515	0.188082523820018	0.673180464659774	0.795566843970246	0.137355524217697	5.93693558063515	0.928877077531485	0.356551470185755	0.612119792147295
POLR2C	0.360545219122399	6.06414583076956	1.94565305181016	0.191495200743009	0.383631300219504	0.299091665343107	6.06414583076956	1.34382033988951	0.27171939160741	0.44546292327901	-0.0614535537792917	6.06414583076956	0.0568148215377694	0.816131789024658	0.917653138933994
OSBPL8	0.322287970070033	6.46131378632241	1.94385099075139	0.191684757466041	0.38395750498566	-0.217548324996777	6.46131378632241	0.886218607600284	0.367389631206898	0.543219374425515	-0.53983629506681	6.46131378632241	5.43240494690796	0.0405546549316442	0.195113252762224
EIF5A2	-0.451765152771584	2.44779071063404	1.9432158209637	0.191766628260734	0.384067946688094	-1.96037854236833	2.44779071063404	31.2872367799737	0.000183450595428564	0.00286151059058279	-1.50861338959675	2.44779071063404	17.3929795743191	0.00167921313574603	0.0357386309750036
DHX36	0.380862576673807	6.2896756052323	1.94172194233954	0.191909041033717	0.384299593461163	0.204498382985075	6.2896756052323	0.562741276910456	0.469423857556111	0.635004061925715	-0.176364193688731	6.2896756052323	0.418996721854825	0.531157401520512	0.749347660831157
ZNF792	-0.304056275865776	2.91798936572587	1.94058242183419	0.19203399746952	0.384495909135015	-0.308581465463652	2.91798936572587	2.05727612724591	0.18022056526371	0.337911867624238	-0.00452518959787608	2.91798936572587	0.000425242184674822	0.983929409933077	0.993459013985868
LOC101928812	-0.971236222229334	-1.07966137520591	1.9262829375725	0.192060604479526	0.384495909135015	-0.251425758342788	-1.07966137520591	0.177004377879514	0.681891582702432	0.801772342208474	0.719810463886546	-1.07966137520591	0.966782556310925	0.346174314141906	0.603243594973632
C1orf123	-0.355923613554632	4.15086263978375	1.93930521163688	0.192165333968775	0.384651969875356	-0.377523825116937	4.15086263978375	2.21259474467542	0.165917780135109	0.319514052201202	-0.0216002115623045	4.15086263978375	0.00705726686374775	0.934610437792047	0.974214391227794
KSR1	0.280782747948119	4.32641167845287	1.93871989810388	0.192227097905275	0.384711124778383	0.425555990704989	4.32641167845287	4.54013755724769	0.0573343986054357	0.153297221359704	0.14477324275687	4.32641167845287	0.526625915925929	0.483688419918776	0.71332414835224
DIMT1	0.254391162231741	4.85223967368578	1.93851102955546	0.19224844527245	0.384711124778383	0.329773230793153	4.85223967368578	3.29959061163533	0.0975472050792183	0.220444100702855	0.0753820685614125	4.85223967368578	0.172312860836248	0.686312788483243	0.847232954689089
SLC35B4	0.223380843037402	4.72467448086396	1.93760322311779	0.192344523410437	0.384849780405897	0.231260707328865	4.72467448086396	2.10070388920705	0.176062356395768	0.332891788889392	0.00787986429146335	4.72467448086396	0.00243077996931143	0.961591333236889	0.985496350518871
CDK5RAP2	-0.42238727635679	6.61486159087444	1.93708871913832	0.192398303912703	0.384903778583748	-0.842544606042753	6.61486159087444	7.64228571588802	0.0189361212433085	0.07055372635205	-0.420157329685963	6.61486159087444	1.90624802333368	0.195697137296353	0.451555585351655
EYA3	0.285042999323565	4.87479629551812	1.93444459968792	0.192678757813807	0.385411171644827	-0.238955053965798	4.87479629551812	1.35555301825707	0.269755839541374	0.443348860639672	-0.523998053289363	4.87479629551812	6.504661384503	0.0276061569465317	0.161639958518239
LRCH1	0.234377111082727	5.10874276828049	1.933274964622	0.192802636057076	0.385605272114151	-0.410343353742334	5.10874276828049	5.88618864169257	0.0343310757487092	0.107377410087625	-0.644720464825061	5.10874276828049	14.4519809850299	0.0031137613507733	0.0511811162073332
CAMK2G	-0.209258371500255	5.36047946528875	1.93234698901001	0.192900872356852	0.385748041798237	-0.0949492143806918	5.36047946528875	0.40203286105487	0.539435442496633	0.692680639625215	0.114309157119563	5.36047946528875	0.57693126667064	0.464016767688925	0.697214191467325
LOC90768	-0.50158364769652	1.01724724717105	1.93177168285264	0.193050546764071	0.385993619319784	0.333976821992422	1.01724724717105	1.0747417532356	0.322938805218684	0.499982635604227	0.835560469688943	1.01724724717105	5.61731799673705	0.0379358826894002	0.188446366084344
TOM1L1	0.270017879005098	6.39473426197344	1.93017518103237	0.193131422342966	0.386101588279856	0.713012040527151	6.39473426197344	13.4621575314477	0.00390318059090266	0.0237900264611403	0.442994161522053	6.39473426197344	5.22508038540887	0.0438509941591199	0.204003735622045
