genes	logFC_TgvDMSO_6h_QGP1	logCPM_TgvDMSO_6h_QGP1	F_TgvDMSO_6h_QGP1	PValue_TgvDMSO_6h_QGP1	FDR_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	logCPM_TgvDMSO_24h_QGP1	F_TgvDMSO_24h_QGP1	PValue_TgvDMSO_24h_QGP1	FDR_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	logCPM_Tg_24hv6h_QGP1	F_Tg_24hv6h_QGP1	PValue_Tg_24hv6h_QGP1	FDR_Tg_24hv6h_QGP1
MYO5A	-0.496407085257133	7.16780060692479	6.89669639296923	0.0241623334061813	0.0990910881282332	-0.265409430717	7.16780060692479	1.98714935795997	0.187197117876369	0.345620588023637	0.230997654540132	7.16780060692479	1.49805771290882	0.247385813496224	0.509891620758501
GRM8	-0.431089029122555	5.50394992551435	6.89520001773457	0.0241745575945041	0.0991129264847732	-1.2406850019373	5.50394992551435	55.3699746894693	1.56113766327227e-05	0.000562436062898282	-0.809595972814746	5.50394992551435	23.642203652801	0.000551434086400973	0.0189020712628861
PTCH2	1.23081747105047	0.801521534370713	6.90487753869652	0.024183651566025	0.0991219225099902	1.09889816288422	0.801521534370713	5.60404451911039	0.0381573183936328	0.115769384591959	-0.131919308166251	0.801521534370713	0.0986742511520807	0.759529131419034	0.88713727687852
NECTIN1	-0.61953371671415	4.60928014338475	6.89073062100725	0.0242113282338567	0.0992070568760939	0.570450743688121	4.60928014338475	6.17348226373772	0.0309864316292997	0.0999441124352311	1.18998446040227	4.60928014338475	25.3810144010673	0.000420239142957441	0.0160562647014005
DRD2	-0.924675793237454	3.17443677593571	6.88656097746192	0.0242473922868873	0.0993079961664187	-1.06809677991077	3.17443677593571	9.45403674867017	0.0109655554617114	0.0488771857781402	-0.143420986673312	3.17443677593571	0.157290571579096	0.699504044182487	0.854440532159307
OAS3	-1.04595932313501	3.70368634904857	6.88615822664368	0.0242497877315743	0.0993079961664187	-1.78987375347922	3.70368634904857	19.3313513301474	0.00115772580451808	0.010266598091177	-0.743914430344218	3.70368634904857	3.20149276393132	0.102043848997044	0.318479672972309
GS1-124K5.11	0.48029300877417	4.61873539123103	6.88098274810666	0.0242904435153211	0.0994461417899979	0.381534817374528	4.61873539123103	4.38118845180422	0.0611574371113244	0.160034197002056	-0.0987581913996423	4.61873539123103	0.29532962610748	0.598028313057878	0.793065147732804
TNFRSF25	-1.16575028641458	4.46265570740246	6.87922231521827	0.0243052318421009	0.099478336365704	-0.530356906783725	4.46265570740246	1.50017855829355	0.247073613634595	0.417549843003704	0.635393379630856	4.46265570740246	2.03850315625759	0.18205223375607	0.434085044006589
CCDC69	-0.902074120077719	0.574347040127095	6.89274560725081	0.0243124666761619	0.099479605887138	-1.18965653868296	0.574347040127095	12.0354632124216	0.00555896497130514	0.0306564647899307	-0.287582418605241	0.574347040127095	0.550680802245945	0.474207513244678	0.70598284913848
LUZP1	-0.462178175791787	4.98066482315635	6.86276434714369	0.024439319055771	0.0999475848270566	-0.705756304381901	4.98066482315635	16.0218725660621	0.0022177221647812	0.0158743381261817	-0.243578128590113	4.98066482315635	1.88616675258424	0.197885519888788	0.453850659723661
GRAP2	-1.63737641669206	-0.547764084355228	6.79054583643402	0.0244407535498712	0.0999475848270566	-2.14534383861502	-0.547764084355228	11.1846185528052	0.00654470461601916	0.0346430458783092	-0.507967421922959	-0.547764084355228	0.371332597047195	0.554658867354838	0.764485204683834
FAM35A	0.536176855468161	5.09683304146218	6.86165716869418	0.0244483321282615	0.0999501250297681	0.0729339515211147	5.09683304146218	0.127575209736347	0.727943774318682	0.83573160704331	-0.463242903947046	5.09683304146218	5.15402047138493	0.0450554505311342	0.206794441639065
NSUN5P2	-0.77539428125378	3.51962363574263	6.85303458278838	0.024520917133164	0.1002122734794	-0.196782221528745	3.51962363574263	0.471145361387306	0.507146774341172	0.666975733561353	0.578612059725035	3.51962363574263	3.79293811452444	0.0783378634693591	0.27465774300104
EPB41L4B	-0.654209635028618	4.2372036047127	6.85225342159738	0.0245264063450905	0.1002122734794	-0.356740443512834	4.2372036047127	2.11849611576158	0.174397079903081	0.330657047629361	0.297469191515784	4.2372036047127	1.41257934891093	0.260484514953459	0.524253368145334
DCAF16	-0.39154842407822	6.44074200691866	6.84890770428239	0.0245531620951741	0.100293069849096	-0.142159859105383	6.44074200691866	0.911403421110039	0.360932114994313	0.537043062041253	0.249388564972837	6.44074200691866	2.78313610864598	0.124390201219292	0.355690611209464
FOXN3	0.539458907476057	5.91247737343398	6.8458160272823	0.0245787164370738	0.100344424607543	-0.135801280421579	5.91247737343398	0.434835993711624	0.523643376948122	0.680414322832555	-0.675260187897636	5.91247737343398	10.7003388517391	0.00777167707237841	0.08137602975349
NANP	0.476666335051792	4.73140289675486	6.84574559606684	0.0245797041761063	0.100344424607543	0.176443755054309	4.73140289675486	0.944948761245899	0.352592553606067	0.529404747607102	-0.300222579997483	4.73140289675486	2.74443559044754	0.126756961498443	0.359453317979992
SVIP	0.62471549400326	6.67914479438183	6.84038312076808	0.0246236740412756	0.100495369680956	-0.260651802437671	6.67914479438183	1.19423612599604	0.298605374007318	0.474951816097113	-0.885367296440931	6.67914479438183	13.6294883500193	0.00375424726764482	0.0559381780942829
COQ10A	0.589219739228993	4.24675150264189	6.83924413067558	0.0246338138361649	0.100508199253151	0.150423363618955	4.24675150264189	0.445786332831572	0.518564818603147	0.676261999278578	-0.438796375610038	4.24675150264189	3.82614432852334	0.0772194340887693	0.272764787341839
MPP4	-0.666773552876502	1.7470375776141	6.83894399329034	0.0246503928209114	0.100547286560254	-0.562761692947487	1.7470375776141	5.26178967959089	0.043262849502	0.126016645568883	0.104011859929015	1.7470375776141	0.154995383084894	0.701588525820419	0.855529367057651
ANKRD13B	-0.43155841047639	4.90243895956971	6.83385454527506	0.0246781802048868	0.100622022900144	-0.272808343781373	4.90243895956971	2.78311558720756	0.12439196590809	0.261183130990298	0.158750066695018	4.90243895956971	0.923759250758528	0.357826601368062	0.613575669044352
CBLC	-0.75814824909197	2.71234139906219	6.8337913852439	0.0246827237018034	0.100622022900144	-0.800187917724373	2.71234139906219	7.8725860310507	0.0176085644983242	0.0673853589725426	-0.0420396686324024	2.71234139906219	0.0198808363336365	0.890505369336905	0.954345403647444
SH3BP1	-0.751280747805593	3.43570023978212	6.83059143025693	0.0247068976425017	0.100691997597781	-0.855211768545138	3.43570023978212	9.00756283905041	0.0124773414906225	0.0534913422423999	-0.103931020739544	3.43570023978212	0.125653428843853	0.729909068216022	0.86957675770359
TRIP6	1.25901339489885	0.586782183167816	6.84187082835908	0.0247266346361106	0.100743855128294	1.25651253717541	0.586782183167816	7.13932786963624	0.0224000871713606	0.0795549202234279	-0.0025008577234385	0.586782183167816	3.83395816011102e-05	0.995174906540679	0.998301983615906
MEN1	0.550246262153349	5.74013780531182	6.82378406771585	0.0247617674051988	0.100858392555454	0.637178682542299	5.74013780531182	9.18505772264087	0.0118466079435407	0.0514942117146463	0.0869324203889495	5.74013780531182	0.172896734428103	0.685813979032724	0.846907726695235
SAAL1	0.378418395406422	5.99089264102371	6.82227833984371	0.0247742563453447	0.10088065948334	-0.202235386913897	5.99089264102371	1.94794024473588	0.191254957242284	0.350053346380769	-0.580653782320319	5.99089264102371	15.98651591481	0.00223414171626477	0.0422698511614788
SUSD1	-0.621792086136504	3.80206203740596	6.81878649923375	0.024804833389442	0.100976547597825	-1.12620565088041	3.80206203740596	21.9898024629923	0.000723928759217605	0.00733942170424849	-0.504413564743903	3.80206203740596	4.28025120619693	0.0637496902925062	0.248116268727015
PLEKHB1	-0.609425881467147	3.92706359409305	6.81774023067442	0.0248134636501243	0.100983064815209	-1.4015722457324	3.92706359409305	34.4628748995814	0.00012301222793346	0.0021952716353939	-0.792146364265249	3.92706359409305	10.8295472581735	0.00750975230309677	0.0800928742288702
CRNKL1	0.501508931547455	7.14373958796282	6.81272830915791	0.0248541172178158	0.101119866312983	0.169232280977687	7.14373958796282	0.779567179392854	0.396786689237077	0.570423053895711	-0.332276650569768	7.14373958796282	3.00486963054311	0.111855678400222	0.33554367840835
CTPS2	-0.430769164187756	5.52838616521886	6.8097699822172	0.0248790180973158	0.101192518116092	-0.357825082896297	5.52838616521886	4.75080296079644	0.0527060122120085	0.144443832780945	0.0729440812914583	5.52838616521886	0.195110914719519	0.667540342041908	0.835865471435026
PRR16	1.65034737485575	0.242724003596834	6.81272825412648	0.0248877495674673	0.101199380211219	1.81101114883656	0.242724003596834	9.00622750833701	0.0125046065410853	0.0535712841642305	0.160663773980812	0.242724003596834	0.0972866442418754	0.761148887783083	0.888347138020292
ZBTB37	-0.724857393783665	2.5233534245327	6.80759072339234	0.0249028565173336	0.101232155271085	-0.399137531865433	2.5233534245327	2.23744686820325	0.163775094131992	0.316746500040414	0.325719861918232	2.5233534245327	1.34383209911687	0.271724974006785	0.53554684820709
BMS1	0.587945864193369	7.53358742795396	6.8049639321432	0.0249192834621437	0.101270276157612	0.0106820539282465	7.53358742795396	0.00226009545884638	0.962963192564495	0.980573378535691	-0.577263810265123	7.53358742795396	6.56739226771295	0.0270167816412417	0.159655732232858
ZNF510	0.622630696823749	5.94213014760915	6.79945784386309	0.0249656376729332	0.101429963464185	0.492174515918218	5.94213014760915	4.27721456879285	0.0638277117063627	0.164371822810632	-0.130456180905531	5.94213014760915	0.303157128299227	0.593283070088743	0.789468746285188
SERPINB1	-0.357895471942637	5.77318431161058	6.79763661682286	0.0249809917993053	0.101463649473797	-0.397671900099241	5.77318431161058	8.43728204277589	0.0147886179976438	0.0603217734679587	-0.0397764281566037	5.77318431161058	0.0837832766735367	0.777797460437547	0.897850194006997
RIOK3	0.567118869650243	7.08916906143005	6.79535840278892	0.0250001912156908	0.10151293018785	0.303676310537681	7.08916906143005	1.95904065251678	0.190094551065956	0.34901627073746	-0.263442559112562	7.08916906143005	1.47792388505142	0.250388431602247	0.513216599905401
TMEM50A	-0.359161433720277	6.02252129767331	6.79422663326662	0.0250097569179464	0.101523076542305	-0.265646059107713	6.02252129767331	3.74533582964705	0.0799711469678138	0.19286320036397	0.0935153746125639	6.02252129767331	0.460564870742572	0.511852917153005	0.73584299087562
JPT2	-0.445884677529031	7.44762251457771	6.78970109591438	0.025047989056147	0.101649551067968	-0.501520022035548	7.44762251457771	8.59649174487907	0.0140946593299685	0.0583858868308328	-0.0556353445065168	7.44762251457771	0.105900845641106	0.751170533910056	0.881931668041179
KRT80	2.06585238121547	-0.140967355181385	6.61601540977739	0.0250708410985369	0.101713556402593	3.10319352826152	-0.140967355181385	20.6357002057543	0.000740857591648241	0.00742718783085739	1.03734114704605	-0.140967355181385	3.60337316951331	0.0828994992106004	0.283623292607641
EIF4G2	0.414537926529313	10.5160667773588	6.77967478147698	0.0251329713832677	0.101936834243937	0.179881047683361	10.5160667773588	1.28027144654412	0.282709857761157	0.457726791006061	-0.234656878845952	10.5160667773588	2.17786395067454	0.16898262766593	0.417760183969841
SIRPB1	-1.11533387074358	0.0148078750331352	6.7980341256972	0.0251637215970248	0.102032747519859	-0.83118520744227	0.0148078750331352	4.50060502250934	0.0585119834854538	0.155541569174131	0.284148663301313	0.0148078750331352	0.361651646731926	0.560311160637108	0.767123809559963
RAB21	0.553621557068829	9.25630176047271	6.77462265494982	0.0251759259085846	0.102053428781808	0.259033704097802	9.25630176047271	1.49044833976316	0.248514824918453	0.418984153829186	-0.294587852971027	9.25630176047271	1.92766581735864	0.193398407196109	0.448846771854492
KRT18	0.478997977812406	9.25622107301596	6.77315293936114	0.0251884384123922	0.102075347315212	0.273045974493928	9.25622107301596	2.20796457746085	0.166321039277668	0.319690667683032	-0.205952003318478	9.25622107301596	1.25731058377136	0.286833415481186	0.551404903894382
HSD17B12	0.504291976008232	8.8699149394891	6.77147192827065	0.0252027591117001	0.102104579074643	0.108289630172543	8.8699149394891	0.31376134483338	0.586982429332202	0.730157553016401	-0.39600234583569	8.8699149394891	4.18564584035834	0.0662993316102612	0.25269670550119
KCNQ3	-0.472659645539005	7.84425962813156	6.7691027186928	0.0252229602826436	0.102157611339289	-1.06096579810597	7.84425962813156	33.5106584703003	0.000138132874518359	0.00236240104206041	-0.588306152566967	7.84425962813156	10.4281368349759	0.00836176788557607	0.0845951812987225
SENP8	-0.597301056295677	2.00793424040004	6.76788396589326	0.0252435869917364	0.102172432884993	-0.536635119710036	2.00793424040004	5.83883163657933	0.0349351145802372	0.108671341527847	0.0606659365856404	2.00793424040004	0.0659692258710574	0.802200727429677	0.90994201739082
BCR	-0.580169422905898	5.89379944553782	6.76651817667696	0.0252450370064027	0.102172432884993	-0.489906011142568	5.89379944553782	4.86526576792535	0.0503829824128733	0.140137885322638	0.0902634117633305	5.89379944553782	0.163935033468804	0.693581178928597	0.851113625735733
SFXN3	0.550276413604452	5.85336289921749	6.76618485858591	0.02524795605887	0.102172432884993	1.04464173186529	5.85336289921749	24.306750365276	0.000496202804783515	0.00571189863262818	0.494365318260835	5.85336289921749	5.5400288105483	0.0389624783001414	0.190842645884257
TUBB4B	-1.23265363741902	7.24779536487099	6.7606620185573	0.0252950883767588	0.102334339515775	-1.51650307443968	7.24779536487099	10.1019461599707	0.00914113193438017	0.0431488986426782	-0.283849437020658	7.24779536487099	0.365313984062005	0.558239517052276	0.76548357929557
HOXC-AS2	-1.64045653509947	-0.471338035137934	6.65030090099415	0.0253052997857792	0.102346829032237	0.0838102339898883	-0.471338035137934	0.0310776464484163	0.863211604623598	0.925321421207729	1.72426676908936	-0.471338035137934	7.34667423299167	0.0199701802163825	0.135007815994612
PLBD2	-0.491768459858116	5.18798770140735	6.7517771813116	0.0253715279982881	0.102585806705152	-0.68624812169698	5.18798770140735	13.1587426902263	0.00419172496581819	0.0250700752951474	-0.194479661838864	5.18798770140735	1.0472517164783	0.328848630338159	0.586538914843305
LOC202181	-1.07008910676261	2.12049791108573	6.74444862101777	0.025445523605189	0.102854137136969	-0.59779538877868	2.12049791108573	2.36490636339774	0.153302718006831	0.303424541934285	0.472293717983931	2.12049791108573	1.25005013941986	0.28816931308109	0.552568119557253
RAD23B	0.480224109410121	7.95106883137742	6.74237395154571	0.0254522106029463	0.102854137136969	0.323112110507142	7.95106883137742	3.06271635501229	0.108849873308192	0.238338253306734	-0.157111998902978	7.95106883137742	0.725741276035257	0.413033777579842	0.657321729113993
UCHL5	0.811421295771844	7.80558251718472	6.74045002582789	0.0254688090977323	0.102865187060028	0.150455393622075	7.80558251718472	0.234473456345276	0.638040957979038	0.769936699061476	-0.660965902149769	7.80558251718472	4.49852810100979	0.0583051998452346	0.237350751563688
WDR45	0.586817883439547	5.4623618886065	6.74040925158131	0.025469265653106	0.102865187060028	0.774274600015272	5.4623618886065	11.776307323687	0.00587718987039717	0.0318730500861177	0.187456716575724	5.4623618886065	0.700946794935425	0.420875951061739	0.663262825027748
NINL	-0.486158657651736	5.13447976234742	6.73932838515204	0.0254787500789227	0.102874571004442	-0.7245263408268	5.13447976234742	14.9445526237761	0.00279252958596075	0.0188153467982039	-0.238367683175064	5.13447976234742	1.60613832444098	0.232074694128586	0.492985956723667
LOC401320	-0.570086158675841	2.93453266544414	6.73809747085637	0.0254925149015499	0.102887069969177	-0.416388154791141	2.93453266544414	3.78531122872094	0.0785994474747911	0.190511162885583	0.153698003884699	2.93453266544414	0.478783724489985	0.503798281573248	0.728996350251539
BTF3L4	0.528188249111021	7.89099070606042	6.73728192568827	0.0254961693644905	0.102887069969177	0.275214861672404	7.89099070606042	1.83770791148835	0.203299287302569	0.365434876234922	-0.252973387438617	7.89099070606042	1.55437164820204	0.239243019593192	0.501418094966002
SLC2A4RG	-0.76121718025941	3.79423615514215	6.73402621010546	0.025525684621263	0.102948389910728	-0.479692768753927	3.79423615514215	2.79186384045951	0.12386641525696	0.260346001694438	0.281524411505484	3.79423615514215	0.90903860730479	0.361532671802928	0.616472209272506
MPP3	-0.467987388794243	5.030457100142	6.733899720597	0.0255256971225124	0.102948389910728	0.283586348473228	5.030457100142	2.55291590675942	0.139342689103574	0.282899529630009	0.751573737267471	5.030457100142	17.3738747990452	0.00168368869445663	0.0357808754209526
ZSWIM4	-0.512161798811599	4.60531222653022	6.73030369354546	0.0255570834479724	0.103046045695642	-0.564760726406814	4.60531222653022	8.27059998293214	0.0155599812472178	0.0621620385421388	-0.0525989275952146	4.60531222653022	0.070361446969111	0.795880789050609	0.906765870004192
LOC100131289	-1.29113639573694	0.561980007899898	6.74350410115154	0.0255775665067051	0.103099697091842	-1.10235857004457	0.561980007899898	5.50383997616719	0.0396512010125635	0.118980616415356	0.188777825692371	0.561980007899898	0.114890588652977	0.741286626811528	0.876126999652358
LRIG3	1.46606048112091	0.962486508918594	6.73395935297667	0.0256080196281984	0.103184375974151	1.26025730604876	0.962486508918594	5.11431680234356	0.0458505188410087	0.13120276875262	-0.205803175072151	0.962486508918594	0.167155119262897	0.690797715224077	0.849332844238415
DDX10	0.800663898111059	6.57148935312314	6.7234685023948	0.0256158872870393	0.103184375974151	0.423730116327366	6.57148935312314	1.90119451236819	0.196244744925701	0.356537628884638	-0.376933781783692	6.57148935312314	1.51201654670168	0.245332787559748	0.508352841654988
AMIGO1	-0.577379991986964	3.68037705849937	6.72302033231202	0.0256213532568008	0.103184375974151	0.136264290856703	3.68037705849937	0.399092042950274	0.540896781217575	0.693363358523395	0.713644282843667	3.68037705849937	10.3317705033457	0.00858432168950241	0.0862394163576166
ADD1	-0.372655634130282	7.58529373080578	6.72215450653107	0.0256273042931762	0.103184375974151	-0.642941755385838	7.58529373080578	19.9204034903641	0.00103924541969794	0.00953980811462024	-0.270286121255556	7.58529373080578	3.53362859263622	0.0877803681968311	0.293677869006911
DLGAP5	-1.6483416410764	5.50176420972924	6.7199351034385	0.0256470178602943	0.103234816077609	-1.87962194009408	5.50176420972924	8.7180585937165	0.013591297955283	0.0569083609517914	-0.231280299017678	5.50176420972924	0.133927401447256	0.721567346538482	0.865422983834683
NDUFS2	-0.454722318696139	6.83416138138973	6.71483904950903	0.0256910147977382	0.103372706523316	-0.601160948766988	6.83416138138973	11.7207706392757	0.0059603256334468	0.0322094025605804	-0.146438630070848	6.83416138138973	0.696378789110376	0.4223466814626	0.664414413698172
SQOR	-0.59906717891149	2.18916548815402	6.71486086669395	0.0256989106695278	0.103372706523316	-0.539420498528486	2.18916548815402	5.75835513904548	0.0359684029752648	0.110860776044337	0.059646680383004	2.18916548815402	0.0630337691615931	0.806548835734602	0.912424645575502
GRB14	-0.520783032950326	3.28369071490207	6.71374569757387	0.0257028614576976	0.103372706523316	-0.468916059723399	3.28369071490207	5.64152557203187	0.0375324907061438	0.114363437572747	0.0518669732269272	3.28369071490207	0.0650564809199423	0.803539541865877	0.910957154233364
TSPAN3	-0.339818309538187	6.46536864786993	6.70920117592722	0.0257402464311851	0.103494089065325	-0.701549469995508	6.46536864786993	28.4142592636117	0.000269824704895852	0.00376705705591236	-0.361731160457321	6.46536864786993	7.56151762359177	0.0194314815392834	0.133041095016272
CHFR	-0.415447642350804	5.23520170202857	6.70769624851783	0.025753582043683	0.103518735209723	-0.265561155307997	5.23520170202857	2.77786646493354	0.124709350995053	0.261773018175765	0.149886487042807	5.23520170202857	0.872370968212781	0.371015039931604	0.624146805748418
ZNF503	0.453152083101657	5.19492572535825	6.70617083714379	0.0257669309542727	0.103543421003939	0.39607835603606	5.19492572535825	5.16493330260852	0.0448679145047834	0.129224631069711	-0.0570737270655969	5.19492572535825	0.107697715649739	0.749148921660416	0.881286718684371
LINC01816	-2.04448191160735	-0.864251482150878	6.49464562700032	0.0258109977404899	0.103651740687057	-1.1618885470393	-0.864251482150878	3.00212108801138	0.109167039754614	0.238741618680893	0.882593364568048	-0.864251482150878	0.879633048875527	0.367091528334695	0.621158645000733
AADAT	-0.50069578506787	3.34309259853157	6.70051370511233	0.0258185405775412	0.103651740687057	-0.517366551435094	3.34309259853157	7.37616062329878	0.0206305397374876	0.0749205172723404	-0.0166707663672234	3.34309259853157	0.00725280595705185	0.933713209174711	0.973985184650298
FREM1	-0.752961433417515	2.61079564549645	6.70015664301917	0.0258249456540406	0.103651740687057	-1.23468209729574	2.61079564549645	17.7610482114314	0.00156097927108361	0.0125723669392918	-0.481720663878228	2.61079564549645	2.47039562335162	0.145262217572357	0.384255555447586
TMX2	0.417482287429827	5.45405958971378	6.69916161332202	0.0258282849362974	0.103651740687057	0.334821915161823	5.45405958971378	4.33638678873027	0.0622906741162413	0.161996347638292	-0.0826603722680047	5.45405958971378	0.265562341105158	0.616862996829383	0.804981133877411
CSTF2T	-0.462909728399485	6.05652557821592	6.6986753205477	0.0258324669867832	0.103651740687057	-0.504787566824483	6.05652557821592	8.00576036624648	0.0168864091161862	0.0653812149707847	-0.0418778384249979	6.05652557821592	0.0548172870011214	0.819327938013679	0.919352117277553
STX2	-0.449857166240785	4.77616502854351	6.69739930231179	0.0258440225284858	0.103651740687057	-0.458211493842809	4.77616502854351	7.04259926295301	0.0230150313316888	0.0809057767201287	-0.00835432760202401	4.77616502854351	0.00229698787181266	0.962662401132158	0.98585743189796
NAALAD2	-1.42690175967805	0.116988715228292	6.6438325835889	0.0258643142371258	0.103651740687057	-3.14058195540021	0.116988715228292	22.0756618962505	0.000667665404715646	0.00695553386812544	-1.71368019572216	0.116988715228292	4.50038856414644	0.0576486994195567	0.235615088420206
CHP1	0.400295586928624	7.37085106621208	6.69500054497773	0.0258647413744969	0.103651740687057	0.237921869558767	7.37085106621208	2.37267753226339	0.15267469371432	0.302476310871848	-0.162373717369857	7.37085106621208	1.10652358887021	0.316146016532262	0.575585334144189
SLC26A11	-0.878469921749965	3.24260144461622	6.69534771103174	0.0258650544787772	0.103651740687057	0.424651530908844	3.24260144461622	1.78207820640487	0.20976334249861	0.373415139818468	1.30312145265881	3.24260144461622	14.9161629641154	0.00281079071573674	0.0477867685470699
MOGS	0.767139573289799	6.95538576795837	6.69485345246529	0.0258660371963733	0.103651740687057	0.707330942981194	6.95538576795837	5.70825489814904	0.0366226892771042	0.112428274632733	-0.059808630308605	6.95538576795837	0.0413263339257231	0.842745290104907	0.930907956823968
AP3S1	0.450530574840247	5.98083946123367	6.69376573145477	0.0258756153289236	0.103661207422007	0.228796021231443	5.98083946123367	1.73583537110753	0.215336286574441	0.380319780296094	-0.221734553608804	5.98083946123367	1.63184608583017	0.228621611311078	0.488892239966499
NBPF14	-1.59369350518363	-0.10167650820676	6.6992056236102	0.0259001490809711	0.103730566405696	-1.10799263730319	-0.10167650820676	4.06100597855287	0.0699583461769145	0.175007602184954	0.485700867880443	-0.10167650820676	0.471066601596823	0.507235775031603	0.732062401457104
INTS4	0.388508697038278	5.78380411196202	6.68807007728812	0.0259257858352962	0.103804303040654	0.336757585618708	5.78380411196202	5.05212902754747	0.046853041012129	0.133179815429411	-0.0517511114195693	5.78380411196202	0.11971838925229	0.73608570098409	0.873537672091747
LRRIQ3	-1.14865650784901	0.45508733883415	6.69835209703471	0.0259721173999921	0.103957509863595	-0.202357306748548	0.45508733883415	0.28546970307186	0.604203062207373	0.743032919793805	0.94629920110046	0.45508733883415	4.35379561488584	0.0620352845641674	0.245017732913702
STOM	0.61752522857639	3.58203290737186	6.68227622043824	0.0259785229298557	0.103957509863595	0.192443983034469	3.58203290737186	0.651496804925197	0.437253684791486	0.606272216553854	-0.425081245541921	3.58203290737186	3.21228906468978	0.10153618560999	0.317585204109103
UNC13A	0.391478689071562	9.15857080784819	6.67846715262935	0.0260106096965568	0.104056925341335	-0.114288019091627	9.15857080784819	0.570695752886502	0.466379562970069	0.632553701060046	-0.505766708163189	9.15857080784819	11.125329997492	0.00694682815576093	0.0768036985091616
KCTD15	0.483913528852054	3.77476836416166	6.67583883680251	0.0260352365722891	0.104126450054985	0.663441047165897	3.77476836416166	12.8770352142555	0.00448301496528504	0.0263622566480904	0.179527518313843	3.77476836416166	0.954301664139848	0.350319498898268	0.606873232015602
EIF3M	0.407970165785029	7.09115134364554	6.66686581905455	0.0261135621622764	0.104385946690247	0.32156159843571	7.09115134364554	4.15500506827055	0.0671525570989503	0.170347894571888	-0.0864085673493193	7.09115134364554	0.300753245716574	0.594731596956693	0.790737077453018
ITLN2	-0.699472005535224	8.02945155798371	6.66674304095558	0.0261146521233989	0.104385946690247	-1.38809872350234	8.02945155798371	25.523057396858	0.000411218342888511	0.00501490892524308	-0.688626717967115	8.02945155798371	6.43602861115221	0.0282681103431438	0.163882031149961
IFIT2	-0.880839873895254	4.05131161157412	6.66462812300771	0.0261346064384622	0.104436649817788	-0.982400410156189	4.05131161157412	8.44755366854229	0.0147434661963943	0.0602327895380657	-0.101560536260935	4.05131161157412	0.086623545708421	0.774177812477837	0.895333960236403
MUC1	-1.00841119883166	2.92173570099138	6.66086499527611	0.026173491869345	0.104562954448	-2.24616238240476	2.92173570099138	29.2485121544446	0.000240661788201882	0.00348522908196395	-1.23775118357311	2.92173570099138	8.28993246222963	0.0154727367045653	0.119506094353648
PTPRN	1.11811081284197	0.983011799145942	6.66443186018156	0.0262368264407137	0.104786835876367	1.83715027412116	0.983011799145942	21.2464769016617	0.000833503717339802	0.00809608816991453	0.719039461279193	0.983011799145942	3.86790291516091	0.0759878334107118	0.270889853313576
TXLNA	0.349482424430302	7.58335591108667	6.6485134496146	0.0262774243118009	0.104913370679465	0.276922551001068	7.58335591108667	4.18346158475405	0.0663597136595172	0.168879299633769	-0.0725598734292337	7.58335591108667	0.287691396307907	0.602738658864914	0.795635655019638
SNAPC1	0.787449395532485	3.59670993744577	6.64770718746345	0.0262863069446593	0.104913370679465	0.604720815535767	3.59670993744577	3.99344318960617	0.0718838625943075	0.178325603527857	-0.182728579996718	3.59670993744577	0.37478268332612	0.553269232243561	0.763592517636217
TGFB1	-0.645372793661787	3.20547817414421	6.64691364485899	0.0262943725180067	0.104913370679465	-0.416589578145386	3.20547817414421	2.90528282052504	0.117282622066849	0.250838491679671	0.228783215516401	3.20547817414421	0.819563258728961	0.385354656664167	0.636103067636151
MIR6840	2.22052334059795	-1.13340353674347	6.29171834874272	0.0262977201598744	0.104913370679465	2.35323209238859	-1.13340353674347	7.83338220842872	0.0151584653301473	0.0612341085045751	0.132708751790635	-1.13340353674347	0.0423665032545488	0.840135795260936	0.930062444181918
ESAM	-1.60001070548531	-0.44458602828076	6.61565952263899	0.0264049588584358	0.105302308537623	-1.77042967075039	-0.44458602828076	8.4833450824468	0.0144579317369233	0.0594315479279615	-0.170418965265077	-0.44458602828076	0.0470409751785764	0.832361641748853	0.926307796526766
BTBD9	0.458326713115318	5.64409990828579	6.63370266924162	0.0264105959028176	0.105302308537623	0.149685252326015	5.64409990828579	0.71073615173497	0.417751424724052	0.588720518695874	-0.308641460789303	5.64409990828579	3.02298311051694	0.110903439371859	0.333802390533444
PEA15	0.408433867497776	6.60750026985888	6.63296816130932	0.0264172017241817	0.105302308537623	0.417265501993295	6.60750026985888	6.94702329125742	0.023758838756693	0.0827641798202356	0.00883163449551894	6.60750026985888	0.00312268352094772	0.956472285219289	0.983129530688471
WRNIP1	-0.445848282429768	5.30276691286768	6.63073202528149	0.026437556411739	0.10535421231929	-0.372559671656017	5.30276691286768	4.68243244245443	0.0541561177071204	0.147293977088317	0.0732886107737506	5.30276691286768	0.178818310986412	0.680811847670056	0.843450416142726
RASD2	-1.72522003334424	-0.25173945773175	6.4940518859654	0.0264574106441371	0.105364698553765	0.638509531008739	-0.25173945773175	1.87143735712467	0.19771486036403	0.358451752144076	2.36372956435298	-0.25173945773175	14.1680327152041	0.00295516720339797	0.0495378436919665
