genes	logFC_TgvDMSO_6h_aTC1	logCPM_TgvDMSO_6h_aTC1	F_TgvDMSO_6h_aTC1	PValue_TgvDMSO_6h_aTC1	FDR_TgvDMSO_6h_aTC1	logFC_TgvDMSO_24h_aTC1	logCPM_TgvDMSO_24h_aTC1	F_TgvDMSO_24h_aTC1	PValue_TgvDMSO_24h_aTC1	FDR_TgvDMSO_24h_aTC1	logFC_Tg_24hv6h_aTC1	logCPM_Tg_24hv6h_aTC1	F_Tg_24hv6h_aTC1	PValue_Tg_24hv6h_aTC1	FDR_Tg_24hv6h_aTC1
Ywhag	-0.32340115349303	8.67477119136498	5.81537505036191	0.035294159411483	0.0911867888246034	-0.135666236535352	8.67477119136498	1.02364502475865	0.33418883923169	0.491626811278891	0.187734916957678	8.67477119136498	1.96162267267411	0.189920651804653	0.395016335456934
Ccdc65	0.427797628611901	1.12723267731317	5.81092656166031	0.0353601664609273	0.0913386741657109	-0.360772257841809	1.12723267731317	3.09905590780203	0.107122497014163	0.220098618153921	-0.78856988645371	1.12723267731317	18.6725169836317	0.00132071677147246	0.0217344631544215
Esyt2	-0.223063731799783	7.20792451987889	5.80950729883285	0.0353692744449172	0.0913435518018151	-0.258840936810357	7.20792451987889	7.7754972768802	0.0182057672283003	0.0632974352768496	-0.0357772050105733	7.20792451987889	0.149237647295897	0.706904802107905	0.834985542947992
Efcab2	0.426391968254723	5.09667011985941	5.80753977257805	0.0353945211082646	0.0913900981758702	0.424445904488002	5.09667011985941	5.63535081480314	0.037689680277233	0.104899472004332	-0.00194606376672088	5.09667011985941	0.000122631725699954	0.99137009236005	0.995382462387061
Elac1	0.206940339523531	4.61110445533243	5.80353701516695	0.0354459835611942	0.0914674672647263	0.0680505121160412	4.61110445533243	0.608315477474735	0.452483054597714	0.603501539823981	-0.13888982740749	4.61110445533243	2.61899037291995	0.134926192210838	0.323582435593478
Neurod6	-0.739057201581043	0.504891953724039	5.80607303205209	0.0354574080320134	0.0914674672647263	-1.53551846413527	0.504891953724039	16.8677304191572	0.00188466337765212	0.0127416691174492	-0.796461262554227	0.504891953724039	4.6565920625974	0.0548526821480351	0.191711639374845
Cep126	0.424094758297577	5.74900754136233	5.80180906848685	0.0354681216398482	0.0914674672647263	0.192602553047679	5.74900754136233	1.17707068349576	0.302006652497554	0.457056000885054	-0.231492205249898	5.74900754136233	1.7342236536986	0.215626044432387	0.428004504888383
Tkfc	-0.360568206823801	4.3119945940955	5.80164669416735	0.0354703025654855	0.0914674672647263	-0.352113875781853	4.3119945940955	5.35982922980149	0.0417507104815306	0.112341554447538	0.00845433104194788	4.3119945940955	0.00315374691778163	0.956260068887464	0.977348928957444
Irf9	0.412551713458987	2.62422097099336	5.80164792317018	0.0354714426608383	0.0914674672647263	0.571733671643779	2.62422097099336	10.4492103512596	0.00834989368216679	0.0362939850752547	0.159181958184792	2.62422097099336	0.928084711516486	0.356820713772843	0.570444234351025
Sugp1	0.206820089453495	5.64775435094841	5.80045895293463	0.0354854915673659	0.0914674672647263	0.0131630099731559	5.64775435094841	0.0231081001869291	0.882030304437518	0.928864088021247	-0.193657079480339	5.64775435094841	5.08328663373096	0.0463745198818879	0.172739489126086
Nudt1	-0.647938020107741	2.52371948290782	5.80054904546274	0.035485659123497	0.0914674672647263	-0.581074635788106	2.52371948290782	4.30314579201178	0.0632382717195761	0.15127445902743	0.0668633843196342	2.52371948290782	0.0587191759016001	0.813155573415401	0.901116257760502
Plekho2	-0.489418543420036	1.04207444926898	5.80088440153111	0.0354868813054352	0.0914674672647263	-0.133449801245619	1.04207444926898	0.389143658025604	0.545941090825919	0.685446728305005	0.355968742174417	1.04207444926898	3.06617923691124	0.108779555966683	0.286457187451238
Tmem181b-ps	0.331461210997542	3.97495578311234	5.80016484176356	0.0354895508063975	0.0914674672647263	0.537400070603715	3.97495578311234	14.826349742648	0.00288366612538888	0.0170805916752903	0.205938859606173	3.97495578311234	2.31765920666913	0.157164791351563	0.354084591048288
Oxtr	-0.354774009453907	7.2501873877109	5.79654897470074	0.0355358445470761	0.0915681273339321	0.0207942831212052	7.2501873877109	0.0198959511217724	0.890472286313255	0.933409723814027	0.375568292575112	7.2501873877109	6.48992833600253	0.027812188414289	0.127377767572862
Pdcl3	0.222227808664151	6.22964485086521	5.79498061838546	0.0355560718030722	0.0916015924358519	0.246335030480214	6.22964485086521	7.05185898958072	0.0230044685893333	0.0742859970883728	0.024107221816063	6.22964485086521	0.0684286343729011	0.7986505281607	0.892541098122432
Rhov	-1.06374307152141	-0.951289843575073	5.80612528136354	0.0356074862981057	0.0917043288798811	-0.819944414307845	-0.951289843575073	2.76334524427624	0.125953047626107	0.246185379046115	0.243798657213568	-0.951289843575073	0.248331849170043	0.628518428416824	0.784531882037259
Smg6	0.295549433665953	5.29951310929378	5.79077012035627	0.0356104463947879	0.0917043288798811	0.194722185085605	5.29951310929378	2.46337951099174	0.1458688216936	0.273939785077547	-0.100827248580348	5.29951310929378	0.676826240448828	0.428797253674331	0.633778370734537
Ccdc51	0.345131613097243	3.56636628280189	5.78401462051942	0.0356983053838563	0.0919118762141942	0.0903021712850669	3.56636628280189	0.37280030519566	0.554344782674064	0.692014818982955	-0.254829441812176	3.56636628280189	3.19073144868374	0.102646712724288	0.276316214763339
Zcchc14	-0.234113836779883	6.91509142660702	5.78317927264072	0.0357087015750951	0.0919199374014451	-0.0430446468984673	6.91509142660702	0.194787643006593	0.667826621307012	0.780467616181075	0.191069189881415	6.91509142660702	3.85162165731397	0.0764671479715934	0.231118575283469
Pi16	2.67503546229015	-1.86399756016907	5.62032495189109	0.0357596184597979	0.0920322808692764	5.14427200909582	-1.86399756016907	38.5707322505119	4.95048154635852e-05	0.00108698536392866	2.46923654680567	-1.86399756016907	32.7710386283503	0.000103364345659927	0.00571076725453887
Wdr31	0.319998288480642	3.68133672947339	5.77597861159683	0.0358026561724716	0.0921089029000352	-0.362375090205281	3.68133672947339	6.78186639489208	0.0251776847819643	0.0790245764974974	-0.682373378685924	3.68133672947339	25.4283671613513	0.0004215940326416	0.0114957062521153
Smad5	0.217416446461636	7.16549731900572	5.77584564904857	0.0358039507162799	0.0921089029000352	0.0627673135957813	7.16549731900572	0.478868789964743	0.503808074871486	0.648573439486574	-0.154649132865855	7.16549731900572	2.92415544418558	0.116323662254151	0.297258528547672
Arf5	-0.400281722267766	5.85206230712465	5.77127319197326	0.0358634987649835	0.0922359782856212	-0.403972432678345	5.85206230712465	5.80974665930311	0.0353662113935197	0.100235955768551	-0.0036907104105794	5.85206230712465	0.000489053331280662	0.982767280382289	0.991307632256774
Asb8	-0.252552918113191	5.14683329806214	5.77074823941005	0.035870352128167	0.0922359782856212	-0.338524245238814	5.14683329806214	10.1380254821988	0.00908764951712407	0.0388185011847077	-0.0859713271256228	5.14683329806214	0.663217137781107	0.433337623230258	0.637436066632859
Slc35c2	0.3762925445836	5.28053290107569	5.77037496752742	0.0358752172892461	0.0922359782856212	0.332139170672363	5.28053290107569	4.43075340249457	0.0600189375468574	0.146002614466995	-0.0441533739112368	5.28053290107569	0.0805186397827488	0.782060267572366	0.881817910126874
Tonsl	-0.219541039825847	4.91710457331291	5.76799878644376	0.0359062266691804	0.0922969483580801	-0.10667517537628	4.91710457331291	1.33517706712652	0.273262857674711	0.425359458083224	0.112865864449566	4.91710457331291	1.51922930473734	0.244369104956633	0.459809327173011
Car15	0.843053550767331	0.751267591207957	5.76743331572101	0.0359280564302876	0.0923343022457848	0.618740865098193	0.751267591207957	2.6400290554558	0.133547185739824	0.256655946058365	-0.224312685669137	0.751267591207957	0.50161626431567	0.494077832964335	0.685424642836049
Rpph1	-4.10971994692671	1.98967065680932	5.76681847957237	0.0359462538283256	0.0923623077652265	-1.90968252586221	1.98967065680932	1.56832797285795	0.237400227722565	0.385916443678003	2.2000374210645	1.98967065680932	1.21048302811733	0.295616579066526	0.514537919299074
Psmc5	0.219667826611752	7.5243813857269	5.76164541033577	0.0359892613709943	0.0924540375362072	0.23591980531159	7.5243813857269	6.62005824280154	0.026598475764417	0.0820589893614737	0.0162519786998381	7.5243813857269	0.0316073269288665	0.86224330307607	0.92720556175359
Fancf	-0.331351468772061	2.46728937024096	5.75817785561808	0.0360360684122082	0.0925554887436578	-0.265884370980346	2.46728937024096	3.39088576763129	0.0936811363994767	0.200788368240925	0.0654670977917144	2.46728937024096	0.217789914568558	0.650172317754294	0.799026727948259
Mzb1	0.833709571539085	0.687789112304631	5.75870007976105	0.036044690040375	0.0925588427827937	0.228746310212232	0.687789112304631	0.339055473946902	0.572558424763103	0.706250286643539	-0.604963261326854	0.687789112304631	3.40295088030118	0.0931926026788092	0.261261424571747
Rpa2	0.404730949150471	6.30095507464141	5.75301747941319	0.0361024257600778	0.0926882895122776	0.0964378048064773	6.30095507464141	0.323980972510224	0.581082808689258	0.712942173733174	-0.308293144343994	6.30095507464141	3.34944728756856	0.0954530147977418	0.264703319122526
Camkk1	0.330000865073048	2.87622161234877	5.75055753085034	0.0361357615285634	0.0927230907818385	0.261586535333518	2.87622161234877	3.37000246479708	0.0945693179607892	0.202007599331404	-0.0684143297395303	2.87622161234877	0.256545123854256	0.622870842518881	0.780977730309906
Alg11	-0.216929482408597	5.7379948683373	5.75031967334554	0.0361379009494473	0.0927230907818385	-0.0360235592357491	5.7379948683373	0.156829009302745	0.699945858377585	0.804979699721762	0.180905923172848	5.7379948683373	3.99183878734396	0.0720216096405735	0.223721435102513
Max	0.339792563070021	6.859069558525	5.75031427218817	0.0361379671708225	0.0927230907818385	0.373334354014724	6.859069558525	6.89366753116088	0.0242487478948305	0.0770862982016354	0.0335417909447025	6.859069558525	0.0562970532773058	0.816969569724068	0.903443667174977
Gpr155	0.261542433403381	4.06334893565765	5.74746760047203	0.0361757169520733	0.0928011295372326	0.0937865065745568	4.06334893565765	0.706405175252917	0.41919094325743	0.572743392450648	-0.167755926828824	4.06334893565765	2.37520420515675	0.15257465595693	0.348381059018314
Xiap	-0.249847436363285	7.27374673817796	5.74600907756102	0.0361946613303214	0.092830905159381	-0.254436902844522	7.27374673817796	5.92620662654158	0.0339110530487246	0.0973990109358602	-0.00458946648123654	7.27374673817796	0.00193653069303895	0.965717437212791	0.981646646544726
Gm9776	-0.350680590358286	2.66373548344705	5.74252466909221	0.0362417899760604	0.0929329401656093	-0.387956069138264	2.66373548344705	6.45245292993256	0.0281751114518591	0.0854642795705876	-0.0372754787799781	2.66373548344705	0.0623193369791448	0.807637696486763	0.897280658232396
Heatr3	0.327433829466254	6.48795645588706	5.74038842731536	0.0362688435939062	0.0929834668997167	0.0819438449525866	6.48795645588706	0.356864505717732	0.562793607335488	0.69808477647143	-0.245489984513667	6.48795645588706	3.23468663342423	0.100588237269298	0.273099222732008
Pcbp3	0.265507162228678	5.49368847262179	5.73578118232498	0.0363297941362274	0.0931208580655489	0.180403053663313	5.49368847262179	2.60258945292522	0.13602903824161	0.260132918959016	-0.0851041085653658	5.49368847262179	0.591366381482319	0.458679930867555	0.656992922601189
Ahcy	-0.239737204922589	6.67916579576436	5.73165968208634	0.036384409537047	0.0932419585705323	-0.16155760519549	6.67916579576436	2.58789928830996	0.137026670295749	0.261605769214096	0.0781795997270994	6.67916579576436	0.609151688321129	0.45218090181203	0.652864044109483
Usp16	0.424332172998474	7.04722058697799	5.7291371637101	0.0364178897666125	0.0933088581059501	0.603147298385534	7.04722058697799	11.4814124066933	0.00636509724501957	0.030060175566998	0.178815125387059	7.04722058697799	1.02446679003304	0.334003499165103	0.550021120843015
Arrdc1	-0.530310972371393	1.8867794275659	5.72679917931518	0.036452204070556	0.0933778671594806	-0.885861943628391	1.8867794275659	13.5225666802468	0.00387124015622482	0.0210119821778449	-0.355550971256998	1.8867794275659	2.27405654626449	0.160765421107223	0.35854117889099
Mrpl9	0.428391121774616	6.11306853645109	5.72531508615324	0.0364686936935702	0.0934011968848281	0.290038148409423	6.11306853645109	2.60284057285789	0.136012057267792	0.260132918959016	-0.138352973365193	6.11306853645109	0.602218755915688	0.454695762834915	0.654629017431534
Hmx2	-0.322580218088062	2.07325847343719	5.72042926705089	0.0365359046153103	0.093554394898382	-0.314861855563539	2.07325847343719	4.89789910928145	0.0498284177969011	0.127256589012191	0.00771836252452292	2.07325847343719	0.00317407043561784	0.956119619864703	0.977348928957444
Bcas2	0.221670601700359	6.71285486655904	5.71790925386582	0.0365673700540673	0.093616019005273	0.343130931595606	6.71285486655904	13.6064097512536	0.00379577437015275	0.020726861170122	0.121460329895247	6.71285486655904	1.72326660712665	0.216977985223961	0.429273724636991
C3	-0.654870488926906	1.83610231639333	5.71618010976306	0.036594482489355	0.0936664763211246	-1.22708419506475	1.83610231639333	16.4352284581108	0.0020501976483075	0.013476000574874	-0.57221370613784	1.83610231639333	3.65842202424065	0.0831675048617884	0.243398085162732
Stk39	0.286651630838797	5.80780203176958	5.71366224334617	0.0366241100012738	0.0937233494611885	0.40908871314994	5.80780203176958	11.4950018143355	0.0063430028397255	0.0300006250198905	0.122437082311144	5.80780203176958	1.05045458529577	0.328218757742409	0.54446357977671
Zranb1	0.308083610173604	6.08831871789261	5.70969226866716	0.036677239205529	0.0938403297125081	0.212717390813571	6.08831871789261	2.69293351373233	0.130092079467924	0.252001479898322	-0.0953662193600331	6.08831871789261	0.549258770013084	0.474716027402178	0.670046013981666
Cetn4	-0.42963770472749	2.1417811798984	5.70905274137756	0.0366882105317461	0.0938453503089893	-0.861811174210719	2.1417811798984	19.2045500913272	0.00119482864805248	0.00937192427682746	-0.432173469483229	2.1417811798984	5.07882532230857	0.0464567049975894	0.172873597538089
Elavl2	0.267598411187255	6.46591720472863	5.70843849725075	0.0366940363561943	0.0938453503089893	0.326584391237687	6.46591720472863	8.42879354107873	0.0148752799876621	0.0548374249428615	0.0589859800504318	6.46591720472863	0.27852800893745	0.608535159834312	0.769610839886417
Nrbf2	0.308177614716634	3.86411857846884	5.7071524771782	0.0367116247502621	0.0938713573848657	0.247540056792851	3.86411857846884	3.5329870141217	0.0879005824871221	0.192042509001393	-0.0606375579237835	3.86411857846884	0.225122916814922	0.644785987291127	0.795610819152143
Rnf146	0.230470465209129	5.97770970235625	5.70613035092278	0.0367249894257975	0.0938730598124158	0.420560534502838	5.97770970235625	18.7918501242985	0.00129010701020805	0.00983871844071869	0.190090069293709	5.97770970235625	3.90738771160878	0.0746596499853043	0.227777644469272
Pcdhb13	-0.534021484919025	0.69839322641947	5.70677811846581	0.0367271297875007	0.0938730598124158	0.32259477611888	0.69839322641947	2.07590201200098	0.178528457419534	0.315803490730226	0.856616261037905	0.69839322641947	16.2302631079603	0.00214005173186957	0.0293187684428834
Piga	0.304517094838989	5.44766302060505	5.70415406351285	0.036751522667441	0.0939164340110004	-0.307237424078918	5.44766302060505	5.64907478116429	0.0375002444670828	0.104436075940465	-0.611754518917907	5.44766302060505	22.7337842846274	0.000645317876193935	0.0148102707342047
Dcun1d5	0.248897921133353	5.93955323706075	5.70142496013573	0.036788184034403	0.0939815471466379	0.325630352079572	5.93955323706075	9.65364026569919	0.0103990953606746	0.042606656251054	0.0767324309462194	5.93955323706075	0.545486528537213	0.476199633417434	0.671295572367396
Pir	-0.450586393483744	3.14417377554447	5.70121095933899	0.0367918592331092	0.0939815471466379	-0.656010977575385	3.14417377554447	11.1208673372003	0.0069867867762948	0.0318891869746327	-0.205424584091641	3.14417377554447	1.12474568727259	0.312461876851584	0.530639955157886
Ssh2	0.233026303103415	5.65430025183752	5.70053399923533	0.0368001672540226	0.0939837941255338	0.163591392372132	5.65430025183752	2.76762544634661	0.125429709582047	0.245467005805083	-0.0694349107312832	5.65430025183752	0.507714428558257	0.491513745113165	0.683591503041856
Trp53	0.373180040944704	5.9278458742684	5.69658109726789	0.0368533763102087	0.0941006896219498	0.235520570872658	5.9278458742684	2.24619082293769	0.163115371828675	0.295579444912116	-0.137659470072046	5.9278458742684	0.781058571914109	0.396415926544088	0.606144077957521
Adam12	0.93943623417805	-0.648639092029637	5.70746595650103	0.0368811004262704	0.0941524783279202	-0.488518113413039	-0.648639092029637	0.851967580977373	0.376684509079472	0.532731098689188	-1.42795434759109	-0.648639092029637	12.1816622671763	0.00540000583432924	0.0486962749935378
Sirt4	-0.418732586962315	3.40576654699898	5.69370694188526	0.0368926888781769	0.0941562731588564	-0.40391095072378	3.40576654699898	5.03263000001741	0.0472884855098646	0.122450658753747	0.0148216362385343	3.40576654699898	0.00698001030469045	0.934973598529892	0.966918911933971
Ndufaf5	0.307883046253655	4.68374340308663	5.6933125309083	0.0368974709391093	0.0941562731588564	0.262737779019169	4.68374340308663	4.04467896329176	0.070429372776604	0.163529532826132	-0.0451452672344863	4.68374340308663	0.123896098064485	0.73174293889738	0.850373074577905
Harbi1	0.338270225689654	3.81414712556177	5.69127248826919	0.036925342048678	0.0941943336718532	0.0383727104040484	3.81414712556177	0.0692690233045013	0.797448591947816	0.87501430280617	-0.299897515285606	3.81414712556177	4.48728403181211	0.0586581961227993	0.198555611753176
Rab3ip	-0.226972277219884	5.40302437805979	5.69110315263048	0.0369272759257344	0.0941943336718532	-0.11514585071993	5.40302437805979	1.44378370727077	0.255681012585059	0.406391478797257	0.111826426499954	5.40302437805979	1.37742579048394	0.266231028327841	0.482710657839473
Txndc15	-0.370268091677247	4.76932526498122	5.68997805818433	0.0369424908018168	0.0942141490878021	-0.361829005389461	4.76932526498122	5.31155927213761	0.0425158383706038	0.113830008754756	0.00843908628778534	4.76932526498122	0.0029317337890377	0.957826023526033	0.978288646338265
Slc18a1	0.726992766227005	0.90057179183175	5.68670565537976	0.037000569037959	0.0943369814036063	1.41983496997681	0.90057179183175	21.7856488384727	0.000757385346682339	0.00687899454861806	0.6928422037498	0.90057179183175	7.49182588763828	0.0199383821920344	0.105371934625572
Atox1	-0.861320001750522	2.39150890725159	5.68542456764259	0.0370055673969411	0.0943369814036063	-0.222385311354627	2.39150890725159	0.3715593042583	0.554994268631732	0.692347415374548	0.638934690395896	2.39150890725159	3.09828471458826	0.107150936208196	0.283786656436298
Aurkb	-0.282275857131121	5.32076500553443	5.68434517213407	0.0370186891287122	0.0943394307378595	-0.597549244361557	5.32076500553443	24.7121934382192	0.000470508538756475	0.00482795947473391	-0.315273387230436	5.32076500553443	6.98000850587198	0.0235598378947937	0.115984073558338
Abhd2	-0.293637738253167	7.39262489196016	5.68386850913893	0.037025133934302	0.0943394307378595	0.144877783240293	7.39262489196016	1.3820878648566	0.265470445552445	0.41671613860168	0.438515521493461	7.39262489196016	12.6596035482017	0.00474835721686522	0.0451576124342843
Purb	-0.310402755320596	8.64307185569987	5.68359071095244	0.0370288976481355	0.0943394307378595	-0.0603462268730586	8.64307185569987	0.214887784716042	0.652334174196283	0.76932624645147	0.250056528447538	8.64307185569987	3.68945659267175	0.0820393748018817	0.241660660787645
Phykpl	-0.470516006338149	1.78916494632275	5.6806055465791	0.0370729235563342	0.0944325808002295	-0.783708564049571	1.78916494632275	13.2168845188497	0.00415823421706044	0.0221889410857228	-0.313192557711422	1.78916494632275	2.22525370449872	0.16491817637145	0.363636243891876
Tceal1	-0.336438307529746	3.07762091308081	5.67968035117721	0.0370827969688892	0.0944377537797424	-0.74983897032752	3.07762091308081	25.1431319539955	0.00044034986500588	0.00462349086477543	-0.413400662797774	3.07762091308081	7.94859979129015	0.0172433948827847	0.0962639038257099
Birc6	-0.41639026379834	9.06827294590159	5.67909479328487	0.0370898829063816	0.0944377537797424	-0.179988726666999	9.06827294590159	1.06275092901713	0.325532374377052	0.482791888401751	0.236401537131342	9.06827294590159	1.83374973107555	0.203843324622686	0.41330540755228
Snx15	-0.346597563443499	4.47910307839822	5.67761498197271	0.0371100740380548	0.0944579346880592	-0.370983628823051	4.47910307839822	6.31378030838531	0.0295636996402786	0.0883628461726445	-0.0243860653795515	4.47910307839822	0.0277877658969921	0.870745300320255	0.931833691326653
Pck2	0.362373487917594	7.09082609093815	5.67649706177737	0.0371251767029075	0.0944579346880592	0.656564626153901	7.09082609093815	18.483675876205	0.00136746883134972	0.0102434669356049	0.294191138236307	7.09082609093815	3.76627895211855	0.0793391967085318	0.236745169046308
Rdh11	-0.284389368577312	5.83286123729949	5.67630079448928	0.0371278493720168	0.0944579346880592	-0.142721037975053	5.83286123729949	1.41627396304876	0.259983706804167	0.410943720287993	0.141668330602259	5.83286123729949	1.40661805763186	0.261517511438236	0.478553594838959
Dusp6	0.293249093851435	3.75005619290141	5.67598183590537	0.0371326060680115	0.0944579346880592	-0.351378061490706	3.75005619290141	7.50441381397046	0.0198476897777505	0.0669923904115104	-0.644627155342141	3.75005619290141	26.615210665721	0.000353166666320141	0.0105279257733153
Megf9	-0.415576237904976	5.58708574024283	5.67576487306768	0.0371351380918753	0.0944579346880592	0.0620129567876193	5.58708574024283	0.125648129693002	0.72993702948631	0.827746105320498	0.477589194692595	5.58708574024283	7.48743766070955	0.019955984562642	0.105385048818578
Mybbp1a	0.199687713562993	7.4327902955868	5.67278556336137	0.0371756713641191	0.0945100092200037	0.347676953064478	7.4327902955868	17.110900993386	0.00178710237044123	0.0123016426500666	0.147989239501485	7.4327902955868	3.12308691051488	0.105917050918512	0.281940359398487
Grn	-0.293816944051099	7.70726284038752	5.67258516241248	0.0371784000493223	0.0945100092200037	0.951966169494282	7.70726284038752	58.7529457391736	1.21611852698219e-05	0.000425239194873748	1.24578311354538	7.70726284038752	99.6938406767225	1.01218921012602e-06	0.000378650415211681
Nedd1	0.226919484733487	5.7641905642587	5.67236368463023	0.037181422366882	0.0945100092200037	0.130663519884809	5.7641905642587	1.8559858753412	0.201327979450213	0.34245786448025	-0.0962559648486785	5.7641905642587	1.02405330806121	0.334096742732726	0.550103069892562
Fzd3	-0.319052080646981	5.62323581904548	5.67206505454083	0.0371854905072066	0.0945100092200037	-0.173096775631395	5.62323581904548	1.64902130980847	0.226443658281042	0.373042339136946	0.145955305015586	5.62323581904548	1.18274893743399	0.300902248297358	0.520042826562988
Rfx2	0.325251701516998	3.23795037039877	5.67097866044335	0.0372010810054407	0.0945152074235447	-0.587391274882126	3.23795037039877	16.1791296628893	0.00216085848052281	0.0139897828933925	-0.912642976399124	3.23795037039877	41.9531841172436	5.42255777877244e-05	0.00417044280738407
Il10rb	-0.301274242180085	2.94900977100397	5.67087156773129	0.0372024765230203	0.0945152074235447	0.127433786089145	2.94900977100397	0.979564448893799	0.34435693815847	0.501878122518254	0.42870802826923	2.94900977100397	11.6654972905565	0.00607370908421281	0.0516428543907664
Rabepk	0.298126347451227	4.26685146760037	5.66992400662454	0.037214817544348	0.0945275791148545	0.205805983463882	4.26685146760037	2.61299092863595	0.13532842264165	0.259293337022216	-0.0923203639873449	4.26685146760037	0.550101616462818	0.474385744960325	0.66985808540603
Fam13c	0.424541694473026	2.92893039864239	5.66748715620033	0.0372488445886147	0.0945726969752946	0.440494346479396	2.92893039864239	5.70154961914024	0.0367874426727554	0.103017867351859	0.0159526520063693	2.92893039864239	0.00837060659745607	0.92880819529465	0.963693725345901
Casp8ap2	0.440291484710635	7.59877986340511	5.66674373069632	0.037258049155352	0.0945726969752946	0.291695515529155	7.59877986340511	2.48007650429856	0.144641743674296	0.27216052066734	-0.14859596918148	7.59877986340511	0.648111702579496	0.438469909053455	0.641109590817556
Rwdd3	-0.331156392031513	5.31834804395734	5.66625789031848	0.0372646939402009	0.0945726969752946	-0.145201453506108	5.31834804395734	1.07330537028644	0.32325192892582	0.480303394570695	0.185954938525405	5.31834804395734	1.77736924941949	0.210410086429037	0.421805176542159
Zfp592	0.253954145240104	6.05000475969987	5.66595079418668	0.0372688808613691	0.0945726969752946	0.373757081429803	6.05000475969987	12.1394159122649	0.00539304371730939	0.0267601136450261	0.119802936189699	6.05000475969987	1.26881022393223	0.284839946223555	0.503815881395276
Bex1	0.373024456241267	6.79988011723521	5.66556174029607	0.0372741921552417	0.0945726969752946	0.755321531638535	6.79988011723521	22.9587588592741	0.00062193867377445	0.00594767052199119	0.382297075397268	6.79988011723521	5.98845332107671	0.0331630643221574	0.141272420809406
Ezh1	0.23389284399317	5.41915007476759	5.66532545249683	0.037277429640831	0.0945726969752946	-0.0538230202966944	5.41915007476759	0.293632805768047	0.599104933465307	0.727714633084011	-0.287715864289864	5.41915007476759	8.55118815772286	0.014335667363556	0.0860004094280279
Irak3	0.454227846006769	4.37218040302359	5.66447103850601	0.0372892970555035	0.0945838384816018	0.616005496356095	4.37218040302359	10.1132796975133	0.00914974979863175	0.0389967316076208	0.161777650349326	4.37218040302359	0.739083108952197	0.408973254007078	0.616946418230302
Rnf11	-0.257404423415045	7.36058263755377	5.66316750501457	0.0373069140232209	0.0946095562681481	-0.0817662162702682	7.36058263755377	0.569894736344217	0.466739267540748	0.615700679066369	0.175638207144777	7.36058263755377	2.63597232631114	0.133795999382237	0.322135171400406
Cul4b	0.345102702547945	6.93724318728384	5.66121660722701	0.0373336041419678	0.0946128492100202	0.158231594972555	6.93724318728384	1.18278262806619	0.300895706017352	0.455974664334835	-0.18687110757539	6.93724318728384	1.66299403193637	0.224620644308343	0.437552023370154
Fbxo10	-0.263815857105767	4.20867734039627	5.66116206472326	0.037334454615216	0.0946128492100202	0.0212814116076438	4.20867734039627	0.035949100175642	0.853201631117342	0.910701394097251	0.285097268713411	4.20867734039627	6.61304746273657	0.0266623035872162	0.124476555345188
Syngr2	-0.382264367057733	4.49376737876125	5.66113362235761	0.0373348261004697	0.0946128492100202	-0.0431876684752785	4.49376737876125	0.0714020545361837	0.794432407514564	0.873090050111301	0.339076698582454	4.49376737876125	4.46309015835768	0.0592357360716581	0.199575637709374
Fndc3b	0.224887245342814	7.21125751378087	5.66088629015298	0.0373381248897906	0.0946128492100202	0.242180295690016	7.21125751378087	6.53196062596827	0.0274129736568168	0.0838277541507679	0.0172930503472018	7.21125751378087	0.0335554136324395	0.858111616430295	0.92523220263816
Flrt1	-0.517713975135579	0.613506920244801	5.65878683776596	0.0373789481371314	0.0946973271587878	-0.0733100350749558	0.613506920244801	0.103608215946104	0.753802270776645	0.844589650182972	0.444403940060623	0.613506920244801	4.25703895192184	0.0644655226293824	0.209844345167459
Slc9a8	0.256030708681757	5.55958343823641	5.65510099211099	0.0374174271588841	0.0947758335163568	0.378184623454489	5.55958343823641	12.1761494085862	0.00534421879849171	0.0265573669436438	0.122153914772732	5.55958343823641	1.29892223597588	0.279504101796147	0.497647888534316
Bak1	-0.303909022354671	4.97633228905225	5.64843784008222	0.0375090162925931	0.0949818820065662	0.341508112979572	4.97633228905225	7.07898850031868	0.0227989013903295	0.0738620919630033	0.645417135334244	4.97633228905225	25.5469861263191	0.000414060261675014	0.0114381887133456
Szt2	-0.377000346971553	6.20680795733357	5.64803680787591	0.0375145220834394	0.0949818820065662	-0.244176575425169	6.20680795733357	2.3522884547152	0.154381300008529	0.284686227621033	0.132823771546384	6.20680795733357	0.700322361373631	0.421137741380895	0.62742137561963
Dip2a	-0.29363396863171	6.27986498225067	5.64754475570926	0.0375212967332294	0.0949818820065662	-0.316910581567886	6.27986498225067	6.50907489384508	0.0276294746546704	0.0843145473542909	-0.0232766129361759	6.27986498225067	0.0353842126545402	0.854344644409283	0.923544808703541
Hebp2	-0.658121391296685	-0.0478621832696431	5.6446987517084	0.0375924515949989	0.0951429681096072	0.0314540926880627	-0.0478621832696431	0.0120989106456047	0.914470597095658	0.948428723211268	0.689575483984748	-0.0478621832696431	6.57007623572477	0.0270848212558116	0.125660857546215
Wrb	-0.242173933266476	5.14154902593248	5.64118036089371	0.0376090711584506	0.0951524675116815	-0.126043848558292	5.14154902593248	1.50424477079779	0.246560750307732	0.396083464880409	0.116130084708183	5.14154902593248	1.29420515318573	0.280330702885383	0.498611029135664
