genes	logFC_TgvDMSO_6h_MIN6	FDR_TgvDMSO_6h_MIN6	logFC_TgvDMSO_24h_MIN6	FDR_TgvDMSO_24h_MIN6	logFC_Tg_24hv6h_MIN6	FDR_Tg_24hv6h_MIN6
Pik3c2a	0.106105322235441	0.401844663832487	-0.463932611434214	0.000645769050733243	-0.570037933669655	0.000230099516363245
Xkr5	-0.318648008016044	0.402054008096842	-0.533371472772987	0.128480409828225	-0.214723464756943	0.623561171299951
Gpx4	-0.138440949304774	0.402122621085542	0.272149526414568	0.0682820978688213	0.410590475719342	0.0165369775271522
Eid3	-0.595914053394906	0.402288788611783	0.662952854175232	0.201776711810916	1.25886690757014	0.0546700496297862
Aicda	1.12214103752274	0.4022924858664	1.40698123308221	0.22873319549207	0.284840195559468	0.815753068543509
Zdhhc6	-0.110840468619634	0.402728037211075	0.325938845082995	0.00901022167070723	0.436779313702629	0.00269197308207491
Sema6c	0.445135488552896	0.402754642125257	-0.105556802637967	0.869810116259932	-0.550692291190863	0.311575184174126
Rrnad1	0.19876089335766	0.402769823996955	0.174152821702476	0.457786250913645	-0.0246080716551837	0.929255089079233
Gstm7	1.25094361959226	0.402832734603391	-1.84685922085838	0.449422170707845	-3.09780284045064	0.119381491746745
Phf8	0.105521481424672	0.402832734603391	0.0933050556956514	0.469872926469973	-0.012216425729021	0.934489897269843
Scel	-0.232004607729505	0.40289366345772	-0.926642713284702	0.00149853743313634	-0.694638105555197	0.0334441224235646
Rpa2	0.145988240763089	0.403192530697463	0.135188300169092	0.434096596122386	-0.0107999405939967	0.957699667734571
Gpc6	-0.130319220275477	0.403334104221466	0.19472619012521	0.166673288705435	0.325045410400687	0.0393037961556438
Arsg	-0.313085391602446	0.403334104221466	-0.150313330346609	0.687938785224365	0.162772061255836	0.696495174299693
Styxl1	0.790860906152544	0.403348439612131	0.023442550339557	0.985092513922627	-0.767418355812987	0.425410363530795
Syk	0.425327424628353	0.403348439612131	-1.54494973042208	0.014562904412347	-1.97027715505043	0.00531224135755673
Trim3	-0.116542406838499	0.403348439612131	-0.141137666424559	0.293590984069532	-0.0245952595860605	0.880669138116601
Mybl1	0.123929517100274	0.403348439612131	-0.281781136737922	0.0501522762622608	-0.405710653838196	0.0114184561655464
Gm16845	0.351988957923544	0.403410759181017	0.665180120655838	0.062151456627306	0.313191162732293	0.421676577255094
Six1	0.120137348696338	0.403423041850504	0.425757902437974	0.00177889871619639	0.305620553741636	0.0328862519404976
Cog4	-0.106208783367148	0.403423041850504	-0.0453054185798496	0.746212202704005	0.0609033647872987	0.658702684631658
Farsa	0.171808591938586	0.403423041850504	0.369897125522206	0.0452893758887114	0.19808853358362	0.322699664067935
Zfp658	0.248698641278608	0.403423041850504	0.427569123699825	0.103344796166971	0.178870482421217	0.543241263946139
C230037L18Rik	0.791512393992303	0.403423041850504	-0.380654951430129	0.755328770081109	-1.17216734542243	0.24446983223597
Zfp277	-0.16086903149341	0.403514957237875	0.0595483620901802	0.772245843255243	0.22041739358359	0.250245061452152
Plekhh2	0.121058682676023	0.403514957237875	-0.540957659193208	0.000548516810164159	-0.662016341869231	0.000255173839608509
H2-Q1	0.982017081186631	0.403766997584386	0.682051458472587	0.581842930805836	-0.299965622714044	0.801493925274795
Serpina3i	1.77420458289733	0.403813389609708	2.29760407968216	0.194820562845011	0.523399496784832	0.750078279401276
Fgfr1op2	0.0937703972481764	0.403825442191851	0.15875693215421	0.138906361076777	0.0649865349060341	0.580457266620247
Agrn	-0.140944315071631	0.403873573498521	0.30023548243639	0.0432504184583662	0.441179797508021	0.0119812538666142
Ubl3	-0.0998228516703058	0.404140159274721	-0.19074337982058	0.100235765200566	-0.090920528150274	0.460836937052905
Casp4	0.768965951145518	0.404592801414406	4.0381157708251	2.81634599014554e-08	3.26914981967958	2.46432430905341e-06
Pwwp2a	-0.102870318792976	0.404607355496727	0.0294906949592472	0.830592874092033	0.132361013752223	0.283776477085772
Cipc	0.128730784662584	0.404729837168135	0.0705580798168254	0.673606217019515	-0.0581727048457584	0.730611127463969
Slc22a18	0.746065864978657	0.404731902027698	0.108881792052569	0.924628843757161	-0.637184072926088	0.483551356784717
Cpsf7	0.114477092405731	0.404731902027698	0.198681257439147	0.134228359102508	0.0842041650334161	0.555797202573928
Gm10125	1.3798832728006	0.404806484905895	-0.850611861328395	0.739994338585593	-2.23049513412899	0.237816998058862
Bptf	-0.111577702072891	0.404806484905895	0.0781756807311845	0.588534760325173	0.189753382804075	0.155413852842554
6430584L05Rik	0.723940399450863	0.404830821689526	-1.10564273889105	0.317355659303242	-1.82958313834191	0.0791147342044122
Mrpl35	0.121219588349567	0.404860963768019	0.351696538275295	0.00818206569734627	0.230476949925728	0.102842487049546
Zswim6	0.190374766027662	0.405225324228608	0.0511116024117213	0.841402291877453	-0.139263163615941	0.559386714377368
Fdx1	0.192495115970127	0.405320013645018	0.238821581215981	0.271088546591529	0.0463264652458534	0.857935534214941
Ufsp1	-0.307538024270711	0.405430422095856	0.0758597424142995	0.839655108976032	0.383397766685011	0.297042641192611
Hace1	0.103928582600259	0.405534335239082	0.137239825046893	0.255002257330375	0.0333112424466342	0.8122195588644
Opcml	-0.388159795747661	0.405556579150446	-1.50684181932473	0.00339945817753228	-1.11868202357707	0.0603083804326652
Gm12522	-0.483186807240436	0.405595535391078	-1.92499171875549	0.00420002380623963	-1.44180491151505	0.069520699456497
Sdr9c7	1.97608589985029	0.405637198133682	1.38672796622923	0.604526809077872	-0.589357933621061	0.784014761727916
Prkdc	-0.125571645376256	0.405637198133682	0.0511128634422303	0.76044467342901	0.176684508818486	0.240941839427506
Dync1h1	0.128314048110468	0.405643691571555	0.251134037790806	0.0974829319165852	0.122819989680337	0.433800907649393
Ppp2r5b	0.100477264649406	0.405756031244466	-0.109823333687323	0.364717648801599	-0.210300598336729	0.0864916403147989
Ncoa4	0.123381999394429	0.405935966847727	0.0529620076768006	0.748226234448425	-0.0704199917176285	0.659906997253169
C2cd2	-0.127229776556909	0.406122355081454	-0.0653951236768247	0.682931967697867	0.0618346528800841	0.71381523706514
Timm21	0.231811973877918	0.406244841310014	0.931979077286849	0.000291955623315371	0.700167103408932	0.00899013780697932
Cdh13	0.549241086163592	0.406308044684351	-0.0296421509043496	0.97086145949554	-0.578883237067942	0.392017146648575
Nae1	0.116326347159433	0.406526799568134	0.0389014043481972	0.806538603524266	-0.0774249428112354	0.601129291036804
Pttg1ip	0.102343390517822	0.406526799568134	0.331015539879845	0.00514479075062936	0.228672149362023	0.0627286751264446
Pde1b	-0.175720725252316	0.406917029141223	-1.06921842627936	3.51613686331436e-05	-0.893497701027048	0.00125480327754502
Rab20	1.37984477056019	0.406917029141223	-0.143814424503474	0.954472720903332	-1.52365919506366	0.378552114233867
Dnajb11	0.0926376459160852	0.406917029141223	0.693504206853693	1.45279999295134e-06	0.600866560937608	3.08291746573992e-05
Unc119b	-0.114554814368836	0.406980644917559	-0.326462261714082	0.0143095592828109	-0.211907447345246	0.132049861452313
Pbld2	0.440369544784613	0.407077271545851	-0.453610566688647	0.440993946097345	-0.89398011147326	0.117437396564149
Gtf3c5	0.110691518942113	0.407179829443979	0.0698815601987659	0.620476885571645	-0.0408099587433474	0.783887339193258
Bricd5	0.612328558550123	0.407275911199008	-0.49965240064844	0.573561581594087	-1.11198095919856	0.164299970139781
Ocln	-0.306768246642187	0.407553051718218	0.124119322218191	0.730386613350998	0.430887568860378	0.237205853251724
Pcbp1	-0.0988057574680306	0.407553051718218	0.0191858618001026	0.894756084262654	0.117991619268133	0.325509433044799
A230046K03Rik	0.116826162717887	0.407553051718218	0.519409400739399	0.000352007131373807	0.402583238021512	0.00696308805921521
Dhdh	-0.17532389557314	0.407553051718218	0.280515248675005	0.120858541157444	0.455839144248145	0.0316102528893618
Ydjc	0.311985298463459	0.407553051718218	0.284059507234579	0.433356061846292	-0.0279257912288798	0.948692160733984
Slc17a5	-0.135783309513492	0.40755602190775	0.25755975410622	0.0728713902014767	0.393343063619712	0.0190886955883675
Scarb1	-0.127033399692591	0.407682229063417	0.0871290210618438	0.573859596509501	0.214162420754435	0.159488675289204
Traf7	0.106577039278195	0.407695727607066	0.19205304401047	0.112202126353915	0.0854760047322749	0.518278946590796
A330050F15Rik	-0.276930089582969	0.407950321716198	-0.0174742613789583	0.961954607639592	0.25945582820401	0.450051274679362
Prr3	0.129175879893325	0.407963144014413	0.142944812839501	0.342491632047985	0.0137689329461755	0.940505767245318
Inhba	0.510464805277858	0.407969953877154	1.40858840524263	0.00427514186421682	0.898123599964773	0.0749134819765564
Fam212b	-0.204560420536408	0.407969953877154	-0.696667284611139	0.00455271306919027	-0.492106864074731	0.0718591305099266
A930005H10Rik	0.295355256467565	0.408144072200519	0.721755151259543	0.0174442001459527	0.426399894791978	0.188578497210559
Cfap53	0.660448428867829	0.408160800663053	0.413882104028817	0.621596501742993	-0.246566324839013	0.767230308089786
Cntn3	-0.186850868773442	0.408275337714194	-0.640369169436708	0.00417506785526466	-0.453518300663266	0.0684882354041227
Polrmt	0.148733461660703	0.408395463609667	0.296820022882569	0.0638364651738978	0.148086561221865	0.404354861102913
Pnkd	-0.20491347410066	0.408606893264972	-0.260330974166652	0.265591974895709	-0.0554175000659925	0.849177980311866
Mrpl20	-0.148994242957882	0.408696390879453	0.259535144429241	0.100745961508157	0.408529387387122	0.0257031165896041
Krtcap2	0.104474605379215	0.408874793159014	1.01420598988413	2.97509162647957e-08	0.909731384504913	8.60433305792843e-07
Timm10b	-0.167405094000888	0.408924315744358	0.215738075144355	0.230822758265226	0.383143169145243	0.0573333892744683
Pagr1a	0.163876314075624	0.40894904299579	0.0908026498585395	0.66353826841973	-0.0730736642170845	0.735280613681082
Ampd3	0.988976457989413	0.409034211370325	0.412211593305359	0.769386155942083	-0.576764864684054	0.631191453246653
Piezo1	0.292219087059514	0.409130105647008	0.638078621187393	0.0358226104981662	0.345859534127879	0.294134213503683
Snord71	-1.44237432783257	0.409433117602691	0.0645595607620616	0.966176098813119	1.50693388859464	0.391913640154422
Tyk2	0.123523030644453	0.409449333519662	0.276122238387871	0.0416970010946447	0.152599207743418	0.298986267223714
Usp37	0.106104961808461	0.409526050093223	-0.0016521447646195	0.992071414513215	-0.10775710657308	0.409896835633459
Spata9	1.2292921979436	0.409526050093223	-0.717539489010242	0.744613529733681	-1.94683168695384	0.242148166826839
Patl1	-0.0989649227875552	0.409582749768073	-0.262257760579462	0.0226960487352576	-0.163292837791906	0.178075784209597
Fgf15	0.844709076581939	0.409720981950198	0.795422096414251	0.420532495846868	-0.0492869801676881	0.963805894254875
Suv39h1	-0.098421660807506	0.409938904025217	-0.312012769983345	0.00742412612213414	-0.213591109175839	0.0817823326016397
Cryl1	-0.287056037070549	0.410010811035786	-0.663458836244149	0.0424930581576784	-0.376402799173599	0.329199905834433
Coq6	0.155138730870369	0.410166698822612	0.184605951733794	0.298443403188283	0.0294672208634244	0.891236626483044
Atp6ap1l	0.903655395553799	0.410166698822612	-0.218101319270907	0.883661867349339	-1.12175671482471	0.327423603707483
Usp47	0.105290774389098	0.410166698822612	0.181279528809445	0.143498136433483	0.0759887544203465	0.569483272589804
Cahm	-0.527706281371714	0.410193547690073	-0.0824439337406336	0.901170664699509	0.445262347631081	0.5084171661154
Thsd7b	0.561639548702716	0.410711548806558	-0.59288156689141	0.454822649068852	-1.15452111559413	0.123588795421085
Ccdc122	-0.224464342651321	0.410867107180114	-0.200437171322011	0.442425689414051	0.0240271713293099	0.94304360021499
Usp15	0.100604616713774	0.410970907648632	0.169232576032212	0.152505647494492	0.0686279593184381	0.593444717789263
Chm	-0.101451944673597	0.411313295458156	0.0393929758081276	0.775698664474477	0.140844920481724	0.253138225118328
Cnot11	0.117718316534187	0.411478263779022	0.330621813582274	0.0139115872287915	0.212903497048086	0.129761750671466
Gck	-0.167411254679059	0.41152210767317	-0.5302375558931	0.00706544931355943	-0.362826301214041	0.0967356040445806
2310033P09Rik	0.164128482232531	0.411823902520333	-0.140968985491138	0.491059663898342	-0.30509746772367	0.134032422310787
Acvr1	0.100577435317455	0.411859173709995	-0.0855609589768452	0.499827737760846	-0.1861383942943	0.130934672501806
4930513N10Rik	0.471885772958331	0.412031489831724	0.404029130388691	0.471318532565324	-0.0678566425696401	0.914905602098084
Amy1	-0.445271916534336	0.41217540092315	0.00681995769282672	0.990943435081883	0.452091874227163	0.412734946116521
Chmp1b	-0.119449781377508	0.41217540092315	0.307418268317135	0.0195492319803185	0.426868049694643	0.00598944104421313
Dnd1	0.796677889758206	0.41217540092315	1.28139174991263	0.11017597479731	0.484713860154428	0.561518797317104
Palld	0.161999164676667	0.412247935830183	0.260577956224833	0.144071989554658	0.0985787915481661	0.63022317582669
Rufy1	0.135090642654985	0.412276295637679	0.347739784298614	0.0191482409495272	0.21264914164363	0.181620612869851
E530011L22Rik	0.44817973582389	0.412409855061083	-0.0767153481550406	0.909886711849065	-0.524895083978931	0.348493981554131
Hnrnpul2	0.090223009249019	0.412514235095405	0.0386759104604909	0.760255057305836	-0.0515470987885281	0.664660426391721
Clip4	-0.120626491355586	0.412534453147328	0.504386791584841	0.000366223722564204	0.625013282940428	0.000241521624354661
Gm14295	-0.370113061718217	0.412577487044797	-0.0832481315518068	0.859758886783411	0.28686493016641	0.548248345750615
Tet3	-0.110212570299124	0.412604463888067	-0.0348587159098988	0.821498988290203	0.0753538543892252	0.596678443429779
2210011C24Rik	-0.571288208931833	0.412615998664281	-0.715168633266426	0.270502945904617	-0.143880424334593	0.87346596704813
Gabrq	-0.155490905747304	0.412681148297593	-0.114323921165697	0.548226773395071	0.0411669845816072	0.851369529497732
Ifnar2	-0.210283535413947	0.412980354376714	-0.0701243512411656	0.797833517728913	0.140159184172782	0.610075623546599
Scd4	0.739010463369533	0.41298216318254	-0.766735593635558	0.499135092143309	-1.50574605700509	0.138601576973745
Wash1	0.1425898062075	0.413046320669917	0.365636459684759	0.0182565211112976	0.223046653477259	0.182517707635853
Rpl4	-0.0995712210371346	0.413052322118874	0.323338926126992	0.00738124480808298	0.422910147164126	0.0019445549460844
Add3	-0.0975362291256957	0.413145587586591	-0.969404107201075	9.28262689518653e-08	-0.871867878075379	1.96333864524698e-06
Tubb1	1.01906205378377	0.413334678075817	-0.743018320234597	0.666002018295991	-1.76208037401837	0.207854783709524
Usf1	-0.129077938587021	0.413367767670683	0.0490140088572755	0.773400637618275	0.178091947444296	0.257358960077086
Zfp874b	0.274990337756438	0.413527030922116	0.716818271667417	0.0117890517879288	0.441827933910978	0.146498095180466
Smim13	0.105812737319748	0.413771534207097	0.000995609997401843	0.994848837214734	-0.104817127322346	0.426605552384761
Nop9	0.120504245828514	0.414162373840231	0.333500979819095	0.0131737149414811	0.212996733990581	0.136802809141367
Pdss1	0.237690533740405	0.414222773468481	0.0950835450384591	0.766071673625714	-0.142606988701946	0.643789455636656
Mir7115	1.51037465258173	0.414444217053453	1.571846138065	0.365712697844256	0.0614714854832761	0.972411105398611
Spire2	0.173095631203884	0.414471217977131	0.0084263902089363	0.972768327911526	-0.164669240994947	0.447065891347389
Pabpn1	-0.10293851423771	0.414471217977131	-0.0528752105745159	0.702487908105244	0.0500633036631943	0.717082085357756
Mms19	0.127827555846135	0.414471217977131	-0.00809665505658022	0.966176098813119	-0.135924210902715	0.393261565656058
Bbs2	-0.11351126810022	0.414482904812282	-0.163931095792311	0.211908935636709	-0.0504198276920909	0.74519038139595
Elmod3	-0.175671517243648	0.414520588934994	0.0881342467648132	0.683252905443819	0.263805764008461	0.215403778388869
Metap2	-0.104693227135853	0.414759197443202	0.0170851336277625	0.913378571711961	0.121778360763615	0.347023908114293
Uba3	-0.103360023792714	0.414840018282473	0.171418259781412	0.14791988085513	0.274778283574126	0.0338520645093044
Fermt3	0.676959701033291	0.414929415646433	0.30067103947467	0.74625002622463	-0.376288661558621	0.661050267062777
1700023F06Rik	0.39161499602018	0.415111721855597	-0.0497510235124787	0.933582640077475	-0.441366019532659	0.369370720509866
Nabp1	-0.198822086343101	0.41515640608564	0.705818040238477	0.00107282638991638	0.904640126581578	0.000651487618130596
Gm16675	0.461522657595754	0.415238057177777	0.0662488701958852	0.92442090814056	-0.395273787399869	0.495623922020556
Tom1l1	-0.149701127883548	0.415279146958597	0.568134329146618	0.000627167683218251	0.717835457030166	0.000435532592904844
Ptk2b	-0.346109024053651	0.415473198713073	-0.354242710190778	0.374513716274606	-0.00813368613712782	0.988176741255182
Mmp12	-2.32138104424596	0.415711351496905	3.69830975313045	0.000153004039428416	6.01969079737641	0.000371557253201683
Dlat	-0.107938238764638	0.415748912275522	-0.0132247489618888	0.934778001791818	0.0947134898027493	0.488324140241693
Slc16a13	0.354290061083676	0.416043211813051	0.0498229780474694	0.924715699648618	-0.304467083036206	0.495694553777138
Epb4.1l4a	0.462422104308613	0.416186044747289	-1.62861485275604	0.0219921227295567	-2.09103695706466	0.00774245979268541
Hdac7	0.192708531471464	0.416283717705636	-0.22747573060077	0.338627715219288	-0.420184262072234	0.0857240299844098
Gfod2	0.205493583905856	0.416283717705636	-0.208612187422349	0.418502670725578	-0.414105771328205	0.112038645839476
Gm20767	1.52112126819058	0.416283717705636	1.82876754374849	0.264649218731555	0.307646275557909	0.84872827510254
Phf24	1.06407905599111	0.416293014887326	0.79276386459571	0.561244561840211	-0.271315191395403	0.836658574106466
Mir568	-0.447025804635683	0.416370804640421	-0.539628569302592	0.29110669100711	-0.0926027646669093	0.894521148832344
D130040H23Rik	-0.243876874025523	0.416598235864273	-0.491895235974417	0.0753795857877191	-0.248018361948894	0.449629628653829
C2cd4c	-0.180279208365954	0.416704880074462	0.647084969448735	0.000977185234919955	0.827364177814689	0.000645792711461369
Cdh20	1.02743828953564	0.416704880074462	-0.350995548915533	0.83980970785726	-1.37843383845117	0.304514798856911
Zfp568	-0.125447232623731	0.416917469007408	-0.117956268635246	0.452091731221202	0.00749096398848512	0.968220456445068
Fam179b	-0.102292483931411	0.417061217059347	-0.0393073889097261	0.785824309560405	0.0629850950216849	0.640479898762496
Cacna2d4	0.48908265364082	0.417091542910504	-0.849228912129197	0.210006208317876	-1.33831156577002	0.0546700496297862
Ahdc1	-0.168671198803636	0.417091542910504	-0.325034360719883	0.0917920166981559	-0.156363161916247	0.479140676285635
Rptoros	-0.682371137831384	0.417169693946029	-2.56084224016177	0.0110433100186102	-1.87847110233038	0.133980663182239
Arid3a	0.234789943622424	0.417290926517305	0.106645085256613	0.73065933799744	-0.128144858365811	0.679260306889857
Abcb1b	0.234839763900883	0.417290926517305	0.393736596458461	0.122106825506151	0.158896832557578	0.583540801031884
Tardbp	-0.141681941184771	0.417354434497855	-0.148128401150468	0.411668516441701	-0.00644645996569719	0.976047295775726
Slc2a4	0.376490163438953	0.417361659384841	-0.972838184346124	0.0576139164941788	-1.34932834778508	0.0171320235258868
Tnpo3	0.0927528311709339	0.41755571101486	0.281844294438355	0.0105640488460823	0.189091463267421	0.0959261000034968
Gsta4	-0.771323473075625	0.417996274279972	-1.02990429893879	0.250449163293493	-0.258580825863167	0.839456766304595
Smc1a	-0.0896808494929055	0.418313186688752	-0.0344316881660455	0.785984188182145	0.0552491613268601	0.641282480348867
Lrrc1	0.142444739662228	0.418340387241515	-0.425138095489245	0.0140552660277117	-0.567582835151472	0.00468391252491742
D830013O20Rik	2.40297335260759	0.418574157757	2.98246996432194	0.231026134538963	0.579496611714349	0.781230049719179
Thbs3	0.217856103109508	0.418601307884645	0.211373940938373	0.414355300796765	-0.00648216217113468	0.983909892425921
Fbxo33	-0.109805104163506	0.418601307884645	-0.141876611446037	0.285763230816801	-0.0320715072825315	0.836348824740952
Akr1c18	0.719746420822165	0.418601307884645	-0.81115567925066	0.465415939511359	-1.53090210007283	0.129539193460623
Ckap5	-0.0846924006698224	0.418932210168291	-0.408240630599548	0.000333277650096546	-0.323548229929725	0.00506541587391415
Zbtb34	-0.128692140310719	0.418932210168291	0.100606538766327	0.521699533103109	0.229298679077046	0.145584874817284
C1rl	0.689692639022892	0.418932210168291	0.701930791803793	0.383184874805789	0.0122381527809011	0.989485272980893
4933432I09Rik	0.531990511268059	0.418991325517347	-0.775726777100179	0.308433368515293	-1.30771728836824	0.08111883236613
Rabl2	0.180051808075033	0.419014087366157	0.138411478774406	0.536011740326218	-0.0416403293006268	0.869766185175625
Gxylt1	-0.12232203235023	0.419014087366157	-0.20727526730119	0.153682979573234	-0.0849532349509603	0.5992924261978
Rnf215	0.201162315499854	0.419466151874842	0.72172954313011	0.00130932526538206	0.520567227630257	0.0282717781538659
Chic2	0.116375898449763	0.419590390153149	0.249545695625103	0.0559382201690064	0.13316979717534	0.349943038709174
Apbb1	-0.102403340040809	0.419688343828579	-0.255373363580589	0.0336554103714972	-0.15297002353978	0.233986359178267
Oplah	-0.260231915737762	0.419885646250855	0.0380326466408088	0.914156315770272	0.298264562378571	0.35814524184046
Dixdc1	-0.206406984048412	0.419885646250855	-0.628950144570199	0.0105436521184965	-0.422543160521788	0.127283947136038
Pcnt	0.102245352915945	0.419907960930185	0.0363781180699875	0.801303648403882	-0.0658672348459578	0.624484115309646
Klhl41	0.715223006451184	0.420120243371134	0.139003621948401	0.899372916725193	-0.576219384502783	0.523296800666531
Asb9	-0.842815740633083	0.420151030733243	0.68481596725956	0.358484739387808	1.52763170789264	0.103070464412203
Prss35	1.13214422665504	0.420196170599477	1.57319343624529	0.182032935812537	0.441049209590242	0.712979770352754
Gm7173	0.423987848745446	0.420331111687485	0.603991878661789	0.192499290301027	0.180004029916343	0.732765527234332
Dcun1d4	0.108590127100925	0.42040728956108	0.0267136208029572	0.864943763518545	-0.0818765062979681	0.560732737946051
Mrpl47	0.144450400853439	0.42040728956108	0.334648063109302	0.0350963188699211	0.190197662255864	0.271570310552696
Polr3gl	-0.167044334713108	0.420498615893034	-0.0798664252546674	0.709718828196699	0.0871779094584405	0.701900190595297
Micall2	0.545338858646532	0.420505100084248	0.885468816686309	0.121743814673114	0.340129958039776	0.586745080637783
Pcsk6	0.216346927847657	0.420528037655907	1.07362099189216	3.54546219952904e-05	0.857274064044507	0.00141781402150475
Ston1	-0.245491539892986	0.42055267731843	0.216121698744296	0.425241345131963	0.461613238637282	0.118848416618223
Snord16a	0.282871563066004	0.420640781974851	0.474812286742858	0.121638271409045	0.191940723676854	0.57976988002744
Mir7666	-1.1053513328924	0.42082774736695	-0.280636189617854	0.823636201522017	0.824715143274544	0.586674297377225
Ssmem1	0.749486639940635	0.420895435943953	-0.20239025424209	0.867726123946461	-0.951876894182725	0.325373969862616
Gm15545	0.316775601109078	0.420918231216414	0.609330963179981	0.0688024887293766	0.292555362070903	0.425842235101063
Ralgapa1	-0.122317424496532	0.421029411046204	0.0629034798104875	0.712588763166497	0.18522090430702	0.220850869553504
Fxyd7	-0.839581977783566	0.421029411046204	-3.56698681163756	0.0121431885776527	-2.72740483385399	0.133985043962586
Tmem150a	0.288144563967936	0.421071210868176	0.624642529126053	0.0403548331349813	0.336497965158117	0.309101450513924
Cwc22	0.100792581491123	0.421081604292662	0.196130959670867	0.0911313366817984	0.0953383781797437	0.450393690158638
Gng5	0.151631530064336	0.421081604292662	0.869059526348918	1.37070624346455e-05	0.717427996284582	0.00046603633227773
Olfr975	1.58465579458732	0.421081604292662	-4.97632966795939	0.338371316473199	-6.56098546254672	0.100904073840005
Ptrf	-0.548351334386456	0.421154511088869	-0.292206512663298	0.657414394420536	0.256144821723159	0.743883636312578
Nbeal1	-0.117594906222366	0.421679055823488	-0.0514992673407256	0.750845498749344	0.0660956388816407	0.677715026442279
Rnf216	0.0895880723870012	0.421679055823488	0.0731496302203215	0.528502378252757	-0.0164384421666798	0.898813035566777
Pip5kl1	-0.304188352314634	0.421778163779136	-0.653659810288376	0.0638090679938873	-0.349471457973742	0.408773381989531
Dnm1l	-0.0958432921868109	0.421805250349171	-0.026868949655424	0.847859122254717	0.0689743425313869	0.582967449783039
Hrh2	0.735896022176293	0.421902830107756	-0.629531770396553	0.584325210241691	-1.36542779257285	0.175951229232823
Wdr17	-0.226448910956303	0.422396030396256	-0.0876591394501993	0.765230789088222	0.138789771506104	0.651239301687461
Neto1	-0.529270072512214	0.422396030396256	0.0437644172547379	0.949738972753752	0.573034489766952	0.388981146411687
Mical3	-0.102169930944299	0.422446790802779	-0.223979846913099	0.0609655450646428	-0.1218099159688	0.350388593840489
Atp2b3	0.999752451851047	0.422446790802779	-0.0989416756746203	0.954484594847504	-1.09869412752567	0.393227822639801
Commd5	-0.342170871743748	0.422455363924068	0.0357551966112716	0.938417211530821	0.37792606835502	0.380361009179825
Tnfrsf22	0.212487148361435	0.422697685045805	-0.212273758785829	0.43398018145267	-0.424760907147263	0.118952963277429
Coq7	-0.249547982108896	0.422818749889113	-0.209854471832554	0.483685925935287	0.0396935102763418	0.9159476907377
Lgals3	1.13397927693819	0.422852458840284	5.74085645394415	1.65427692206976e-09	4.60687717700596	1.59583120161507e-07
Nat10	0.121084328187869	0.423446021433065	0.557468649232693	0.000224946367988272	0.436384321044824	0.00559491703896635
Tbl3	-0.120763311153962	0.423446021433065	0.0749937315565722	0.623266643924183	0.195757042710534	0.190637206896769
Psmd12	-0.097746143262735	0.423446021433065	-0.0406094078581926	0.766634527093362	0.0571367354045424	0.665530155678082
Klc3	0.308776857484406	0.423510561809098	0.0802975351886654	0.854222315895473	-0.22847932229574	0.568343989657244
Asic2	0.458712784629324	0.423529877807879	-0.991430685511329	0.127053093770085	-1.45014347014065	0.0350022115528973
1700021K19Rik	0.10361701203289	0.423831761290446	0.122693579657617	0.334898548568054	0.0190765676247265	0.898604463309954
Gpalpp1	-0.102387532274374	0.423952948470706	0.0780280138124667	0.551609448345505	0.180415546086841	0.155514196926113
Ehbp1	-0.139042236111654	0.423974752203375	-0.0193693161212616	0.925439198251278	0.119672919990392	0.506344052007256
Fmo4	0.810812951191241	0.424000073738682	-1.56778725652312	0.259323966344391	-2.37860020771436	0.0665164232090046
Dhx37	0.139308106967283	0.424066339993017	0.584485879044913	0.000462682970458212	0.445177772077629	0.0111131675596536
Pcbp3	0.100277224447459	0.424240565451245	-0.100199972351765	0.43387616958181	-0.200477196799225	0.112041993239636
Pdgfd	1.20638392329509	0.424240565451245	-1.66223971220021	0.484447235926341	-2.8686236354953	0.139152485931547
Lca5l	0.655303799845257	0.424345103794563	0.0446967337585336	0.96583313191464	-0.610607066086723	0.465402121524768
Psmc4	-0.119201488260671	0.424450507769357	0.186288212450704	0.182630206126726	0.305489700711375	0.0432164214271437
Gsx1	1.22646047665918	0.424450507769357	0.128503357922295	0.952586584792195	-1.09795711873689	0.47940173720612
Stt3b	-0.0862915560118629	0.424456142542912	0.389136877053446	0.000583591471595379	0.475428433065309	0.000236380563324471
Anxa13	-1.23639926993337	0.424674170721624	-0.26280709591696	0.851559714228246	0.973592174016406	0.566067282175441
Zfp36l3	1.18772241185602	0.424750439417182	0.0757185962447247	0.97007692420047	-1.1120038156113	0.461067916628343
Snora44	-0.949472007184835	0.425152206852179	-0.0126623951656525	0.991465190353652	0.936809612019183	0.441215677394842
Lrp2bp	-0.363456291635958	0.425416290157275	-1.11890498029528	0.0148055532192037	-0.75544868865932	0.161307341635589
Dcaf6	-0.102902761633824	0.42542165352544	-0.258779777767154	0.0341821977481854	-0.15587701613333	0.233295568425523
Arid3c	0.802332157817363	0.425570446269038	0.108824897979096	0.933582640077475	-0.693507259838267	0.497502220680706
Mthfd1	-0.107564434565616	0.425679156636242	-0.058245269075843	0.691267248733033	0.0493191654897725	0.74005372915522
Rasgrp2	0.582384848525668	0.425686772128845	-1.47394321300986	0.107056198189953	-2.05632806153553	0.0303222585949966
Zfp13	0.162989136284841	0.425991573746647	-0.0758850824672737	0.733691234502267	-0.238874218752115	0.246935187336914
