genes	logFC_TgvDMSO_6h_MIN6	FDR_TgvDMSO_6h_MIN6	logFC_TgvDMSO_24h_MIN6	FDR_TgvDMSO_24h_MIN6	logFC_Tg_24hv6h_MIN6	FDR_Tg_24hv6h_MIN6
Tomm20	-0.423262584239454	0.00227643942179768	-0.241448809329309	0.0443695410365356	0.181813774910145	0.155305087655271
Srsf1	0.422853882021711	0.00227750270938092	0.322580606483022	0.0106445952953384	-0.100273275538688	0.436438466500983
Dbn1	-0.51336812693399	0.00228721119909261	-1.29758942811319	5.65734751284329e-08	-0.784221301179197	0.000219577815457705
Sgpl1	-0.387155627704524	0.00229157131358987	0.0507052275305866	0.68658403223975	0.437860855235111	0.00104541339399949
Tmem147	-0.497685438041293	0.00229157131358987	-0.31101701182857	0.0226425009987831	0.186668426212723	0.222209747781564
Ank3	-0.426744058402624	0.00229945622140526	-0.752967111975774	3.49084848801401e-06	-0.32622305357315	0.0190706924832834
Siglec1	6.85036713872184	0.00230089981007027	3.30830772561843	0.415421957671433	-3.54205941310341	0.0110070123492079
Dscaml1	4.92134191348998	0.00230089981007027	1.73637540937013	0.524810195119914	-3.18496650411985	0.0102612831020848
Tmem63b	-0.365796839387551	0.00230221916527772	-0.52799998565029	3.36649082873908e-05	-0.162203146262738	0.147758972036056
Cdc45	0.454203473403786	0.00230397297197322	-0.0229957128315997	0.890420051336921	-0.477199186235385	0.0019863110307853
Zdhhc8	-0.442911154637002	0.00231912419624722	-0.629967545809616	3.52903009211015e-05	-0.187056391172614	0.173906935076841
Flnc	3.48424252987642	0.00231912419624722	1.09013851270294	0.480711144039697	-2.39410401717348	0.0117694574313001
Kcnk9	-0.796584307879349	0.00231912419624722	-1.21060552009586	1.56904878658343e-05	-0.414021212216509	0.134310586796215
Arhgef9	-0.443431159654252	0.0023285910664229	-1.3626211504442	5.53380634606064e-09	-0.919189990789947	9.1520224642179e-06
Tcf24	-0.495464765343215	0.00233085494496177	0.0476468685696805	0.75544510518634	0.543111633912896	0.00136070974281965
Hgh1	0.921243702979273	0.00233625582540022	0.977132069688615	0.000399593414331575	0.0558883667093413	0.841609639925349
Lamtor5	-0.560041145582475	0.0023397012234803	0.129370147986459	0.400053434090426	0.689411293568934	0.000464781774844292
Arl2	-0.518289734469237	0.0023397012234803	-0.40051737813301	0.00583349863629559	0.117772356336227	0.479857454178539
Mrpl33	-0.669748304902786	0.00233990033226509	-0.239921650803737	0.172184799783958	0.429826654099049	0.0429712309119118
Ccdc86	0.548203999000888	0.00234050858917587	0.564791008123385	0.00065116586064763	0.0165870091224965	0.929061077540453
Commd1	-0.520033611410704	0.0023468860417716	-0.0430561095710202	0.792791465148895	0.476977501839684	0.00554865945015419
Atad3a	0.500239610630392	0.0023468860417716	0.756735234818598	8.93242246443018e-06	0.256495624188206	0.0704433778677518
Ryr1	4.1512994022454	0.0023468860417716	1.00540514117345	0.64923929134687	-3.14589426107195	0.00728471552452609
Pou2f1	-0.434973693090843	0.00234708089767322	-0.482036836369995	0.000442577786421667	-0.0470631432791514	0.750183015294325
Dpp4	-0.553041170122863	0.00235453236102581	-0.583622527985233	0.00054407155451298	-0.0305813578623706	0.879859681987207
Obscn	3.86763072478188	0.00235822250596897	0.655077491182413	0.75544510518634	-3.21255323359947	0.00565631471077019
Sgip1	0.390840719386852	0.0023625526060198	0.0512434406070552	0.699175865163919	-0.339597278779797	0.00760009147603479
Tceb1	-0.39644526840884	0.00236362857694023	-0.204161631642556	0.0664792720922326	0.192283636766285	0.112072657231297
Btd	-0.701746249561692	0.0023652117218616	-0.0532841355501435	0.800374159187468	0.648462114011549	0.00540916132410675
Best2	3.76822696166567	0.00236821168964674	-0.314240317236955	0.912102534647991	-4.08246727890262	0.00227729829352667
Napb	0.451415240889169	0.00236821168964674	1.06620774052893	3.44531596720616e-08	0.614792499639757	9.79207110859249e-05
Actn4	-0.39347569009517	0.00237868176960219	-0.545211176029379	6.31720909532257e-05	-0.151735485934209	0.205321308916201
Mis12	0.476632840782325	0.00238282806189361	0.313480377862957	0.0231001883810003	-0.163152462919368	0.248519527243271
Heatr1	0.416361106046057	0.00238282806189361	0.965105561014479	5.86641381305781e-08	0.548744454968422	0.000162881990300653
Eif3k	-0.476195205475417	0.00238420045677916	-0.190684062608932	0.15409906089462	0.285511142866485	0.0537571323687464
Psme2	-0.578334223003048	0.00238980853296435	-0.056370133927352	0.751461794090173	0.521964089075696	0.00630035870776416
Pcdhga5	-0.54320613626768	0.00239320245139081	-0.349964288218946	0.0169924692410053	0.193241848048733	0.256513862528836
Chn1	-0.408029329562696	0.00239320245139081	-0.700608173819125	4.34966093154163e-06	-0.292578844256428	0.0292229229855921
Sorl1	-0.412540270131504	0.0024052863254703	-0.941674606302055	1.74686860990056e-07	-0.529134336170551	0.00058214847489807
Slc29a1	-0.39473040265518	0.00240946465580931	-0.469651283436689	0.00023667295435869	-0.0749208807815091	0.557606196705574
Nudcd2	-0.551515131617314	0.00240946465580931	0.132353700675867	0.375120823697982	0.683868832293181	0.000445462484406697
Pkmyt1	0.605968527274052	0.0024133260109664	0.691127751606743	0.000269287082382529	0.0851592243326903	0.647234738164229
Bmp8a	3.64536274173391	0.0024133260109664	1.91501146428522	0.179066500169134	-1.73035127744869	0.0436929483811617
Cenpv	-0.56422405775423	0.0024133260109664	-0.565366083392286	0.000749426515786043	-0.0011420256380556	0.995639181440076
Ndufb10	-0.535797701848363	0.00241355350847292	-0.142467053356804	0.354445377880641	0.393330648491559	0.0215049994317667
Panct2	1.02987685091337	0.00241524422001428	1.02320630435093	0.000809552446567134	-0.00667054656243867	0.983909892425921
Ergic1	-0.364074253153507	0.00241559793772009	-0.472222955953928	0.000116939950253507	-0.108148702800421	0.336797029318725
Aox2	3.61943330927608	0.00243489616732873	0.131663442198663	0.957651059625109	-3.48776986707742	0.00352666564175195
Nuak1	-0.403762923645015	0.00244533566735393	-0.753876010405034	1.74901458145943e-06	-0.350113086760019	0.0110548441667771
Igsf8	-0.546130523738672	0.00244533566735393	-1.28822397209658	1.45677016842805e-07	-0.742093448357907	0.000459474772959714
Lztr1	-0.410431970472891	0.00244533566735393	0.504131364486372	0.000106800716756455	0.914563334959263	9.47739845365391e-07
Sall3	5.84510344806722	0.00244738937711834	2.85089052553731	0.351111665966468	-2.9942129225299	0.0160631754053453
Nfatc4	5.2669498440778	0.00244856536241488	1.93478617662619	0.526797077774035	-3.33216366745161	0.0103790547503371
Chst12	-0.635896045458803	0.00245437351675474	-0.462024607912815	0.00765561497330306	0.173871437545988	0.401274906651514
Nudt10	-0.553844273124721	0.00245699617262214	-0.407268355167074	0.00779637337079605	0.146575917957646	0.411261008254152
Ptprs	-0.386844878117051	0.00246155903811193	-0.489220697410191	0.000166885451009694	-0.10237581929314	0.394742303925003
Tbl1xr1	-0.376691423006765	0.00246292034076339	-0.658151427320484	4.59060983933627e-06	-0.281460004313719	0.0210035210035111
6330416G13Rik	0.717506323698021	0.002493613692203	1.21008571998065	1.65586208374889e-06	0.492579396282634	0.0143552864234521
Ccdc64	0.549139992466142	0.00250021597840209	0.326507561639941	0.0379710899948477	-0.222632430826201	0.168777042321547
Esrrb	3.2800372533077	0.00250379480572806	1.82205547356633	0.125061161733616	-1.45798177974137	0.0591818502116193
Vgf	-0.387119982549803	0.00251126260902877	0.229780729771519	0.031925410401142	0.616900712321322	4.30570326861245e-05
Tm4sf4	-0.433778047399244	0.00251515619566671	-0.391106836205707	0.00254659304508732	0.0426712111935369	0.776010924885585
Yars2	0.606905802188179	0.00251858801904816	0.732009833043548	0.000121251180966747	0.125104030855368	0.474676263437889
Zc3h7a	0.623284572360494	0.00252018951705445	0.505311196567139	0.00705128805718773	-0.117973375793355	0.541702198021728
Rusc1	0.551626907056588	0.00252178076251482	0.296466675183267	0.0604675041109091	-0.255160231873321	0.118256850460623
Gid8	-0.35169808042027	0.0025375682502163	-0.282289916886637	0.00671860451687678	0.0694081635336331	0.538201218971412
Mbtps1	-0.361451574038113	0.00254141825421999	-0.156706748371364	0.139645872134477	0.204744825666749	0.0672422035194462
Zfp184	0.673023574814429	0.00254217231022984	0.388220479627338	0.0438450249206656	-0.284803095187091	0.14534708591999
Hdac3	-0.368883981097861	0.00254567177531622	-0.268244754209395	0.0119903262835089	0.100639226888466	0.383959060530348
Cyfip1	-0.429169336578691	0.00254876227020304	-0.307964186196701	0.0119904646750752	0.12120515038199	0.369907564546715
Cbr1	-0.536259309003748	0.00255428849684177	-0.070019919050815	0.666269354889796	0.466239389952933	0.00851904433591228
Asic1	-0.503655437498423	0.00255951550653096	-0.441986290412109	0.00256229387554794	0.0616691470863137	0.724038817249859
Npr3	4.50078219695036	0.0025611503578673	2.35316509712543	0.22799574774271	-2.14761709982492	0.033004489027195
Isca1	-0.406911544338749	0.00256388364169871	-0.255980944522169	0.0273893022350285	0.15093059981658	0.229425689442789
Cib2	-0.785432475505955	0.00257628379773533	-0.581484145482788	0.00690695310404645	0.203948330023167	0.435360213543165
Camta1	-0.371670907688057	0.00257628379773533	-0.676363856959264	2.78872989870992e-06	-0.304692949271207	0.0141308048362973
Wnt4	-0.747737772635485	0.00257688400984807	-0.904676073913396	0.000150663868042891	-0.156938301277911	0.552242330350356
Wdr76	0.450726477446138	0.00257763932522439	0.0450575059400493	0.777317698199734	-0.405668971506089	0.00650417183621843
Aire	4.36304310433018	0.00258433953198323	1.28593906887264	0.603926668924186	-3.07710403545754	0.00985581018741731
Grk5	-0.487433998151647	0.00259051973840257	-1.01301321279623	5.77673902712573e-07	-0.525579214644586	0.00370934540210049
Qrich2	2.80787413344403	0.0025977697777126	-1.34688690079805	0.446432163242676	-4.15476103424208	0.00064075349072474
Fermt2	0.392995793659443	0.00260422661417691	0.184330251541004	0.114323161242115	-0.208665542118439	0.082539537593848
Strc	4.76278982909646	0.00260676268086091	1.0579523786666	0.739994338585593	-3.70483745042987	0.00672119446157489
Abi3bp	3.97042942274172	0.00260676268086091	1.3643616877754	0.495499617890711	-2.60606773496632	0.0141199122494885
Chd2	0.494030534369175	0.00260845945286738	0.160548304519273	0.292429599984294	-0.333482229849902	0.0315299554424705
Runx1t1	-0.433744333979065	0.00261199398809021	-0.683759359366512	1.81208229675657e-05	-0.250015025387447	0.0661639042612576
Creb3l2	0.402967381990252	0.00261239414352864	0.467855290929387	0.000295373972657843	0.0648879089391352	0.610115535864065
Stom	-0.626440492590639	0.00262043386535964	0.135931657939387	0.435807852990932	0.762372150530026	0.000594870815124722
Klhl2	-0.395967376835927	0.00262043386535964	-0.409969665322382	0.000771234627734737	-0.0140022884864556	0.924222101810619
Lmbr1l	0.655202730334479	0.0026287147120161	0.570842964870208	0.00312385411911623	-0.0843597654642708	0.679768261094562
Slc28a1	5.1279021378252	0.0026287147120161	0.644034895093597	0.876581874504831	-4.48386724273161	0.00461100745569636
Ap2b1	-0.359967800326005	0.0026287147120161	-0.0130118694431138	0.92442090814056	0.346955930882891	0.00421563400766097
Nudt7	-0.701201281867497	0.00263458932779301	-0.665643300977001	0.00111709962972483	0.0355579808904961	0.896087195686052
Ccdc9	0.667285336535929	0.00263607334541799	0.756012144229603	0.000270268314980758	0.0887268076936736	0.663927326857396
Cmya5	2.44917285237722	0.00263842268634951	4.88234513505351	3.6742557619368e-09	2.43317228267629	4.94815449557349e-06
Slc6a15	-0.584809536843181	0.0026441993052505	0.369388398244387	0.0121182422273076	0.954197935087568	2.79068227475694e-05
Cldnd1	-0.461814073095292	0.00265647300080995	-0.0969278198466568	0.499324829838731	0.364886253248635	0.0151679170781831
Pld4	5.68032905229156	0.00266228354980064	2.954962551373	0.291780957361525	-2.72536650091856	0.0215702772281673
Cers2	-0.400510470118003	0.00266464990631382	0.345791421712284	0.00312385411911623	0.746301891830287	8.995650177812e-06
Ptprv	4.2993388553915	0.002668265792086	1.45574316007788	0.514010613916741	-2.84359569531361	0.0123560277222657
Ltbp2	3.62114761133117	0.00266923974318015	0.2834078641802	0.900495843595538	-3.33773974715097	0.00447618279563048
Slc27a4	-0.49262317249537	0.00266923974318015	-0.13734770477712	0.345007899079545	0.35527546771825	0.0249607393803834
Mtpn	-0.367596908556704	0.00266936912791926	-0.125323636913037	0.264031240387216	0.242273271643666	0.0370458775067166
Rbm45	-0.484151372759999	0.00267145839060461	0.259811587031833	0.0397470055490942	0.743962959791831	6.07582583696133e-05
Lrp12	-0.369205629490482	0.0026730421524521	-0.470145764835735	0.000151400963646709	-0.100940135345254	0.388046157336701
Rps14	-0.519219867447557	0.00267600017370779	0.245399296159181	0.0958778710740019	0.764619163606738	0.000105394701551834
Vangl1	-0.666525505493984	0.00267832403581432	0.0384544866429136	0.851774618577313	0.704979992136898	0.00210920477220105
Llgl1	-0.457103637884737	0.00268229509726383	-0.236635047373272	0.0605931214302831	0.220468590511465	0.123420454168634
Ctbp1	-0.370333110536283	0.00268500734445104	-0.0832126542793461	0.480393357708478	0.287120456256937	0.0166621425360751
Fam63b	-0.365769100728604	0.00268500734445104	-0.529426623296554	4.03279427277339e-05	-0.16365752256795	0.152759490769823
Fut8	-0.434013020474438	0.0026873915704883	-0.34697074675074	0.00617961431489528	0.0870422737236981	0.539575753248198
Sybu	0.678160504131328	0.0026873915704883	0.611921608378306	0.00236864247559797	-0.066238895753022	0.758621877018612
Pccb	-0.531468168967364	0.00269058813594368	-0.405914282860395	0.00744950384692432	0.125553886106969	0.469096837076591
Psd	-0.39267591986575	0.00270063298944111	-0.488580278853235	0.000181589269671225	-0.0959043589874854	0.446135788684503
Slc6a8	-0.460142501347356	0.00270736275013103	-0.100010428905858	0.460942184879978	0.360132072441498	0.0166137571762196
Mybpc2	4.02647272241439	0.00271227819363671	0.542221794735329	0.837520051130444	-3.48425092767906	0.00554865945015419
Atm	-0.46689015433349	0.00271266990102706	-0.34652485882404	0.0126797392165749	0.12036529550945	0.413373833056368
S100a1	-0.89946205602017	0.00271266990102706	-0.820100748583413	0.00165520053468328	0.079361307436757	0.816526078822407
Fut10	-0.617266848407604	0.00271618850871041	-0.41653084321391	0.0132942329492237	0.200736005193693	0.316358815387704
Abcg5	5.74713433080022	0.00271746357186258	1.88075328274506	0.620300165792079	-3.86638104805516	0.00837507818520519
Pbx1	-0.37688467669552	0.00272524051483753	-0.671333887368249	4.14621023487225e-06	-0.294449210672729	0.01848142475797
Arf5	-0.491032118457533	0.00272900006125334	-0.258685125402916	0.0663958684469413	0.232346993054617	0.128251875268021
Pdyn	-0.473158979000654	0.00272900006125334	-1.70698920184902	1.0470224478913e-09	-1.23383022284836	3.0254850911671e-07
Grin2c	4.36508586231713	0.00273658320633188	1.61101397988179	0.471318532565324	-2.75407188243534	0.0147908715469627
Rpl39	-0.521274749330707	0.00273658320633188	-0.132834725726813	0.388657743902515	0.388440023603893	0.0215861128161977
Mesdc2	-0.485623587644815	0.0027429082990287	-0.041597750136208	0.7950221743253	0.444025837508607	0.00644619527523695
Suclg2	-0.530421792202385	0.0027429082990287	1.02874203108583	1.15186826232139e-07	1.55916382328822	2.62097251583742e-08
Tcaf1	-0.452524214487608	0.00275797846184293	-0.617164685128376	6.76403198369351e-05	-0.164640470640768	0.256413721868893
Tgfbr3	-0.753995418565282	0.00275797846184293	-0.859162706432474	0.000270268314980758	-0.105167287867192	0.708378260762526
Oip5	0.570265335182617	0.00276702962991795	-0.265303041697817	0.139391510044541	-0.835568376880433	0.00017033578755152
Shc4	1.32259794074794	0.00276880475483655	2.03293610198768	2.99668330753792e-06	0.710338161239736	0.0247652464926724
Nab2	0.516678424533224	0.00277728590314208	-0.732654811032964	0.000141437254496931	-1.24933323556619	1.4113502981661e-06
Zcchc2	-0.474528589525943	0.00277840885415186	-0.425823307584823	0.00284966632688842	0.0487052819411206	0.770291621099653
Osbp	0.385450472074357	0.00278108119136727	0.480920077706464	0.000206063448116767	0.0954696056321069	0.424257465725838
Itga5	3.6252809905726	0.00278108119136727	2.9277382963263	0.0128752218545067	-0.697542694246302	0.341619761361462
Pdcd2	0.567307870575236	0.00278323664294759	0.416911203084671	0.0116796063288798	-0.150396667490566	0.376490116920264
Smek2	0.398593593400787	0.0027881615918823	0.369722137051396	0.00280517912743554	-0.0288714563493906	0.834383311661293
Ndufc2	-0.387904706969246	0.0027881615918823	-0.263908159085029	0.0194938600346915	0.123996547884217	0.308818266593336
Dnah6	2.5720450963032	0.00279599788557576	0.541574399979326	0.637272008741671	-2.03047069632387	0.00970262320151802
Kbtbd4	-0.573381418776292	0.00279818643226148	-0.23127978593865	0.140186784349587	0.342101632837642	0.0626212955505203
Arpc4	-0.392014115825432	0.00281336886260037	-0.169573957222138	0.129269651425554	0.222440158603294	0.0722936060993823
Rpl41	-0.574252305017469	0.00281418669956916	-0.0101331994615698	0.961969918419363	0.564119105555899	0.00392858071885062
Rpl6	-0.37764474065119	0.00281418669956916	0.161226537536984	0.151275894400799	0.538871278188174	0.0001600189142779
Plch2	3.74851849622791	0.00281418669956916	2.53612770652609	0.0547569275272875	-1.21239078970182	0.128293562390326
Frmd4a	-0.368668572795987	0.00281806157638273	-0.626831909164398	6.7469759582041e-06	-0.258163336368411	0.0340047554268283
Kdelr2	-0.347304781126024	0.00283140353805125	0.0564485279582972	0.629572101926574	0.403753309084321	0.00106072108079179
Myh11	3.3760162487597	0.00283231877052011	0.76098285839826	0.659951821418975	-2.61503339036144	0.00914759629698563
Gm773	-0.997299664692322	0.00283319604346823	-0.181747475749521	0.493262210691801	0.815552188942801	0.0147807367079604
Fkbp11	0.857111073831976	0.00283755326498402	2.26111377774064	1.43646392265543e-09	1.40400270390867	2.14722180321797e-06
Inhbe	3.92626145600606	0.00283854099299087	4.13537456962281	0.000423966974145926	0.20911311361675	0.77509022684048
C2	4.58737871925389	0.00283854099299087	-0.920978023193945	0.826070374278914	-5.50835674244784	0.00237291275069557
Wnk1	-0.384307528192495	0.00284175162626522	-0.149124010471774	0.208460799305882	0.235183517720721	0.0523206768431631
Igfn1	4.20745563691336	0.0028476886902631	1.24645959991055	0.587484603652646	-2.96099603700281	0.0109051190845773
Smndc1	0.426716119738742	0.0028476886902631	0.402025290102732	0.00231876631764406	-0.0246908296360093	0.869188874096664
Mybl2	0.614683658039047	0.0028476886902631	-0.163581604804777	0.425237596813903	-0.778265262843824	0.000615460944585174
Arxes1	-0.808289606095153	0.00285463536297546	-0.0399788958091957	0.872511064822557	0.768310710285958	0.00529244339376521
Zfand2b	0.556242919528917	0.00286204295478343	0.201011318349254	0.233511628945053	-0.355231601179663	0.0402780298442179
Ric8	0.477232919606206	0.00286248966121976	0.604712924469501	0.000105369373154903	0.127480004863295	0.369618873411274
Vwa7	3.4275673835744	0.00286322470495473	1.32320799625405	0.372080571134942	-2.10435938732035	0.0209028034772474
Kmt2e	-0.370652530978782	0.00287392969526325	-0.45892390897624	0.000254210417186781	-0.0882713779974586	0.456743149333754
8030462N17Rik	0.394453287677619	0.00287593582019098	0.277778341357267	0.0177500137119427	-0.116674946320352	0.336803346180082
Ldoc1l	-0.392045167942928	0.00287866395300564	-0.470186784980064	0.000245401271818458	-0.0781416170371358	0.550102378221951
Dux	6.4463718022267	0.00289178541478145	4.20599946924904	0.143643411305655	-2.24037233297767	0.0440606921550846
Cbfa2t3	-0.727090628410072	0.00289262586926811	-0.843250820296604	0.000250179444032636	-0.116160191886533	0.66459385863279
Peo1	0.567774725694546	0.00289519710138614	0.887892497511656	7.75950287257537e-06	0.32011777181711	0.0512655212352826
Tgfbr1	-0.422048592115169	0.00289519710138614	-0.369773262714349	0.00420594893458887	0.05227532940082	0.718789829279701
Ngdn	0.555829069362717	0.00289681010184287	0.646379322398955	0.000258463509415426	0.0905502530362382	0.597956644914178
Per3	-0.695308170591997	0.00290131269256861	-1.10858327658441	1.50487518098977e-05	-0.413275105992416	0.0830176435386388
Dnajc7	0.373447622243929	0.00290811853952907	0.342369631117236	0.00315100674353931	-0.0310779911266926	0.81017233219079
Chrnd	3.92474971291362	0.00290915681275755	0.874333397660801	0.706111258632517	-3.05041631525282	0.00867948073373719
Reck	-0.545642892960563	0.00291076494043771	-0.431979567088316	0.00545350059518985	0.113663325872247	0.538694298812706
Nxt2	-0.449812663629836	0.00291856661037879	-0.502749638203865	0.000473160118458759	-0.0529369745740294	0.738752047656201
Pacsin1	-0.374774620646055	0.00292441637143872	-0.688681519041854	2.88973964753306e-06	-0.313906898395799	0.014645707172484
Pcdha8	-0.909265749285131	0.00292696240584365	-0.431592153269554	0.0625637252573139	0.477673596015577	0.112080098596403
Parp12	-0.447611119664674	0.00292696240584365	-0.00458047503803233	0.976679654206309	0.443030644626641	0.00391372915835281
Zbtb38	0.387602339179027	0.00292696240584365	0.35860844192544	0.00268813691775224	-0.0289938972535862	0.828954838445478
Lmbrd2	-0.352118825453413	0.00292696240584365	-0.0982099670209215	0.372265542011992	0.253908858432492	0.025988698780679
Zfp605	0.563993478269584	0.00293342545769936	0.515127712453359	0.0023491169403467	-0.0488657658162244	0.792710216962748
Plekha5	0.372350141835852	0.0029469152250184	0.324924014771348	0.00402249926800725	-0.0474261270645039	0.701078775481925
Pgs1	0.485053214848044	0.00294999943890007	0.354960547009833	0.0130612469094593	-0.130092667838211	0.381660188621781
1110051M20Rik	-0.449408230489659	0.00295083110179632	-0.171725196333224	0.173602150515677	0.277683034156436	0.0547467433395884
Romo1	-0.772011691344875	0.00295083110179632	-0.468462452556533	0.0244244465360041	0.303549238788342	0.229826927873195
Pzp	4.32883701976128	0.00295745322519945	1.33710600746273	0.585075206795556	-2.99173101229855	0.0118417713664574
Tdrd1	3.43660496131414	0.00296091179136692	0.716559725123696	0.705231014234724	-2.72004523619044	0.00897019154367834
Aspm	-0.444781855644615	0.00296091179136692	-0.75191558227966	8.88086083453631e-06	-0.307133726635045	0.0366765270809811
Asb1	-0.372348698981697	0.00297494040970325	-0.370111576218497	0.00144171966550057	0.00223712276319913	0.987668132333877
Otof	4.43426051532487	0.00298175938413295	0.681854022169934	0.823636201522017	-3.75240649315494	0.00612446618552579
Ndufb4	-0.881672796183019	0.00299137024386454	-0.47740139520243	0.0378517773421242	0.404271400980589	0.166971561499064
Rsl1d1	0.385181299059639	0.00300226565539533	0.487407415386328	0.000172919686433685	0.102226116326689	0.392354184138191
Prmt8	-0.582846374455826	0.00300659850949271	-0.624667027784994	0.000568717356914083	-0.0418206533291683	0.850072667280621
Tnfsf10	-0.997780151940498	0.00300659850949271	-1.48303626213582	3.22003285840121e-05	-0.485256110195319	0.205134155509084
Adgrl1	-0.379086482848936	0.00301430196539467	-0.524811044748078	8.51033508636701e-05	-0.145724561899143	0.222794471982416
Slc4a11	2.24711995562874	0.00301506573628082	2.5209351566964	0.000232897131661498	0.273815201067657	0.589313081223898
Rab5c	-0.415119545751046	0.00301796214625996	-0.10261476494026	0.428880588232715	0.312504780810786	0.0214033176294694
Zmat2	-0.445332786346525	0.00301813626746021	-0.185795022545628	0.14559766788361	0.259537763800897	0.0685514865001535
Fam175b	0.451523539206471	0.0030205510512467	0.416618553420399	0.00260612092973566	-0.0349049857860718	0.821769697075772
Vdac3	0.362468258965165	0.00302224490832789	0.713162770520663	1.0287743311694e-06	0.350694511555498	0.00377983736669543
Lgals8	0.377096129673525	0.00302337170321684	0.855816955117479	1.65145302015092e-07	0.478720825443953	0.000386282613947636
Tspan6	-0.527004123573083	0.00302707683499179	-0.104045893948871	0.504753080603478	0.422958229624212	0.0159908853870363
Alox12b	4.42544097961987	0.00303288601859288	1.51569588194402	0.533332127818333	-2.90974509767584	0.0138896388981264
Sat1	0.56915177368763	0.00303454299511858	1.91709835256094	1.83072539430998e-10	1.34794657887331	1.30139224612338e-07
Adamts12	4.14103029277642	0.00303675438014659	1.61424501451319	0.434072111050502	-2.52678527826323	0.0190205605745055
B3galt1	-0.41118060043228	0.00303943655438134	-0.646496017780641	1.71036180996353e-05	-0.235315417348361	0.0818346739184332
F2rl1	-0.699516922796052	0.00305799908209924	-0.679180037684048	0.00112208169910422	0.0203368851120039	0.943057994922367
Slc29a3	-0.533200868148027	0.00305872116451997	0.193504241480487	0.169924777851184	0.726705109628514	0.000237156980635105
Ssr4	-0.449679036901986	0.00306731977715814	0.466129492409768	0.000818466481367612	0.915808529311754	4.12295521128969e-06
Rab40c	0.629864490633793	0.00309210232238301	0.285129323344695	0.131366314539191	-0.344735167289098	0.0745454610402369
Rab37	-0.529213687905985	0.00309210232238301	-1.2253223474143	2.57457556859374e-07	-0.696108659508319	0.00127403839889326
Etf1	0.381338508168398	0.00309210232238301	0.376183595288378	0.00209013161489151	-0.00515491288001957	0.971564559625146
Adamtsl3	7.36939462126285	0.00310208773911742	3.78982049505692	0.417302227302242	-3.57957412620593	0.0145683407523143
Itpr3	-0.614431622659786	0.00310933752853595	-0.870052420712177	5.32228368518369e-05	-0.25562079805239	0.210632885597135
Lzts3	0.485993661655544	0.00310994879040492	-0.34578450537354	0.024118501419319	-0.831778167029084	4.36321420248934e-05
Zswim4	0.503454301557693	0.00312126599853146	-0.0872509852314972	0.617282503113102	-0.59070528678919	0.00121080925759342
Atp5k	-1.03607019337987	0.00312126599853146	-0.511261850386105	0.0556898973350722	0.524808342993764	0.129842189321485
Vamp3	-0.380560396898854	0.00313065512179688	-0.353605755823408	0.00256863137503261	0.0269546410754459	0.846787453954907
St6galnac6	-0.66482010889366	0.00313237935189573	-1.02468116445043	2.13817345373973e-05	-0.359861055556767	0.118268667625444
Copz2	-0.713872465707772	0.00313385912297714	-0.641326271890719	0.00209483347095481	0.0725461938170528	0.789651730255962
Tulp1	4.11285476823214	0.00314063919514345	0.592976987829907	0.831386917353806	-3.51987778040224	0.00650362879767842
P2rx3	1.30007436984729	0.00315365096550415	2.9498539464152	5.1095786387862e-09	1.64977957656792	9.95042364751471e-06
Egr1	0.662261560491807	0.00315365096550415	-1.03083585365635	5.22043940876885e-05	-1.69309741414816	6.3053675563362e-07
Asphd2	-0.730449359717183	0.0031545877540186	-0.312594491257023	0.106920948052895	0.417854868460159	0.0822102688915527
Rae1	0.400096679488342	0.00315707818850512	0.410455660749914	0.00118960000437889	0.0103589812615719	0.943724677876798
Ccdc37	3.75391717829764	0.00315840381142644	0.451451568552455	0.856093930740522	-3.30246560974518	0.00621600316409845
Mroh2a	3.43498996303765	0.00316839464588964	-0.119869286955	0.956771032370781	-3.55485924999265	0.00351668533057663
Cept1	0.428125995474677	0.00317885378835887	0.368474658678563	0.00468856674265564	-0.059651336796114	0.67452012291206
Kcna1	6.0652347232334	0.0031920816591213	3.30877179344969	0.28559621534949	-2.7564629297837	0.0252475468676356
1500011B03Rik	0.482219760698623	0.00319915488575466	0.294938496624768	0.0395965219654728	-0.187281264073855	0.206885639473176
Bola3	-0.628282786612323	0.00320297442094741	-0.246049694188523	0.15032627685133	0.3822330924238	0.0638228466912054
Rps6kl1	0.890170296791582	0.00320576314462874	0.399179571515551	0.145322167214231	-0.490990725276031	0.068413091098184
Scamp1	-0.375260027885545	0.00320576314462874	-0.287190158260553	0.0119208962532324	0.0880698696249923	0.472011047257364
Med14	-0.397983538947317	0.00320576314462874	-0.498815208842923	0.000259651508096566	-0.100831669895607	0.433609311902451
Ric8b	0.381817805566811	0.00320576314462874	-0.0180847966098514	0.902529884387426	-0.399902602176662	0.00285977032880131
Mtmr6	-0.354151635121802	0.00320576314462874	-0.37804788504302	0.000991274872849456	-0.0238962499212182	0.852526368404679
Psmb1	-0.429933835487854	0.00321164136770853	-0.0562749187041762	0.700377075985379	0.373658916783678	0.0100398450618425
4933427D14Rik	0.571621534130367	0.00322006823018415	0.185820021789642	0.304505880858521	-0.385801512340725	0.0349170906701343
Phpt1	-0.541915909851453	0.00322006823018415	-0.358608004995264	0.0178150120185568	0.183307904856189	0.304211458002365
