genes	logFC_TgvDMSO_6h_aTC1	FDR_TgvDMSO_6h_aTC1	logFC_TgvDMSO_24h_aTC1	FDR_TgvDMSO_24h_aTC1	logFC_Tg_24hv6h_aTC1	FDR_Tg_24hv6h_aTC1
Arl4c	-0.368016615257641	0.0112830158480676	-0.536453443266328	0.0019541295007775	-0.168436828008688	0.258250884166823
Ptbp2	0.606131824462729	0.0112830158480676	-0.0262555993976632	0.916657201491018	-0.632387423860392	0.0231568679898032
Bcam	-0.922108070263414	0.0113086460630149	-0.619430718265669	0.0741755094376284	0.302677351997745	0.435876287060355
D17H6S56E-5	-0.422621645440742	0.0113096208671064	-0.44591842399245	0.0101529762950011	-0.0232967785517086	0.908251221227353
Smyd5	0.39811767768249	0.0113601240339883	0.526454513137449	0.00316067741846379	0.128336835454959	0.424933758304197
Snx21	-0.553102110107396	0.0113768506511322	-0.359694925306054	0.0759289056517553	0.193407184801342	0.387116516411544
Rgs12	-0.369423054499078	0.0113768506511322	-0.109896442237612	0.406427333109913	0.259526612261466	0.0919585491051003
Hist1h2bc	0.723892931084521	0.0114015560731461	-0.681316035994348	0.0285288838794919	-1.40520896707887	0.00198830435620718
Gpbp1l1	-0.402756078916459	0.0114036452604657	-0.288743810401929	0.0542323780035984	0.11401226851453	0.491750362085835
Mcm10	0.331832669369941	0.0114054229438755	0.0557536891153838	0.654313578152126	-0.276078980254558	0.052448032958987
Rhbdf1	0.641366686408354	0.01147099366588	0.377390582079286	0.117754277244557	-0.263976104329068	0.291187969959993
Srfbp1	0.601425765867357	0.0114924358336241	0.473817702522253	0.0393672928281504	-0.127608063345105	0.611233553663964
Gm6297	-0.930629206955086	0.0114924358336241	-0.879991213562731	0.0260847607409805	0.0506379933923553	0.917085477498428
Etfdh	-0.356008288451567	0.0115089803893244	-0.0688336640003914	0.600782767552105	0.287174624451176	0.0594420618797166
Nsmce2	0.427790962126785	0.0115089803893244	0.257456411853393	0.0979341788757098	-0.170334550273392	0.320747675080846
Dna2	-0.378743538534741	0.0115089803893244	0.0693698203998189	0.620570323009194	0.44811335893456	0.0141437290074579
Abhd17a	-0.81238096751807	0.0115089803893244	-0.670512784389995	0.0322988023819403	0.141868183128076	0.686144223740669
Dleu2	0.981355473394749	0.0115421391771514	0.653855878370018	0.0830101150268284	-0.327499595024731	0.385835142521007
Ints8	0.379538771107418	0.0115674709048385	0.203011459428568	0.135160573208866	-0.176527311678849	0.247196882904075
Eml1	-0.423847461132765	0.0115674709048385	-0.36195596771186	0.0281498843385316	0.0618914934209048	0.739209822260342
Ttll11	1.0184336142224	0.0115674709048385	0.0758578654582498	0.872737785563877	-0.942575748764151	0.0361239370097683
Wrn	-0.390816031919936	0.0115817732026304	-0.412845835624865	0.0107422968414267	-0.0220298037049291	0.907137599495176
Usp3	0.410012360223623	0.011636256767859	-0.067736387136061	0.668960716145613	-0.477748747359684	0.0153031334529495
Sardh	-1.02384095601069	0.0116733092506267	-0.770697833883525	0.050780699167167	0.253143122127165	0.566349948449365
Hspbap1	0.752415950795709	0.0116735286605381	0.442518137962289	0.108289467041839	-0.309897812833421	0.299297782495303
Rad51	0.365464025703059	0.011681344389653	-0.0330927316111587	0.82095892212876	-0.398556757314218	0.0197745031218308
Syt3	-0.594280112584179	0.0117233498241344	-1.00301466267398	0.00102663220762533	-0.4087345500898	0.107298390197093
Cpsf4	0.388095688084681	0.0117702751104515	0.419829838991668	0.00962069606438302	0.0317341509069876	0.858422991752895
Rnf19a	-0.369196903647216	0.0117723534118676	-0.448187876011141	0.00534408419468754	-0.0789909723639259	0.614813504067019
Tfcp2	0.417109852567416	0.0117807746096223	-0.0155633758854842	0.930478241415255	-0.4326732284529	0.0244812831565832
Arsb	-0.719111686769992	0.0117807746096223	-0.233982490473187	0.356681255119898	0.485129196296805	0.105080781998999
Usp15	0.521758591647731	0.0117855086004709	0.302015652074173	0.108823803886319	-0.219742939573558	0.29678478165644
Top3a	0.46370424474539	0.0118043113927094	0.245523410056443	0.147056041836141	-0.218180834688946	0.241506112102713
Pde12	0.384726350374853	0.0118124972329165	0.240775663490644	0.0899729540162636	-0.143950686884209	0.352890469636733
Ift80	-0.392082027418435	0.0118581907189952	-0.496036404793447	0.00421473869593177	-0.103954377375012	0.526260607952975
Aunip	0.567752800002183	0.0118581907189952	0.0428002786205872	0.856860826461804	-0.524952521381596	0.0379898155055216
Pawr	0.684283416845059	0.0118721852668749	0.274937484146147	0.283032924126698	-0.409345932698911	0.136717079556229
Atp1b2	-0.821489767565165	0.0118829623783465	-1.44405424634372	0.00206890173165012	-0.622564478778553	0.126486890244899
Gab2	0.556544694570802	0.0118990608580544	0.759862149990728	0.00284563991894712	0.203317455419926	0.364106531104267
Pfas	-0.672156779351748	0.0119038006311841	-0.309863484950469	0.196439315744897	0.362293294401279	0.18687816360205
Tagln2	-0.470126451818494	0.0119117540543347	-0.165054539483727	0.323548597922472	0.305071912334767	0.117985864276698
Llgl1	-0.62860451825286	0.0119119434832643	-0.522154397115064	0.0323321750101492	0.106450121137796	0.698598753804083
Fbxo22	0.447245620236906	0.0119431698887863	0.326365500110133	0.0538055346818861	-0.120880120126774	0.514537919299074
Oxnad1	0.369976219264432	0.0119609687914691	0.508450962977713	0.00282040412196282	0.138474743713281	0.35248620501831
Slc25a23	-0.844160737507608	0.0119609687914691	-0.790210686998689	0.0188970067616905	0.0539500505089188	0.893662521080174
Ppp1r9b	-0.606778633002784	0.0119653033406683	-0.245517376815432	0.253092852262081	0.361261256187352	0.147281073131978
Axin1	0.322223996792655	0.0119791738819445	0.286513472079771	0.0238290735392257	-0.0357105247128836	0.806906995775585
Akr1b8	-0.55948206524226	0.011983863230785	-0.189812666922077	0.343320595740553	0.369669398320183	0.113522148257746
Suv420h2	-0.504935756755337	0.0120192608943109	-0.353860084222583	0.061769322778077	0.151075672532754	0.471093718733977
Txnrd1	-0.48958150692383	0.0120192608943109	0.09320261111084	0.608067252247463	0.58278411803467	0.0143845978342343
Gigyf1	-0.341197663911554	0.0120192608943109	-0.0794049104375956	0.526187625759102	0.261792753473959	0.0719607995790319
Ctsf	-0.450979707940825	0.0120359282879161	-0.346656268504368	0.0449277344361134	0.104323439436458	0.585580709063796
Sidt2	-0.437983336426277	0.0120359282879161	-0.038126513749323	0.830048710214687	0.399856822676954	0.0399300144747615
Foxb1	-1.62291663213286	0.0120359282879161	-2.61586923108737	0.00633998809872521	-0.992952598954509	0.336009249516072
Slc25a1	-0.466369641860879	0.0120644804294115	-0.961443178841611	0.000292169424342516	-0.495073536980732	0.0234099942622521
Grk5	-0.583733573333725	0.0120644804294115	-0.481263971813935	0.0331399474692341	0.102469601519791	0.68630398055953
Chchd5	0.511479662909377	0.0120652379813828	0.296633661695113	0.11528356141087	-0.214846001214264	0.29678478165644
Polrmt	-0.447460136163982	0.0120652379813828	-0.10240099511604	0.534575551107744	0.345059141047942	0.0712213876734758
Eif1ad	0.384978329461984	0.0120727227166083	0.372998630775078	0.0161986121894711	-0.0119796986869055	0.949284685208801
Ehd2	-1.07738952097443	0.0120924254211186	-0.915846142140195	0.0393881819825545	0.161543378834231	0.754663593214608
Grik4	1.14224454101646	0.0121016320848745	0.394642449200316	0.419508891082511	-0.747602091816148	0.0907288236480729
Brpf3	0.562322667051491	0.0121091802033165	1.21854977388448	0.000208615380322113	0.65622710683299	0.0150502539082653
Cd99l2	-0.439038224491023	0.0121278494080711	-0.359369408765938	0.0347954440128366	0.0796688157250857	0.676146426747424
Zfp82	0.596459912093645	0.0121278494080711	0.393318711397709	0.0838277541507679	-0.203141200695935	0.395016335456934
Sez6	-0.71819748908496	0.0121285342585437	-0.186468859932059	0.482117539949713	0.5317286291529	0.0832140179460278
Ipmk	-0.359377981155841	0.0121285342585437	-0.0913338603037394	0.486452634098816	0.268044120852101	0.0793717862578815
Grhpr	-0.777141099778853	0.0121285342585437	-0.927752768438234	0.00652349335794452	-0.15061166865938	0.656211008327967
Smim15	-0.36893254934268	0.0121285342585437	-0.039670459262357	0.785695943831459	0.329262090080323	0.0438194773412682
Cnst	0.351782309029392	0.0121445646076576	0.0406246499677138	0.769548745300677	-0.311157659061678	0.0451141145627701
Rpf1	0.601779101870518	0.0121708786767701	0.468151700630133	0.0425827981016829	-0.133627401240384	0.598337702593194
Guca1b	0.900395363970171	0.0122001890677827	0.586009452373877	0.102142302351402	-0.314385911596294	0.354131463907244
Capzb	-0.382642390754148	0.0122114117579706	-0.376221519309989	0.0153634085513925	0.00642087144415882	0.973618134895708
Lemd2	0.464987773291598	0.0122299287736459	0.631360956625156	0.00302791962295954	0.166373183333558	0.37682959476012
Fbxl8	-0.578535841196945	0.0122303856692964	-0.143252891222626	0.506083409725146	0.435282949974319	0.078644365563827
Cenpb	-0.474723075706147	0.0122471190136956	-0.367135809130986	0.0427064739511053	0.107587266575161	0.592556480098596
Gm10560	-0.729713512738108	0.012249396827477	-0.842695903424686	0.0096989876972746	-0.112982390686579	0.7402494685559
Pabpc5	-1.1975664226835	0.0123020253044668	-0.938505952125195	0.0526927498221145	0.259060470558309	0.641448246824936
Kifap3	-0.403250437603566	0.0123151514194107	-0.458053809748474	0.00792565139121327	-0.0548033721449083	0.760811083685382
Kcnk16	-0.577656270445933	0.0123151514194107	-1.14286817289942	0.000551014085412177	-0.565211902453486	0.0393117411752943
Siah3	-1.25710526580527	0.0123151514194107	-1.60300639250992	0.00837857315046523	-0.34590112670465	0.576994170815649
Ocel1	-0.662296041542707	0.0123528817258224	-0.534570567532259	0.0426624162362413	0.127725474010448	0.665900582040111
Fignl2	-0.798167717498315	0.0123640177865209	-0.804738545720301	0.0191474594489493	-0.00657082822198681	0.987746100826808
Wdpcp	0.658703623340887	0.0123689634890047	0.126919004935917	0.629162859551398	-0.53178461840497	0.0608833055765794
Ptms	-0.660427434436787	0.0123689634890047	-0.770872584208784	0.00688070186945832	-0.110445149771997	0.703342320870792
Astn2	2.17198854878355	0.0123810550236233	1.90543495019487	0.0432861830101642	-0.266553598588679	0.688507512297784
Dazap2	-0.354031388853931	0.0124006120924415	-0.0302077240331453	0.834077915140391	0.323823664820786	0.0406959491844936
Mettl7b	4.30876887655537	0.0124006120924415	4.65157352732344	0.0110015313504686	0.342804650768071	0.677452181272737
Mplkip	-0.45112141725113	0.0124006120924415	-0.788039101725397	0.000851651716726383	-0.336917684474268	0.0845040342829252
Pcgf6	0.407183569496201	0.0124006120924415	0.25263739728019	0.0932849854786958	-0.154546172216011	0.352374669500589
Rpf2	0.687389302190954	0.0124361542432049	0.478341583835211	0.0641333673144242	-0.209047718355743	0.461832452329638
Cntnap3	6.53964788514245	0.0124430595313488	6.86636010354529	0.0119383521380439	0.326712218402839	0.701174801760801
Trmt12	-0.521618819054198	0.0124509050642414	-0.307224109019051	0.111446606403371	0.214394710035146	0.319299369619897
Gne	0.515934911928853	0.0124537218645352	0.15444853505837	0.414318399600431	-0.361486376870484	0.0968308378618511
Tmem117	0.609023746171667	0.0124537218645352	0.270437961579458	0.247023460233298	-0.338585784592209	0.168044934763604
Lmln	-0.615885750410103	0.0124537218645352	-0.348342417734273	0.124282856303691	0.26754333267583	0.292681649299351
Pparg	1.01249438570704	0.0124537218645352	1.22617849216653	0.00703853644402814	0.21368410645949	0.566395411301889
Akap1	0.37368746541188	0.0124537218645352	0.352892762404934	0.018871035446904	-0.0207947030069462	0.908841553301278
Irs1	-0.407766030247498	0.0125027067931374	-0.160497343236379	0.273733716575738	0.247268687011119	0.14487475196209
Mta2	0.342608166413825	0.0125657879708506	0.170288356383198	0.169026673809364	-0.172319810030627	0.220558007202918
Tmco3	-0.403735602360263	0.0125709384699475	-0.081946672813716	0.589378539265547	0.321788929546547	0.0655830834021658
Sag	1.763788999702	0.012572996870012	0.022478947772538	0.981015083921332	-1.74131005192946	0.0291173127373728
Dlgap3	-0.766876682934259	0.012572996870012	-0.462488805896436	0.109526892238183	0.304387877037822	0.345970330338074
Tep1	-0.496476660123283	0.012572996870012	-0.228374821180762	0.204279660445195	0.26810183894252	0.191977076427927
Med8	0.365376341874174	0.012572996870012	0.579643624641717	0.00135168283842264	0.214267282767543	0.155167155905567
B230209E15Rik	3.1711597054419	0.012572996870012	3.54898436120901	0.00909702254387399	0.377824655767113	0.666307842003417
Ttc26	0.422389732829895	0.0126366906006388	-0.0563262061180046	0.735156562521155	-0.4787159389479	0.0181791742714714
Rsad1	0.452612550148688	0.0126387085840176	0.320615419919455	0.0646175922809108	-0.131997130229233	0.481366974574976
Gbe1	-0.372630054743027	0.012689125048261	-0.565178191751465	0.00187896447648811	-0.192548137008437	0.216237354029964
Mapk8ip1	-0.364436745290934	0.012689125048261	-0.498884877465992	0.00297068250173587	-0.134448132175057	0.370330569368992
Fam76b	0.414262172832719	0.0126931169402506	0.0211054120448649	0.904540476455043	-0.393156760787854	0.0369626053434355
Zfp942	0.843975322737651	0.012704718838917	0.501529142786126	0.107197438839631	-0.342446179951525	0.319299369619897
Wdr92	0.408296256218307	0.0127085434921437	0.332249142919957	0.0373343911681401	-0.0760471132983505	0.667314542078758
Anxa5	-0.575046640139421	0.0127154346949986	-0.00568671699546186	0.980953476894389	0.569359923143959	0.0315873091920226
Star	1.08185702515578	0.0127219105950916	0.48050886763079	0.259927599333278	-0.601348157524985	0.158505466047858
Arhgap4	0.672324257532036	0.0127339944490319	1.09761310583151	0.00126432491063164	0.425288848299479	0.0982752355784757
Mtss1l	0.828912026750549	0.0127345908379774	1.07428442005196	0.00407425061016235	0.245372393301409	0.476859592605058
Impa1	-0.40646157078062	0.0127388072439988	-0.304625933339564	0.0506164988267779	0.101835637441056	0.556272839646912
Stmn1	-0.437084088150174	0.0127488966029395	-0.157565631213837	0.316802274748937	0.279518456936337	0.126908888826003
Zfp963	0.696080145554472	0.0127488966029395	0.269374251431718	0.304049828743752	-0.426705894122754	0.137420527462253
Sptbn4	-0.352069565437044	0.0127668365415916	-0.273644349100776	0.0442950470650862	0.0784252163362678	0.605476496389376
Zfp324	0.403232269158352	0.0127668365415916	-0.0780009468232401	0.613466159305147	-0.481233215981592	0.0150502539082653
Ftx	0.510895414531311	0.0127787860902358	0.199441513194256	0.28854125068663	-0.311453901337055	0.142064743934067
Foxk2	0.361097788554204	0.0127819033562039	0.219721344795224	0.0987992941401881	-0.14137644375898	0.342955778943396
Rasgrf2	0.500555959109349	0.0127819033562039	0.538315283554832	0.011231763024893	0.0377593244454831	0.871486072980078
Plekhm1	-0.448733594340918	0.0127826780887692	0.0215966742886651	0.910399983677587	0.470330268629583	0.0251456123938566
Vgf	-0.767594808849777	0.0127934953693293	-0.15044562777794	0.601542047401887	0.617149181071837	0.0642979571189055
Shc1	-0.515558350339687	0.0128022901731877	-0.188606235109083	0.310217508274658	0.326952115230603	0.130063936121656
Tshz3	-0.590986535159417	0.0128022901731877	-0.399722371844002	0.0720538154424906	0.191264163315415	0.43856164239497
Map3k11	-0.46368229978086	0.0128038954533831	-0.313638183375618	0.0720895343610534	0.150044116405242	0.438515147928305
Agl	-0.414424214780098	0.0128102457348887	-0.52468455936886	0.00462023377305132	-0.110260344588761	0.531506552431036
E030011O05Rik	2.92942776701703	0.0128166079188613	3.01467496320611	0.0171792897544135	0.0852471961890741	0.922131384258718
Adipor2	0.32976001108761	0.0128585909666017	0.205896441488486	0.0919582963834533	-0.123863569599124	0.362471097720976
Wdr46	0.354248502938366	0.0128603102422936	0.402870145266972	0.00837857315046523	0.048621642328606	0.759201112675825
Ffar4	-1.05889170694971	0.0128843534419082	-1.03621293399461	0.0290785501004854	0.022678772955103	0.970460643682597
4933413G19Rik	2.11286834959259	0.0129365154187111	1.81046255750076	0.0460904854621044	-0.30240579209183	0.647352166694607
A330050F15Rik	0.522793587320679	0.0129365154187111	0.608999716808397	0.00807100827571967	0.0862061294877172	0.703342320870792
Prlr	-0.622039179754093	0.0129365154187111	-1.06723745654511	0.000908837540197075	-0.445198276791019	0.0946260435400351
Ncmap	0.975603445517336	0.0129365154187111	-2.23338705598735	0.0023421199689832	-3.20899050150469	0.000417638356250439
Nyap1	-0.612610041372724	0.0129365154187111	-0.417030676885645	0.0805253693433836	0.195579364487079	0.458359859287934
Ankrd10	0.563373973425126	0.0129598033836871	0.641909384274481	0.00824219028768211	0.078535410849355	0.755078435309631
Dnah11	1.19530882872761	0.0129663727734999	0.877054513344771	0.0724714283743603	-0.318254315382841	0.477399176264993
Rimklb	1.66368140213609	0.0129730667236179	-0.441321661165129	0.650136534128744	-2.10500306330122	0.0134394082089606
Yars	0.491741098445379	0.0129730667236179	0.409331045750936	0.0333491572843924	-0.0824100526944421	0.705821991883245
Cenpp	0.43915665698001	0.0129730667236179	-0.243602987204734	0.139312811843436	-0.682759644184744	0.00523210927506018
Pigw	0.461768464594557	0.0129859862418329	0.638877195218962	0.00324516572052819	0.177108730624405	0.338100587625241
Slc8a2	-0.881434907397403	0.0129915857047153	-1.43695776241151	0.0025215867469146	-0.555522855014107	0.187765234261128
Zfp946	0.813861378388874	0.0129915857047153	0.111920985346634	0.729398414699504	-0.70194039304224	0.0512797817210908
Casp6	-0.787830364191252	0.0129972030603813	-0.52578062850899	0.088612553399303	0.262049735682262	0.446548756041354
Fn3k	-0.7282252145745	0.0129972030603813	-0.641916382203373	0.0305586689975989	0.0863088323711261	0.803808531428834
Crocc	-0.63446842043736	0.0129972030603813	-0.571905564400325	0.0256260349207797	0.062562856037035	0.834751052093463
Mpzl1	-0.609256819406868	0.0130313458651502	-0.482226230562584	0.0414050360681065	0.127030588844283	0.631627019438191
Asic1	-0.762639237350276	0.0130357906091116	-0.697846773164251	0.0284106385504644	0.0647924641860245	0.863817805769167
Ddx20	0.397338389673561	0.0130825135591545	0.253672079748443	0.0884980940443116	-0.143666309925118	0.382044618703707
Acp2	-0.336030419838584	0.0130825135591545	-0.0409314659827537	0.759230888768319	0.295098953855831	0.049097007415247
Trmt1l	0.397012973163135	0.0131033278704564	0.239995354365363	0.104078991834092	-0.157017618797772	0.339831991499825
Alkbh3	0.42332772149269	0.0131033278704564	0.411696300403327	0.0178059532566781	-0.0116314210893627	0.955886653291862
Ppp2r2b	0.40981854709048	0.0131232552847549	0.177354646941183	0.238744813139172	-0.232463900149297	0.172739489126086
Cyp2u1	-0.497164981834888	0.0131758336921379	-0.0947536242748534	0.620016724654231	0.402411357560034	0.0648725369093416
Pcdhb6	-1.53730723334193	0.0132024193484966	-1.38135685055595	0.0396338044111853	0.155950382785978	0.857148813470897
BC029214	1.12382727640375	0.0132155971717835	0.329554958134676	0.46110378385568	-0.794272318269073	0.0874352333042436
Rab5b	-0.329547621143141	0.0132295574373557	-0.224826947682165	0.0713730570524681	0.104720673460976	0.450943807505254
Fignl1	0.391597245403956	0.0132295574373557	-0.207952808718344	0.148993997366285	-0.5995500541223	0.00563705415542862
Fam53b	0.498303002844179	0.0132295574373557	0.00663554663547003	0.975973948487612	-0.491667456208709	0.0328202855266799
Fibin	6.00354752441012	0.0132593037865748	8.50094708819321	0.000437361576062306	2.49739956378309	0.0042333469798046
Scn3a	-1.05990990311503	0.0132883985615698	-1.71369311712383	0.00315851532342967	-0.653783214008803	0.218297110894229
Ddx1	0.459509502282467	0.0132883985615698	0.409831090752778	0.0257678667144999	-0.0496784115296891	0.816870436009638
Snx2	0.542170661802941	0.013297420735661	0.639218769585324	0.0071179622291541	0.0970481077823831	0.684384077731948
Slc16a9	-0.881522070763188	0.0133410431314525	-1.11002411291036	0.00780124287466345	-0.228502042147168	0.579320506121129
Plcxd3	-0.854579155921583	0.0133483072521417	-0.839076619879436	0.0182156732915951	0.015502536042147	0.972685485965239
H2-T23	-0.942740354667086	0.0133787311985209	-0.90090181578983	0.0277201873541321	0.0418385388772559	0.934500084211374
Tnfrsf1a	-0.398872235236498	0.0133882742303833	-0.0693242829053851	0.652351931319559	0.329547952331112	0.0611005028877409
Mettl17	0.571087146274517	0.0133905254984605	0.389202436636455	0.0772912553103038	-0.181884709638063	0.441045845712293
Aimp2	0.409467683638192	0.0133905254984605	0.114325832465944	0.455465408395801	-0.295141851172248	0.0934948014270783
Usp13	-0.575663314349976	0.0134174886297521	-0.620899692600866	0.0130920490257349	-0.04523637825089	0.873182045244324
Igf2bp3	2.19538763435552	0.0134174886297521	4.09027711668517	0.000183236794399735	1.89488948232965	0.00431292524713918
Ppm1h	0.368014158565931	0.0134263416894825	0.755091651184885	0.00032281554067729	0.387077492618954	0.0252048763510323
Ncam1	-0.393951526848709	0.0134263416894825	0.195854894317932	0.174233293580206	0.589806421166641	0.00612949085965762
AW209491	0.383949724236115	0.0134263416894825	0.356595155019745	0.0224101229895872	-0.0273545692163693	0.883010961970229
Picalm	0.477099091754919	0.0134321299262868	0.294757166622382	0.0974778068275969	-0.182341925132537	0.358443896134153
Ldha	-0.922529291628638	0.0134530631387278	-1.35994197213818	0.0022241603679517	-0.437412680509545	0.252546211912661
Insm1	0.585317551237344	0.0134719846883564	0.334782239558226	0.126480299784881	-0.250535311679119	0.299757097374307
Hpcal4	-1.55683421350156	0.0134719846883564	-0.848209858951685	0.158359495621821	0.708624354549878	0.322773216381984
Vac14	0.446832912564844	0.0134719846883564	0.69868820712986	0.00156311962086336	0.251855294565016	0.17661155867457
Cyb561a3	-0.656329677600196	0.0134853670332229	-0.685488530888451	0.0149886957635235	-0.0291588532882548	0.930205439554441
Lurap1l	-0.597013521242852	0.0135494598936732	-0.345065496258037	0.126404498541159	0.251948024984815	0.317769050458933
Snx5	0.439033096311796	0.0135735007104565	-0.0259813420089986	0.889780626904378	-0.465014438320795	0.0252823489961944
Ift81	0.622720780394937	0.0135737801655395	0.347988203426264	0.132753064182181	-0.274732576968673	0.288952875503071
3110070M22Rik	-1.26022441818119	0.0135737801655395	-1.10875436951165	0.0436745537764416	0.151470048669535	0.822812168531908
Lsg1	0.470051965459925	0.0135803206165456	0.385529666779569	0.037306562971227	-0.0845222986803563	0.685093540767168
Zscan25	0.501423256486215	0.0135858125169723	0.345264899666562	0.0741172969147541	-0.156158356819653	0.458255441094279
Insig2	-0.420084772144495	0.0136015489685924	-0.59586557913177	0.00271583917118855	-0.175780806987275	0.317760083010723
Adrm1	0.354929643305045	0.0136068509966919	0.295655725972404	0.035339850761535	-0.0592739173326406	0.709845512701308
Dnd1	0.81020159591875	0.0136068509966919	0.340367247081302	0.305333099245272	-0.469834348837448	0.146885010769176
Alg8	0.437315091830373	0.0136271825836765	0.393702452710725	0.0259321835257112	-0.0436126391196485	0.83254446053586
Ube2v1	-0.524926339765889	0.0136283255866863	-0.290580812150911	0.135347034209536	0.234345527614978	0.286586055372613
Sec63	0.591671736567583	0.0136283255866863	0.661938139824769	0.00937192427682746	0.0702664032571867	0.798315255581645
Arpp19	-0.348013129366431	0.0136294121485539	-0.168527576827762	0.188656481484311	0.179485552538669	0.218788105208475
Ecm1	0.766815062947292	0.0136294121485539	1.10288334323556	0.00277551806427114	0.336068280288268	0.248541558050668
Pole2	0.415973883753903	0.0136335296122187	0.251754765604158	0.109152977850295	-0.164219118149745	0.343304489274467
Pvrl1	-0.969033623119104	0.0136335296122187	0.131415618510411	0.727228250316419	1.10044924162951	0.0171961746576789
Trmt10c	0.788681552148317	0.0136335296122187	0.431651424097042	0.13989881531656	-0.357030128051275	0.275683640067645
Otud3	0.627136330067745	0.0136335296122187	0.698503038060807	0.0103995230026657	0.0713667079930625	0.803723463701298
Rad9b	0.421013246781401	0.0136554703256944	-0.283349861198427	0.0858396163986613	-0.704363107979828	0.00417044280738407
Aldh4a1	-0.700280497619942	0.0136842346654054	-0.625641897558836	0.0283241117974119	0.0746386000611055	0.823507739603994
Grap2	-0.593393919756971	0.0136891714032788	-2.53412820059607	7.14913517080701e-06	-1.9407342808391	0.000135868613319268
Cnnm3	-0.608843594752016	0.0136891714032788	-0.248836742852296	0.265201691628419	0.36000685189972	0.162465095912728
Pcnxl3	-0.509876944192396	0.0137259595659191	-0.184845156552793	0.322701100219134	0.325031787639603	0.134247771816955
Ccdc61	-0.542710881007101	0.0137439761080073	-0.451047928121402	0.0374674406986648	0.0916629528856987	0.710041060876232
Dhx36	0.382348856696331	0.013752330952267	0.371469258920786	0.0181449383947336	-0.0108795977755451	0.955170796897065
Samd1	-0.422067524420406	0.0138336065293363	-0.292726872272022	0.0705191853820041	0.129340652148384	0.47395027662046
Wnk1	-0.604531868166049	0.0138353478046311	-0.0399364568897975	0.876468549060287	0.564595411276252	0.04120420520914
Bpnt1	-0.364997905335253	0.0138560121883165	-0.288624904883389	0.0436745537764416	0.0763730004518643	0.63577333193932
Iqsec3	-0.659065231830255	0.0138857045323079	-0.720551676045054	0.0131113299172028	-0.061486444214798	0.850298289525352
Rfesd	0.401415783939716	0.0139225911861348	0.171164798653181	0.252794133519881	-0.230250985286535	0.173335686526643
Rab11b	-0.383259992355533	0.0139245561653434	-0.166358515507755	0.238078557630792	0.216901476847778	0.180584073626933
Gtf2ird1	0.319126647728323	0.0139245561653434	0.284235528311986	0.0274900555256656	-0.0348911194163373	0.81673674783038
Ap2a1	-0.375988812071059	0.0139245561653434	-0.32256359617908	0.0315313449700341	0.0534252158919791	0.756000740302861
Tmem150a	0.45312068539259	0.0139536040168642	0.710459950342295	0.00171885915487139	0.257339264949705	0.166323171093343
Spata7	0.533070117325387	0.0139861385685173	0.0366150396887619	0.875124620977887	-0.496455077636626	0.0422211711326575
Nqo2	-0.422616237694939	0.0140044063143853	0.223609215886311	0.154376917390697	0.64622545358125	0.00583464238677588
Tchp	0.909314048047072	0.0140056494671216	0.863743956111353	0.0211907343837486	-0.0455700919357191	0.919387897411221
Ift172	0.342066092539772	0.0140127098079809	0.651498206071229	0.000542441455731812	0.309432113531457	0.0456663207099442
Peg3	-0.642933668109097	0.0140336969515329	-0.317051694119965	0.180624795867129	0.325881973989131	0.226227319306759
Gprasp2	-0.661089696979009	0.0140502864588026	-1.7491280640092	0.000113297629730019	-1.0880383670302	0.00570924399818676
Gid8	-0.325416180316541	0.0140502864588026	-0.228647672169217	0.0677663926974989	0.0967685081473244	0.489477303930104
Zbtb44	0.38421596853164	0.0140700187377418	0.491769685694493	0.0049148979853483	0.107553717162853	0.515138238429075
Stard8	-0.496534331877045	0.0140720727859238	-0.0442642856127007	0.832578680834474	0.452270046264344	0.0456323689320251
Xlr4a	1.20985359060306	0.0140807118584262	0.880109018826866	0.0823578172510399	-0.329744571776194	0.478211637674168
Pvrl2	-0.38000670616365	0.0140917471246909	-0.71412123756842	0.000665075972277413	-0.33411453140477	0.0540833028872071
Ddx17	-0.45896905479098	0.0140917471246909	-0.407389226382733	0.0276971526776337	0.0515798284082477	0.811253080985758
Atad2	0.572774190771789	0.0140917471246909	0.350988388260707	0.102783701838185	-0.221785802511081	0.357536000351488
Nsun2	0.352605303506734	0.0140926546135595	0.0968731816352126	0.463646631821303	-0.255732121871522	0.0952711230445973
Gng12	0.638237945196668	0.014107393855414	0.986208447866128	0.00185937286786431	0.34797050266946	0.179799594575499
Pigt	-0.505673261969497	0.014107393855414	-0.0416248683880596	0.845153438300466	0.464048393581438	0.044601370369613
Ankrd54	0.712832068260262	0.014107393855414	0.209272438460454	0.436549119964448	-0.503559629799808	0.100886435203046
Nup54	0.428179975074789	0.014107393855414	0.41635140267882	0.0187251250180964	-0.0118285723959686	0.956446129948846
Mknk2	-0.676415791725723	0.014107393855414	-0.591429442576356	0.0300006250198905	0.0849863491493676	0.789005315884794
Cryzl1	0.439178935614218	0.0141127759791806	0.221768696432913	0.176356786710928	-0.217410239181306	0.23800261988347
Zfp60	-0.376641210189325	0.0141253757965407	-0.322295759766961	0.0327043725576556	0.0543454504223641	0.753460706726646
Ncapd2	-0.344959432899225	0.0141287815996674	-0.313971831050578	0.0250510378663163	0.0309876018486473	0.850841230122134
