genes	logFC_TgvDMSO_6h_PCCL3	FDR_TgvDMSO_6h_PCCL3	logFC_TgvDMSO_24h_PCCL3	FDR_TgvDMSO_24h_PCCL3	logFC_Tg_24hv6h_PCCL3	FDR_Tg_24hv6h_PCCL3
Ubtf	0.318564049534057	0.197575620532545	0.154598406061519	0.624524484002903	-0.163965643472538	0.560161616250969
Mtss1	-0.546735830109649	0.197575620532545	-1.60339649286456	0.00658459329724586	-1.05666066275491	0.0449127763694025
Aip	-0.489709204927114	0.197694071427929	-0.188474528394241	0.708689677074546	0.301234676532873	0.480760462384348
Pebp1	-0.510930015304361	0.197745028234328	-0.240170679046305	0.63720061706772	0.270759336258057	0.547088242815619
mrpl24	-0.474260911723193	0.197745028234328	0.420277546805613	0.32530998778577	0.894538458528806	0.0468549957354092
Snx2	0.440328326368294	0.197852646196133	0.1189808738084	0.806635606510391	-0.321347452559894	0.397685576048685
Mal2	0.373411169392554	0.198035734082176	0.148373268818443	0.700455202963018	-0.225037900574112	0.489561027611326
Ptpn14	0.444976651244984	0.198345677110932	0.0645890877328118	0.904050441815162	-0.380387563512172	0.323618901968976
Pnldc1	-0.554762772194812	0.198512217741952	-2.21694468743792	0.0019153651763502	-1.66218191524311	0.0129667063712461
Crlf3	0.319476861824058	0.198566177930723	0.308376146725401	0.284762327200089	-0.0111007150986568	0.975409310224677
Atp5g2	-0.976326404861193	0.198641868283474	-0.608302640429632	0.513860609385518	0.368023764431561	0.678902893105989
RT1-Db1	-0.556068937912031	0.198670769193264	-1.19565919735461	0.0267591183143662	-0.63959025944258	0.189964410595946
Ttc1	0.487363347838821	0.19873048528451	0.392357172272376	0.382887604812232	-0.0950061755664448	0.840708471183485
Tnnc1	-0.870053300246354	0.19900194553554	-0.842598242336806	0.269299350640193	0.0274550579095486	0.978196280473953
Tfpt	0.410843483816624	0.199175013409408	0.308414370937429	0.421216988829704	-0.102429112879195	0.791514757138847
Pigu	0.617513254373399	0.199391252053075	0.460156635161782	0.425602601873054	-0.157356619211617	0.785805206987224
Rbm8a	0.545551417446482	0.199391252053075	0.214528320471433	0.70464313728174	-0.331023096975049	0.487738632158794
Pde4a	-0.582099580454268	0.199391252053075	-0.330181903245242	0.551293312190779	0.251917677209026	0.632816854107962
Gnb1	0.303865987505694	0.199391252053075	0.241684341085444	0.390786866070544	-0.0621816464202501	0.832397642167567
Oxld1	-0.777578703191506	0.199391252053075	-0.385983962722812	0.595107424598911	0.391594740468694	0.580158148424169
Coq10a	-0.493572254368566	0.199391252053075	-0.0216224608355765	0.972791167122132	0.471949793532989	0.270164509707351
Rnf123	-0.48049270872443	0.199535288314718	-0.120112652817986	0.820485621701251	0.360380055906444	0.386423612047305
Hsf2bp	-0.840394585864701	0.19960292566618	-1.57048159332581	0.051919341571939	-0.730087007461107	0.358373340797573
Pttg1ip	0.382313604212442	0.19960292566618	0.286016603044132	0.424684068244845	-0.0962970011683096	0.789880670654599
Pitpna	0.733504760618607	0.19960292566618	0.689756904192936	0.300622873328747	-0.0437478564256708	0.958365104270035
Hsp90aa1	1.33461120524528	0.199927163682516	0.818879180874673	0.52129189680395	-0.515732024370608	0.666972914508603
Rhbg	-0.715665615092459	0.200020020880286	-0.879287741782967	0.174001974887592	-0.163622126690508	0.810516684079554
Ubac2	-0.315440381874564	0.200307187883187	-0.192014999185365	0.526957809640255	0.123425382689199	0.669791597904878
Clu	-0.418927763441756	0.200571410311862	-1.32759435032262	0.00436194675041199	-0.908666586880859	0.0305756768809179
Rasl11b	0.62425571690499	0.200726569938221	-0.275278595328354	0.668158524875454	-0.899534312233344	0.110166365689087
Sptan1	0.399944403688323	0.200726569938221	0.606613434510462	0.0959992735496849	0.20666903082214	0.561737755323518
Gsdmd	-1.03853030949462	0.200794934499397	-1.23742763852963	0.184876390899723	-0.198897329035008	0.868315612434386
Spag7	0.542002374018592	0.200794934499397	0.271320987148283	0.61425870754216	-0.270681386870309	0.575437052684687
Pqlc1	0.646038360131533	0.200794934499397	0.174197823861066	0.807935110616486	-0.471840536270466	0.399926847546875
Ubr7	-0.274066903368649	0.200940338995972	-0.296793809778865	0.230896799063399	-0.0227269064102164	0.939576092180592
Cdk11b	0.572721478333664	0.200940338995972	0.526409579908085	0.313964009845701	-0.0463118984255791	0.940934001127327
Smim15	-0.43403599363133	0.200940338995972	-0.09217512065082	0.855790160652845	0.34186087298051	0.36522835035293
Otub2	-0.320764010514945	0.200945059316207	-1.11626052198989	0.00267779014619249	-0.795496511474943	0.0189174928621119
Tubb4b	-0.486964350724835	0.201091754672728	-0.750970271146091	0.0915456275072535	-0.264005920421257	0.541693348476134
LOC362863	0.793878399761055	0.201102313243508	-1.51729485154649	0.067332874434838	-2.31117325130755	0.0156936568343817
Plcb3	0.477574474969381	0.201102313243508	0.389148390132606	0.379200794642372	-0.088426084836775	0.85061079477422
Litaf	0.30464180121893	0.201301629706312	0.186614256292781	0.527334079169315	-0.118027544926149	0.673650713491836
Trappc6b	0.365816999328299	0.201468568790171	0.523470469351695	0.11437094696223	0.157653470023396	0.63257098471687
Zbtb1	0.305889869443903	0.201590097245782	-0.0235461640319043	0.949575757200904	-0.329436033475808	0.21837774766282
Yme1l1	1.40302190110704	0.201700469339094	1.02233842971041	0.447189659655023	-0.380683471396628	0.756653026388146
Ascc1	-0.3369908819058	0.201700469339094	0.122196544051306	0.731219745893058	0.459187425957106	0.126241175656817
Cgrrf1	-0.382932313435618	0.201933228966636	-0.168116450620956	0.667274156935497	0.214815862814662	0.528179611362895
Timm8b	-0.663665480095734	0.201955016726858	0.326074151096185	0.612891950933673	0.989739631191918	0.0993692292948246
Atxn10	0.293937776508068	0.202407974922732	0.352280208491101	0.185848729441743	0.0583424319830329	0.839659745078115
Perm1	1.89104446635189	0.202452104430423	0.894233008759837	0.668158524875454	-0.996811457592057	0.510541656687003
Ankrd9	-0.789089428279556	0.202452104430423	-0.943138761760117	0.185923411838285	-0.154049333480561	0.852589089224601
Fuz	-0.707359454297516	0.202479332756986	-0.0915656325576815	0.914307077785918	0.615793821739835	0.321262654789446
Ttc19	0.367583390014109	0.202513823690588	0.124571723159178	0.752866580387563	-0.243011666854931	0.450869511051089
Nup58	0.347640860657498	0.202773209347367	-0.00355620835903303	0.993460740652631	-0.351197069016531	0.248459403022385
Ppp3ca	0.29364022297071	0.202917314271603	0.034338406824577	0.924840094462763	-0.259301816146133	0.313604242971508
Ctgf	-0.967164892836356	0.203300039759471	-3.59531244626888	0.00297255131093457	-2.62814755343253	0.0167072755472988
Ppm1n	-0.571210350823417	0.20338364118697	-0.0742558612082422	0.911475958702117	0.496954489615174	0.323052406112457
Rasal2	0.519958006829032	0.203401851347919	0.823224494641702	0.0835446745301047	0.30326648781267	0.50643637263131
Fzd5	0.773744887453643	0.203765684028492	-0.467650687003626	0.547843428362347	-1.24139557445727	0.0871187593062223
Wdr41	-0.329915408177444	0.203901044024405	-0.424715801430241	0.157046650069573	-0.0948003932527971	0.763358558109607
Zfp329	-0.381252030621136	0.203919730901256	0.0443476005343184	0.924581793828039	0.425599631155454	0.20489964623026
Rassf5	0.507722807235344	0.203999175931009	0.558987724323845	0.222412806905377	0.0512649170885005	0.921436049090916
Tcf7l2	-0.62964808801539	0.204012442787472	-0.474581850454431	0.423953319535826	0.155066237560959	0.797856819670104
Marcksl1	-0.825580039444861	0.204072176840998	-1.25202238330326	0.102603157175745	-0.426442343858396	0.585238529624336
Rhoj	-1.89963804677701	0.204160688229037	-1.79797393939822	0.27288456530071	0.101664107378796	0.97251714787297
Hsp90ab1	-0.370790377698476	0.204221430667879	0.17871285213142	0.633757139039878	0.549503229829896	0.103273578257738
Fgf11	-0.844413712001671	0.204221430667879	0.00419463556453292	0.99665056637907	0.848608347566204	0.251221534655548
Mapkapk5	0.296010091360204	0.204327825199727	0.228667049807041	0.412452172878089	-0.0673430415531624	0.81293561568401
Nacc2	-0.367515816602991	0.2043324120012	-0.201672315908521	0.577364213318304	0.165843500694471	0.618995991777031
Zc3h15	0.71002780960596	0.204357564774769	0.298789447382137	0.68401095420364	-0.411238362223823	0.513768897648636
Ccdc117	0.297512580245203	0.204728787964229	0.132753984779088	0.666163544359074	-0.164758595466115	0.535869268273952
Wdr25	-0.65166512236404	0.204836090291113	-0.182010554552425	0.793721666173901	0.469654567811615	0.414063699943638
Klhl11	-0.248488701609096	0.20485498111622	-0.177995839847312	0.454420350397806	0.0704928617617838	0.765690176647503
Pi4ka	-0.272273293971293	0.204868986472193	-0.0546695693568785	0.86602112582272	0.217603724614414	0.362564569679811
Nme2	-0.518299064429916	0.204942784135762	0.0666320592795775	0.918958247790103	0.584931123709494	0.201967141287127
Krt77	-1.43937825062806	0.205423407541818	-3.98252529330299	0.0307354831541236	-2.54314704267493	0.255445176457654
Ppia	-0.427351562772107	0.205432696815404	0.0834726582242437	0.869987682828722	0.51082422099635	0.178278431735702
Sp1	0.283431209128974	0.205516548897814	-0.141094404094398	0.622032352377829	-0.424525613223372	0.100835389205012
RGD1562161	0.590779666181717	0.205788016449255	-0.0903222073877215	0.90146905042288	-0.681101873569438	0.194363398602527
Eif3k	-0.448844380728473	0.206097124464282	0.0342742063351685	0.949827164405393	0.483118587063642	0.22306359823279
Sbk1	-1.96073622178833	0.206119786043891	-0.334358177955569	0.84748521491592	1.62637804383276	0.371209248513616
Tsku	0.676363279711954	0.206119786043891	1.42694729494905	0.030165103137241	0.750584015237095	0.205094574050212
Myl12a	0.5002256797751	0.206119786043891	-0.355449933980197	0.459250116607775	-0.855675613755298	0.0698110214601889
Kctd10	0.332808533559442	0.206424870940945	0.179667313952456	0.587374498280211	-0.153141219606986	0.613047270641402
Dnaja1	0.495063006436108	0.206454029695074	0.49022834510116	0.281507436929206	-0.00483466133494818	0.993495216697935
Slc5a6	-0.473755921393733	0.20662213818568	0.127561094848668	0.809443048727126	0.601317016242401	0.155678533781149
Rabgap1	0.372988757715754	0.206638669604868	-6.58402894564922e-05	0.999755128437121	-0.37305459800521	0.257334979572614
Phf1	0.665726253901724	0.206741529116905	0.556725093806267	0.371013932697335	-0.109001160095456	0.869125718356944
Lyl1	1.11337178474249	0.206902839148311	0.24905425299853	0.863776931211469	-0.86431753174396	0.360840555122941
Nup37	-0.469265407842867	0.207068110275883	-0.462473006757416	0.282261950250881	0.00679240108545058	0.989169862225832
Acadl	-0.327377699788534	0.207124439445816	-0.123312005249087	0.724613450579602	0.204065694539447	0.484477629304981
Znhit2	-0.759685120580566	0.207124439445816	-0.0277720402326099	0.976724036586362	0.731913080347956	0.274869839102458
Tesk1	0.451203425282997	0.207245935074211	0.149948441255656	0.760538012653428	-0.30125498402734	0.450869511051089
Pfn1	0.324798880822632	0.207272807247543	0.0936720504422042	0.796494833953486	-0.231126830380428	0.419875398004523
Samd5	0.415009295775795	0.20729253270565	0.986738341219999	0.0179211402516992	0.571729045444204	0.124424315818098
Prkci	0.37994807955709	0.207445164573234	0.314220828861396	0.379200794642372	-0.0657272506956944	0.862980058707434
Mphosph9	-0.452057792791039	0.207490373756606	-0.394141301102057	0.347920735483616	0.0579164916889814	0.903339850474314
Catsperd	-0.430226405130199	0.207511213078491	0.779030282044686	0.0452222931774492	1.20925668717489	0.0111365416670707
Utp15	0.392335879959685	0.207511213078491	0.229201208844952	0.554320010807865	-0.163134671114734	0.65160671426464
Psmc2	0.297872309260636	0.207511213078491	0.149093633663649	0.621529541073972	-0.148778675596987	0.581943361583897
Zfpm1	-0.508039744988556	0.207541255154218	-0.182276492147371	0.738902664575605	0.325763252841186	0.472782255110952
LOC100911483	-0.623572420022316	0.207584913009761	-0.0893014580580892	0.906789734684921	0.534270961964227	0.332902378817469
Tnpo3	0.292254951005095	0.207644847939611	-0.0763304091936699	0.817658810592291	-0.368585360198765	0.159657849422453
Tmem33	-0.310666326035565	0.207706572214063	-0.333479699656199	0.24219668101087	-0.0228133736206336	0.949410609392435
Gprasp1	0.432004603372446	0.207757389086679	0.388902843818321	0.33306504467453	-0.0431017595541242	0.924607406195519
Atp7a	0.305078621820248	0.207774161454605	0.337693039655027	0.228247576893377	0.0326144178347791	0.91935224465582
Ube2h	0.282725956488428	0.207774161454605	0.102060766322471	0.7388715214661	-0.180665190165957	0.473853029013689
Rbm10	0.328288434107243	0.207818157130232	-0.233068686896743	0.46308249570551	-0.561357121003986	0.0703630612198242
Pc	-0.727770896599347	0.207836936330143	-0.00129349563547524	0.99891790328758	0.726477400963872	0.259771137227878
Cenpm	-0.75851499133081	0.207879524828172	-1.52746311238088	0.039639725904493	-0.768948121050073	0.271432487047756
Scarb1	-0.419225766867267	0.207897804177806	0.166285244035056	0.707969635422014	0.585511010902323	0.123733703333321
Sclt1	0.813218936950553	0.207897804177806	0.0651045791386571	0.948235047877915	-0.748114357811896	0.299092691128252
Galns	-0.523725808364726	0.207897804177806	0.334591063551297	0.503052729845311	0.858316871916023	0.078257590008154
Creld1	0.352330391278029	0.207961243662891	0.30887919003626	0.347992181125915	-0.0434512012417694	0.906120519064621
Smad9	-0.612201772802303	0.207978029576995	-4.05564624529018	0.000419011476946276	-3.44344447248788	0.00165646239412322
Lct	-1.09316018732626	0.207997718543816	2.66146320984218	0.00394591318226605	3.75462339716844	0.00231375309638855
Myzap	-1.19880030794582	0.208390641824465	0.593881841860463	0.598346564001891	1.79268214980628	0.103506439809892
Pofut2	0.293000871449879	0.208589140905598	-0.125598148598081	0.682806821310154	-0.41859902004796	0.117534254383429
Dab2ip	-0.310736111610074	0.208589140905598	-1.12942013493107	0.00236429468925567	-0.818684023320991	0.0163231093836678
Stxbp2	-0.352210975254947	0.208886565727195	-0.178649327248473	0.616030959396825	0.173561648006474	0.5902349996895
RGD1359108	-0.277399082147334	0.208954099586174	0.194323340703147	0.468080771164265	0.471722422850481	0.0716049831264854
Ctdnep1	0.266352688610779	0.208972133677869	0.297728685012251	0.225567574751584	0.0313759964014724	0.910594968913451
Usp7	0.467287541557934	0.208972133677869	0.260788735637858	0.576905039627269	-0.206498805920077	0.630934856776399
Acin1	0.356825753732926	0.209006704421453	-0.212959247410944	0.54700228989551	-0.56978500114387	0.0870987564249565
Ppp1ca	-0.380201495157614	0.209021555965536	0.081073001405505	0.85823762990163	0.461274496563119	0.176138354245833
Pigk	-0.378800881951837	0.209188150897996	-0.101355409339358	0.813529123504804	0.27744547261248	0.40939580107906
Akap1	0.722449891352093	0.2094315674423	0.583895608190528	0.394171623078923	-0.138554283161566	0.847263380902029
Tspan6	-0.343947888777894	0.209678702572699	-0.407854550188753	0.198368518772458	-0.0639066614108591	0.853969703487122
Pdcd10	0.451109783438071	0.209692595725743	0.251800779006309	0.577259842624381	-0.199309004431762	0.63160863922414
Son	0.296911237812002	0.209692595725743	-0.0469469224248815	0.897734809645552	-0.343858160236883	0.195180361719032
Zbtb42	-0.561574015585793	0.209692595725743	0.0667323783895929	0.923110512626262	0.628306393975386	0.208915918480881
Il3ra	-0.608651276241095	0.209852994654628	0.244735610007963	0.699124856683089	0.853386886249057	0.123068928810334
Lrrc24	0.714865662947695	0.209876746866939	0.877437252462954	0.17182991308732	0.162571589515259	0.801472755436344
Wwox	-0.564402490291256	0.210029581903716	0.263087026688764	0.628017365822792	0.82748951698002	0.107318624525135
Nhej1	-0.769739922478657	0.210029581903716	-0.0786701428027515	0.929693882082071	0.691069779675905	0.315768665616397
Hsh2d	-0.715117276997492	0.210029581903716	1.16507038223097	0.0489370501446892	1.88018765922846	0.0127022877196481
Cks1b	0.405525885969584	0.210671514433655	0.204913534676804	0.620518877128853	-0.20061235129278	0.589118303443215
Mtif2	-0.391384966297734	0.210741212118617	-0.0238149204995262	0.960783188550572	0.367570045798208	0.29273405219035
Podxl2	-1.5390430693184	0.210806411839949	-1.11503502684486	0.401384295867363	0.424008042473545	0.809219632886473
Fam83d	0.62660098709045	0.210807277406318	-1.5513488573527	0.0187832349280504	-2.17794984444315	0.00626213380389758
Zfp566	1.31962489724721	0.211433312668361	1.38306015501641	0.240499817999759	0.0634352577691989	0.961565840444455
MGC94207	-0.404525099030013	0.211578922596932	0.228627251906774	0.571781047424587	0.633152350936787	0.0932470307856283
Arhgap25	-1.12735983179716	0.211688747002476	-0.161582085186087	0.893336947767787	0.965777746611077	0.348633911643527
Snw1	0.397768729716245	0.211697212796616	0.0826092146694039	0.863760936141945	-0.315159515046841	0.37379199022146
Suv39h1	-0.506007604798153	0.212011869133586	-1.21521620887879	0.0196884024078709	-0.709208604080639	0.132848195003087
Mrfap1	-0.307412210887445	0.212193587769624	-0.437059934621744	0.126512585480463	-0.129647723734298	0.651203961204293
Yars2	-0.449451780786249	0.212212563065782	-0.113027506537907	0.825607653440616	0.336424274248342	0.402842585328425
Arhgef1	-0.395353322866945	0.212656336942725	-0.122614668446166	0.782218235308336	0.272738654420779	0.442294975446166
Cdc42se1	0.42777828894762	0.212722793437855	0.434816703941327	0.275903397677848	0.0070384149937071	0.988227654536324
Ubxn11	-0.552917561803095	0.212722793437855	0.480801586341915	0.317571555471433	1.03371914814501	0.0500377468960733
Srsf6	0.287886899648584	0.212722793437855	-0.418202048702872	0.119455402356428	-0.706088948351456	0.0212523947743388
Bex3	0.416695159914032	0.212722793437855	0.204849886038389	0.633757139039878	-0.211845273875643	0.579966400072919
Kcng1	-1.56074990005252	0.212722793437855	-1.19971154388875	0.375469012936532	0.361038356163767	0.847710983227007
Atp5l	-0.743969272461342	0.212722793437855	-0.484397143433449	0.510372567571621	0.259572129027893	0.716015163194428
Mapk1ip1l	0.3637766843715	0.212722793437855	0.0475780178348779	0.919141768247364	-0.316198666536622	0.332006062171037
Dimt1	0.326679422696473	0.21282110411064	-0.000769134054314401	0.99868717777101	-0.327448556750787	0.26286347948179
Traf2	0.562309988019612	0.21282110411064	-0.422186916658633	0.443392493213935	-0.984496904678245	0.0691458407899111
Dyrk1b	1.03188754946137	0.21282110411064	0.30421929979709	0.808640599235678	-0.727668249664279	0.411555939777738
Rbpms	-0.297704658782839	0.212920546653918	-1.47086606607624	0.000599401472083349	-1.17316140729341	0.00286826881589628
Ppcs	-0.389602329339526	0.212921716497217	0.258784916671343	0.491876139651886	0.64838724601087	0.0772899750189467
Mars	0.492477334068382	0.212921716497217	0.177352637121679	0.742833011251415	-0.315124696946703	0.478473328408979
Lrrc27	-0.605848045469671	0.213007945859996	-0.565331584172724	0.308153503093832	0.0405164612969461	0.956508164501623
Crtc2	0.432832975031529	0.213047822690292	0.161196438416228	0.732715006693616	-0.271636536615301	0.48758340982917
St3gal2	-0.44748916021468	0.213141376977718	-0.131614367953215	0.793721666173901	0.315874792261465	0.432989246339046
Zfp786	-0.508183080142471	0.213411380854408	-0.058311813040957	0.926590229235284	0.449871267101514	0.325247521940783
Tbce	0.311632629930694	0.213840354951436	0.326515088761119	0.26126043943414	0.0148824588304254	0.967269690555157
Prkrir	-0.274766602788141	0.213840354951436	-0.638218654686863	0.0214617987933269	-0.363452051898722	0.147645488969393
Fdft1	0.356182434386041	0.213989820725825	0.477069943237975	0.150829960201064	0.120887508851934	0.724221519162356
Pmpcb	0.301863372236405	0.213989820725825	0.30838549569233	0.274963202300655	0.00652212345592528	0.984400104849709
Mrps16	-0.853850991131679	0.21407391369936	0.0192589233408684	0.986062227523557	0.873109914472547	0.254383394572949
Hspb6	0.663574916932609	0.214122967851917	-0.429031723613533	0.519540898997639	-1.09260664054614	0.0844200372349033
Dph1	-0.641131041806817	0.214122989297393	-0.276201765700128	0.68160337481807	0.364929276106689	0.534802749233046
Exoc2	0.338899560843669	0.214222035508722	-0.110524328233901	0.77034093611681	-0.44942388907757	0.146605254867964
Fancd2	-0.953853359101407	0.214222035508722	-2.35651672786912	0.0201907553822797	-1.40266336876771	0.123068928810334
Mrpl55	-0.571572395455982	0.214222035508722	-0.141874652135574	0.829361212940379	0.429697743320408	0.402842585328425
Gtf3c5	-0.266743123520277	0.214222035508722	-0.0201809277170961	0.951763676726155	0.246562195803181	0.304314852445142
Mcm3ap	-0.349168873705418	0.21432749331421	-0.148029368843607	0.690394710086631	0.201139504861812	0.528579102955947
Abcb7	-0.361354223901785	0.214841065786952	-0.334046732488264	0.327156110901604	0.0273074914135209	0.948951498405836
Ift122	-0.33924979737333	0.215089963512581	0.170565828507571	0.624431482081224	0.509815625880901	0.106224843716379
Mybpc1	0.88460851320138	0.215089963512581	0.740828164541062	0.379876150186031	-0.143780348660318	0.870943020140817
Kif18a	0.807963707408638	0.215112628227628	-1.73457775252053	0.0365583778811181	-2.54254145992917	0.0105741212173524
Bles03	-0.388620068399498	0.215145643304248	-0.207872669201921	0.598086508242121	0.180747399197577	0.618199148549762
Slc30a2	-1.0242542162594	0.215145643304248	-1.34697999396578	0.159791091659036	-0.322725777706374	0.771752354365917
Wdr74	0.390407659856592	0.215145643304248	0.269316635236269	0.48521816083368	-0.121091024620323	0.74801782798913
Lipe	0.42185943602606	0.215145643304248	0.30745113591556	0.456721435728158	-0.1144083001105	0.780019650352834
Irf7	-0.785412502672463	0.215145643304248	0.462760633641979	0.544344043882915	1.24817313631444	0.0908187014025192
Fbxl3	0.262894169430932	0.21529559709594	0.148235002699117	0.578345099072234	-0.114659166731815	0.642105468266549
Znfx1	-0.295274737718218	0.21529559709594	0.458685871807573	0.0974466275104509	0.753960609525791	0.0186112040659975
Spryd4	-0.574518700490889	0.215686484076731	-0.112784269781948	0.870680953810248	0.46173443070894	0.371934809572116
Pex14	-0.5536249806504	0.215792410226413	-0.376868356985834	0.490614020889711	0.176756623664566	0.741846545365378
Sdad1	0.495013053814067	0.215831042499644	0.341241983999859	0.486229203507331	-0.153771069814208	0.748014905047947
Tfap2a	0.638878641286359	0.215951058448746	0.254595798794751	0.713626177205297	-0.384282842491608	0.508126497541708
Acox1	-0.266506865336465	0.215975154304959	0.16775163564369	0.529845674322612	0.434258500980155	0.0854699136587674
Ranbp10	0.293837327176682	0.215975154304959	0.143745742798225	0.638973077272572	-0.150091584378457	0.581186703991844
Pigt	-0.60130282130945	0.215980944970049	-0.322601017661023	0.598216490586391	0.278701803648427	0.618912421382746
Armc8	0.299845567010751	0.216122318724938	0.171322829989226	0.574042554403707	-0.128522737021525	0.649025134844455
Dbt	-0.518348744819263	0.21613215994942	0.0612863829960184	0.925676559581281	0.579635127815281	0.216766083218972
Csrnp2	-0.327168073809788	0.216446961798004	-0.426071698292206	0.164240479600457	-0.0989036244824178	0.757307958009472
Extl2	-0.454013850676417	0.216519616231004	0.0671520383427831	0.905239031946927	0.5211658890192	0.205558245676114
Nthl1	-0.350370834682224	0.216578184790411	0.57042429351907	0.0813762396429132	0.920795128201294	0.0171343771883477
Zc2hc1a	0.629614344222122	0.216598612420588	0.0839551534348276	0.918235015587248	-0.545659190787294	0.337258008471158
Trappc6a	-0.894431802575213	0.216639878103286	-1.0589192546797	0.205258844498709	-0.164487452104488	0.862051241592801
Gpx8	-0.466026083044897	0.216869757981365	-0.142349569059572	0.78826387501569	0.323676513985325	0.443935766440964
Gba2	-0.373572004339331	0.216869757981365	-0.287310411552121	0.429230748603779	0.0862615927872102	0.816347263073041
Cndp1	0.567573123107204	0.216933213271247	-1.77208216741261	0.0154624419173937	-2.33965529051981	0.00596640664646122
Fdxacb1	-0.675777051972837	0.217062147330556	-0.232142529570318	0.741536449241647	0.443634522402519	0.479206293291975
Ptges3	0.312880573856184	0.217093175571666	0.103013469924017	0.769757211563266	-0.209867103932167	0.461525692043854
Depdc5	-0.435826458839425	0.21715920998614	-0.207302522961057	0.650825499425117	0.228523935878368	0.573010904333982
Nagpa	-0.729647138832999	0.21765024883415	0.437931927366225	0.521736540234173	1.16757906619922	0.0871712376799162
Tmem55b	0.555197849629986	0.217694779283545	0.86390879292826	0.100123450391039	0.308710943298273	0.543546503605412
Wnk4	0.462425027686141	0.217694779283545	0.756925832158319	0.0842108650149612	0.294500804472178	0.483591828481896
Zfp667	-0.445303797467362	0.21791980001022	-0.121169592985411	0.811464506599625	0.324134204481951	0.423297063945217
Smox	0.586071480452052	0.21791980001022	1.11934940586518	0.046028526359872	0.533277925413131	0.300833652016211
Srfbp1	0.458060061821339	0.218152012914632	0.21916836893425	0.651070916842998	-0.238891692887089	0.574765462848067
Ubl5	-0.7855603390224	0.218175837440443	0.0492892804647253	0.960300694652772	0.834849619487125	0.241925842549894
Strap	0.245886866511344	0.218334849343089	-0.0581835724376565	0.843610130767624	-0.304070438949	0.176761392586305
Lnpk	0.528012531587965	0.218390505725814	0.393533149100173	0.450037441151414	-0.134479382487792	0.796959811752339
Tef	-0.664196666368441	0.218420750666082	-0.595134647049357	0.348140466170958	0.0690620193190842	0.923472487483253
Fam104a	0.265645006171718	0.218420750666082	-0.113009659985628	0.693849782204763	-0.378654666157346	0.12513822053571
Anxa11	-0.257912476388868	0.218420750666082	0.0458145598756036	0.887163193083369	0.303727036264472	0.196641193392314
Zfp846	-0.335553040457547	0.218666579503216	0.27802933156578	0.384985014745365	0.613582372023327	0.0607241437685339
Lims1	0.345395820118971	0.218666579503216	0.154382391794239	0.676166629338236	-0.191013428324732	0.55022940885932
Chka	0.864923543750804	0.218694301478424	0.166039355353304	0.875930605549956	-0.698884188397501	0.371078260126507
Coro7	-0.399092713732721	0.219089693719417	-0.114971348883219	0.802482353359937	0.284121364849502	0.435061736735509
Bclaf1	0.576561882558003	0.219250272633284	0.00143347675385553	0.998649176960364	-0.575128405804147	0.272372130422417
Ccnt1	0.417185789150343	0.219275545741892	0.296711106997073	0.473194934360092	-0.12047468215327	0.768093459901828
Ndufs8	-0.60961123332254	0.219486522562574	-0.281348303155186	0.663809887449046	0.328262930167353	0.563177856855222
Usmg5	-0.751296374764883	0.219486522562574	-0.316964024340225	0.69490444469676	0.434332350424658	0.531180644151182
Bsn	-0.77569675672261	0.219680202262346	-0.293935080251601	0.70464313728174	0.481761676471009	0.515003640832225
Muc1	-0.903912914732337	0.219763342840347	-0.639858451211385	0.457391790681409	0.264054463520951	0.77566136305867
Ahdc1	-0.382015325706337	0.219763342840347	-0.301292769133716	0.420961050655046	0.0807225565726203	0.8359599026183
Pcsk4	-0.54466397761116	0.219763342840347	-0.324760868998799	0.550555908238076	0.219903108612361	0.677324028844443
Mecr	-0.344397687213176	0.219763342840347	-0.0831027185763372	0.837646737698447	0.261294968636839	0.40535889818674
Zfyve27	0.48266825222526	0.219763342840347	0.300910391098631	0.539051462436953	-0.181757861126629	0.696239714305757
Ddx58	0.320955694154702	0.219763342840347	0.330660370198722	0.276989389754393	0.00970467604401958	0.978227977439797
Mef2b	0.94070079125018	0.219763342840347	-0.657275485707604	0.565054141590379	-1.59797627695778	0.0979782256171556
Fars2	-0.472259253167358	0.220070510732892	0.0108220654046874	0.986430995554927	0.483081318572046	0.261368536215854
Nkiras2	-0.389852591425629	0.220276626726816	0.320232223923555	0.396057290654709	0.710084815349185	0.0629560990943715
Tmem254	-0.361781327210453	0.220589348489558	0.784753788544365	0.0289062901087637	1.14653511575482	0.00845771741781801
Extl1	0.662916687669193	0.220589348489558	0.260744774922349	0.721168531839759	-0.402171912746844	0.509250212451937
Trmt10c	0.315621913548137	0.220589348489558	0.00542409500104434	0.989281982852068	-0.310197818547093	0.281544996335355
Jag1	0.296626225774428	0.220683789409985	0.0859351891938077	0.803074682262009	-0.210691036580621	0.437484794027346
Txnip	-2.28633578606418	0.220698284697345	-0.417556005036831	0.877889198426663	1.86877978102735	0.362989388672547
Sh2d3c	-1.46642114604181	0.220831341872012	-2.18167312593961	0.139998448775608	-0.715251979897791	0.71673195067029
Fam134b	0.376777435554825	0.221075328411381	-0.21878607480059	0.5735577384264	-0.595563510355415	0.0972580941059251
Sufu	-0.365403502412449	0.221254103106096	-0.354170802592431	0.309612439225664	0.0112326998200182	0.978227977439797
